,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,female-male
0,0.38434905,0.2994458,"('unsociable', 'sociable')",-0.39024734,-0.4518506,-0.2787875,-0.42241162,-0.0948953,-0.1916055,-0.0967102
1,0.2632419,0.29923475,"('unfriendly', 'friendly')",-1.4806696,-1.5464816,2.127795,2.010577,0.3034558,0.2544434,-0.0490124
2,0.46154773,0.5557322,"('unlikable', 'likable')",0.73512125,0.8048446,0.65775573,0.73442435,0.6181416,0.6983337,0.0801921
3,0.59217465,0.66730314,"('repellent', 'pleasant')",-0.127188,-0.068161055,0.2738104,0.33066654,0.2462657,0.3099362,0.0636705
4,-0.8813471,-0.9119904,"('disliked', 'liked')",0.3565262,0.34897113,-6.2109814,-6.279011,-2.2452674,-2.2806767,-0.0354093
5,-0.89132243,-0.82553345,"('distant', 'outgoing')",-0.92332953,-0.85432744,-0.36211538,-0.33361724,-0.7255891,-0.6711593,0.0544298
6,-0.9824403,-0.89739287,"('distant', 'open')",-0.77689844,-0.72811407,0.27436534,0.31421137,-0.4949911,-0.4370985,0.0578926
7,1.8233719,1.8192354,"('insensitive', 'sensitive')",-0.53530717,-0.4970008,0.8950584,0.9340349,0.7277077,0.7520898,0.0243821
8,0.6096362,0.66998804,"('unaffectionate', 'affectionate')",-1.6714351,-1.6498294,1.0091012,0.94028306,-0.0175659,-0.0131861,0.0043798
9,1.0530608,1.0868316,"('unaffectionate', 'caring')",-1.6394957,-1.6378335,1.3285558,1.3279749,0.2473736,0.258991,0.0116174
10,1.2480078,1.2370254,"('unsympathetic', 'sympathetic')",-1.4180099,-1.450415,-0.1788323,-0.15807307,-0.1162781,-0.1238209,-0.0075428
11,-0.22054583,-0.21937954,"('unhelpful', 'helpful')",-1.1874185,-1.1394825,1.7799481,1.8890349,0.1239946,0.1767243,0.0527297
12,1.526929,1.5549273,"('unsupportive', 'supportive')",-0.81170523,-0.75104916,-1.5724103,-1.5544038,-0.2857289,-0.2501752,0.0355537
13,-0.14035746,-0.29587537,"('impolite', 'polite')",0.09359193,0.07662074,-0.3185634,-0.40220755,-0.1217763,-0.2071541,-0.0853778
