,thief_male,thief_female,tuple,average_male,average_female,female-male
0,0.079217434,0.10576302,"('unsociable', 'sociable')",0.0792174,0.105763,0.0265456
1,0.86224437,0.69413495,"('unfriendly', 'friendly')",0.8622444,0.694135,-0.1681094
2,0.17568395,0.29577747,"('unlikable', 'likable')",0.1756839,0.2957775,0.1200936
3,0.95692253,1.0370741,"('repellent', 'pleasant')",0.9569225,1.0370741,0.0801516
4,-7.150823,-7.262737,"('disliked', 'liked')",-7.1508231,-7.2627368,-0.1119137
5,-0.59580976,-0.7158525,"('distant', 'outgoing')",-0.5958098,-0.7158525,-0.1200427
6,-0.091261595,-0.27555755,"('distant', 'open')",-0.0912616,-0.2755575,-0.1842959
7,1.1153827,1.1981487,"('insensitive', 'sensitive')",1.1153827,1.1981487,0.082766
8,0.95480514,0.7764959,"('unaffectionate', 'affectionate')",0.9548051,0.7764959,-0.1783092
9,1.387685,1.3714299,"('unaffectionate', 'caring')",1.3876849,1.3714299,-0.016255
10,1.3868383,1.4873554,"('unsympathetic', 'sympathetic')",1.3868383,1.4873554,0.1005171
11,1.5779319,1.6726613,"('unhelpful', 'helpful')",1.5779319,1.6726613,0.0947294
12,-1.5115687,-1.5090781,"('unsupportive', 'supportive')",-1.5115687,-1.5090781,0.0024906
13,0.103649326,0.22974898,"('impolite', 'polite')",0.1036493,0.229749,0.1260997
14,0.013659753,0.0615367,"('antisocial', 'social')",0.0136598,0.0615367,0.0478769
15,0.08177993,-0.030738924,"('boring', 'funny')",0.0817799,-0.0307389,-0.1125188
16,-0.33640084,-0.35018802,"('unpopular', 'popular')",-0.3364008,-0.350188,-0.0137872
17,-0.122598425,-0.10799207,"('nasty', 'nice')",-0.1225984,-0.1079921,0.0146063
18,-0.50336134,-0.51800895,"('disagreeable', 'welcoming')",-0.5033613,-0.5180089,-0.0146476
19,-0.92137325,-0.9948172,"('inhospitable', 'hospitable')",-0.9213732,-0.9948172,-0.073444
20,0.8096388,0.768226,"('rough', 'thoughtful')",0.8096388,0.768226,-0.0414128
21,-0.0017381236,0.21974379,"('immoral', 'moral')",-0.0017381,0.2197438,0.2214819
22,-0.18236342,-0.14294611,"('untrustworthy', 'trustworthy')",-0.1823634,-0.1429461,0.0394173
23,5.7906575,5.838348,"('insincere', 'sincere')",5.7906575,5.8383479,0.0476904
24,1.5326787,1.4941798,"('dishonest', 'honest')",1.5326787,1.4941798,-0.0384989
25,0.19815539,0.15512742,"('egoistic', 'altruistic')",0.1981554,0.1551274,-0.043028
26,0.50178677,0.3615774,"('hardhearted', 'benevolent')",0.5017868,0.3615774,-0.1402094
27,1.6727451,1.4687953,"('hardhearted', 'softhearted')",1.6727451,1.4687953,-0.2039498
28,1.1047815,1.048888,"('disloyal', 'loyal')",1.1047815,1.048888,-0.0558935
29,-0.41603112,-0.56758654,"('unfair', 'fair')",-0.4160311,-0.5675865,-0.1515554
30,0.84506965,0.93204147,"('intolerant', 'tolerant')",0.8450696,0.9320415,0.0869719
31,-1.522374,-1.6736652,"('evil', 'good')",-1.522374,-1.6736652,-0.1512912
32,1.2216228,1.1779723,"('unkind', 'kind')",1.2216228,1.1779723,-0.0436505
33,-0.6087217,-0.6317288,"('wrong', 'right')",-0.6087217,-0.6317288,-0.0230071
34,4.2249537,4.3633876,"('mean', 'honorable')",4.2249537,4.3633876,0.1384339
35,-1.2991275,-1.5586092,"('corrupt', 'incorrupt')",-1.2991275,-1.5586092,-0.2594817
36,-0.9138568,-1.0660554,"('hostile', 'amicable')",-0.9138568,-1.0660554,-0.1521986
37,0.82976425,0.8318716,"('fake', 'genuine')",0.8297642,0.8318716,0.0021074
38,-0.6400446,-0.51639944,"('untruthful', 'truthful')",-0.6400446,-0.5163994,0.1236452
39,-0.0030965665,0.095170274,"('exploitative', 'cooperative')",-0.0030966,0.0951703,0.0982669
40,-1.3137165,-1.5005684,"('stingy', 'generous')",-1.3137165,-1.5005684,-0.1868519
41,0.20049584,0.25082612,"('unforgiving', 'forgiving')",0.2004958,0.2508261,0.0503303
42,-1.6207528,-1.6047577,"('unreliable', 'reliable')",-1.6207528,-1.6047577,0.0159951
43,1.267564,1.3710802,"('irresponsible', 'responsible')",1.2675641,1.3710802,0.1035161
44,-0.8388761,-0.8261331,"('prejudiced', 'unprejudiced')",-0.8388761,-0.8261331,0.012743
45,0.33927792,0.29236466,"('incompetent', 'competent')",0.3392779,0.2923647,-0.0469132
46,-0.11487208,-0.007124396,"('uncompetitive', 'competitive')",-0.1148721,-0.0071244,0.1077477
47,4.8785934,4.9790316,"('stupid', 'smart')",4.8785934,4.9790316,0.1004382
48,0.48137456,0.4828713,"('unintelligent', 'intelligent')",0.4813746,0.4828713,0.0014967
