,outlet_male,outlet_female,tuple,average_male,average_female,female-male
0,0.06045525,-0.079487324,"('unsociable', 'sociable')",0.0604553,-0.0794873,-0.1399426
1,1.0543524,1.0557117,"('unfriendly', 'friendly')",1.0543524,1.0557117,0.0013593
2,-0.13139921,-0.1350813,"('unlikable', 'likable')",-0.1313992,-0.1350813,-0.0036821
3,0.52124304,0.5331952,"('repellent', 'pleasant')",0.521243,0.5331952,0.0119522
4,-7.2223525,-7.289223,"('disliked', 'liked')",-7.2223525,-7.2892232,-0.0668707
5,-1.0370318,-0.99998647,"('distant', 'outgoing')",-1.0370318,-0.9999865,0.0370453
6,-0.45076448,-0.43712014,"('distant', 'open')",-0.4507645,-0.4371201,0.0136444
7,1.4455688,1.4595555,"('insensitive', 'sensitive')",1.4455688,1.4595555,0.0139867
8,0.75062156,0.6545588,"('unaffectionate', 'affectionate')",0.7506216,0.6545588,-0.0960628
9,1.4243933,1.4258513,"('unaffectionate', 'caring')",1.4243933,1.4258513,0.001458
10,0.7447711,0.7633528,"('unsympathetic', 'sympathetic')",0.7447711,0.7633528,0.0185817
11,1.6699618,1.8125851,"('unhelpful', 'helpful')",1.6699618,1.8125851,0.1426233
12,-1.7144293,-1.7088345,"('unsupportive', 'supportive')",-1.7144293,-1.7088345,0.0055948
13,-0.47957706,-0.5291028,"('impolite', 'polite')",-0.4795771,-0.5291028,-0.0495257
14,0.30523753,0.18059433,"('antisocial', 'social')",0.3052375,0.1805943,-0.1246432
15,0.6133273,0.5393614,"('boring', 'funny')",0.6133273,0.5393614,-0.0739659
16,-0.5502129,-0.5702658,"('unpopular', 'popular')",-0.5502129,-0.5702658,-0.0200529
17,-0.46699557,-0.44322488,"('nasty', 'nice')",-0.4669956,-0.4432249,0.0237707
18,-0.70592463,-0.8285413,"('disagreeable', 'welcoming')",-0.7059246,-0.8285413,-0.1226167
19,-0.7724246,-0.76704127,"('inhospitable', 'hospitable')",-0.7724246,-0.7670413,0.0053833
20,0.972118,0.9133668,"('rough', 'thoughtful')",0.972118,0.9133668,-0.0587512
21,-0.31422856,-0.32101387,"('immoral', 'moral')",-0.3142286,-0.3210139,-0.0067853
22,-0.20135811,-0.24300416,"('untrustworthy', 'trustworthy')",-0.2013581,-0.2430042,-0.0416461
23,6.661559,6.7318726,"('insincere', 'sincere')",6.6615591,6.7318726,0.0703135
24,1.663597,1.5346888,"('dishonest', 'honest')",1.663597,1.5346888,-0.1289082
25,0.52191734,0.40552902,"('egoistic', 'altruistic')",0.5219173,0.405529,-0.1163883
26,1.5314442,1.4697055,"('hardhearted', 'benevolent')",1.5314442,1.4697055,-0.0617387
27,1.9062855,1.718219,"('hardhearted', 'softhearted')",1.9062855,1.718219,-0.1880665
28,0.96036094,0.9528578,"('disloyal', 'loyal')",0.9603609,0.9528578,-0.0075031
29,-0.7277355,-0.89636475,"('unfair', 'fair')",-0.7277355,-0.8963647,-0.1686292
30,1.5048013,1.4519658,"('intolerant', 'tolerant')",1.5048013,1.4519658,-0.0528355
31,-1.2952759,-1.328734,"('evil', 'good')",-1.2952759,-1.328734,-0.0334581
32,0.79391646,0.73317397,"('unkind', 'kind')",0.7939165,0.733174,-0.0607425
33,-0.38295445,-0.45177996,"('wrong', 'right')",-0.3829544,-0.45178,-0.0688256
34,5.00792,5.1718416,"('mean', 'honorable')",5.0079198,5.1718416,0.1639218
35,-0.8580685,-1.0797143,"('corrupt', 'incorrupt')",-0.8580685,-1.0797143,-0.2216458
36,-0.6889517,-0.7734885,"('hostile', 'amicable')",-0.6889517,-0.7734885,-0.0845368
37,0.9322306,0.9094952,"('fake', 'genuine')",0.9322306,0.9094952,-0.0227354
38,-0.06270749,-0.002896808,"('untruthful', 'truthful')",-0.0627075,-0.0028968,0.0598107
39,0.490644,0.4579667,"('exploitative', 'cooperative')",0.490644,0.4579667,-0.0326773
40,-1.9722257,-2.15019,"('stingy', 'generous')",-1.9722257,-2.1501901,-0.1779644
41,0.26450986,0.23153529,"('unforgiving', 'forgiving')",0.2645099,0.2315353,-0.0329746
42,-2.6623626,-2.605421,"('unreliable', 'reliable')",-2.6623626,-2.6054211,0.0569415
43,1.2777277,1.3348907,"('irresponsible', 'responsible')",1.2777277,1.3348907,0.057163
44,-1.1588697,-1.1334054,"('prejudiced', 'unprejudiced')",-1.1588697,-1.1334054,0.0254643
45,0.4047188,0.40660834,"('incompetent', 'competent')",0.4047188,0.4066083,0.0018895
46,-0.6204971,-0.63907653,"('uncompetitive', 'competitive')",-0.6204971,-0.6390765,-0.0185794
47,5.1644006,5.2969236,"('stupid', 'smart')",5.1644006,5.2969236,0.132523
48,0.6586237,0.60095894,"('unintelligent', 'intelligent')",0.6586237,0.6009589,-0.0576648
49,0.13112326,0.18206084,"('unable', 'able')",0.1311233,0.1820608,0.0509375
50,-0.607164,-0.59975,"('clumsy', 'skillful')",-0.607164,-0.59975,0.007414
51,0.29777145,0.17716783,"('uneducated', 'educated')",0.2977715,0.1771678,-0.1206037
52,-0.6659934,-0.78217536,"('irrational', 'rational')",-0.6659934,-0.7821754,-0.116182
53,-0.3405391,-0.3933605,"('uncreative', 'creative')",-0.3405391,-0.3933605,-0.0528214
54,1.1313621,1.2168798,"('incapable', 'capable')",1.1313621,1.2168798,0.0855177
55,0.88894093,0.880829,"('incompetent', 'clever')",0.8889409,0.880829,-0.0081119
56,0.77950287,0.8207458,"('impractical', 'practical')",0.7795029,0.8207458,0.0412429
57,-2.763033,-2.6973362,"('unimaginative', 'imaginative')",-2.7630329,-2.6973362,0.0656967
58,0.3485176,0.3294878,"('undiscriminating', 'discriminating')",0.3485176,0.3294878,-0.0190298
59,-0.38529095,-0.39282092,"('foolish', 'wise')",-0.385291,-0.3928209,-0.0075299
60,0.75763047,0.8229381,"('inefficient', 'efficient')",0.7576305,0.8229381,0.0653076
61,0.57898134,0.39273894,"('illogical', 'logical')",0.5789813,0.3927389,-0.1862424
62,0.48042676,0.57973343,"('incompetent', 'brilliant')",0.4804268,0.5797334,0.0993066
63,0.38243926,0.4644827,"('unperceptive', 'insightful')",0.3824393,0.4644827,0.0820434
64,-6.967735,-7.00445,"('shy', 'confident')",-6.9677348,-7.0044498,-0.036715
65,0.2763248,0.29913506,"('insecure', 'secure')",0.2763248,0.2991351,0.0228103
66,-0.421851,-0.55790746,"('inactive', 'active')",-0.421851,-0.5579075,-0.1360565
67,-0.08194086,-0.053299412,"('doubtful', 'determined')",-0.0819409,-0.0532994,0.0286415
68,-0.83947814,-0.9297806,"('dependent', 'independent')",-0.8394781,-0.9297806,-0.0903025
69,-2.0758145,-2.1268806,"('lazy', 'industrious')",-2.0758145,-2.1268806,-0.0510661
70,1.4472036,1.4474343,"('lethargic', 'energetic')",1.4472036,1.4474343,0.0002307
71,0.49705973,0.4683189,"('diffident', 'self-confident')",0.4970597,0.4683189,-0.0287408
72,0.55485094,0.62505037,"('unambitious', 'ambitious')",0.5548509,0.6250504,0.0701995
73,-3.0052886,-2.929495,"('helpless', 'self-reliant')",-3.0052886,-2.9294951,0.0757935
74,0.4365376,0.38440883,"('undedicated', 'dedicated')",0.4365376,0.3844088,-0.0521288
75,-0.921628,-0.83233285,"('meek', 'impulsive')",-0.921628,-0.8323328,0.0892952
76,0.7826091,0.7793941,"('anxious', 'daring')",0.7826091,0.7793941,-0.003215
77,-1.2541004,-1.1479105,"('unmotivated', 'motivated')",-1.2541004,-1.1479105,0.1061899
78,-0.8948712,-0.86105263,"('nonresilient', 'resilient')",-0.8948712,-0.8610526,0.0338186
79,-0.31340593,-0.24063896,"('wavering', 'unwavering')",-0.3134059,-0.240639,0.0727669
80,-0.08898245,-0.18243963,"('dominated', 'dominating')",-0.0889824,-0.1824396,-0.0934572
81,-0.09763096,0.044621155,"('submissive', 'aggressive')",-0.097631,0.0446212,0.1422522
82,6.1468253,6.238475,"('poor', 'rich')",6.1468253,6.2384748,0.0916495
83,-0.19724628,-0.21514347,"('powerless', 'powerful')",-0.1972463,-0.2151435,-0.0178972
84,0.40976226,0.35266393,"('inferior', 'superior')",0.4097623,0.3526639,-0.0570984
85,-0.5978241,-0.6615366,"('insignificant', 'prestigious')",-0.5978241,-0.6615366,-0.0637125
86,0.43671677,0.29680112,"('uninfluential', 'influential')",0.4367168,0.2968011,-0.1399157
87,0.05783073,0.097672686,"('unsuccessful', 'successful')",0.0578307,0.0976727,0.039842
88,0.6102751,0.61331224,"('low', 'eminent')",0.6102751,0.6133122,0.0030371
