,deck_male,deck_female,tuple,average_male,average_female,female-male
0,0.18589652,0.07208669,"('unsociable', 'sociable')",0.1858965,0.0720867,-0.1138098
1,1.7457962,1.7505436,"('unfriendly', 'friendly')",1.7457962,1.7505436,0.0047474
2,0.88139856,0.9757251,"('unlikable', 'likable')",0.8813986,0.9757251,0.0943265
3,1.2292984,1.2146713,"('repellent', 'pleasant')",1.2292984,1.2146713,-0.0146271
4,-7.0392823,-7.0061064,"('disliked', 'liked')",-7.0392823,-7.0061064,0.0331759
5,0.020998616,0.0754264,"('distant', 'outgoing')",0.0209986,0.0754264,0.0544278
6,0.48410225,0.6009875,"('distant', 'open')",0.4841022,0.6009875,0.1168853
7,1.6385484,1.5225387,"('insensitive', 'sensitive')",1.6385484,1.5225387,-0.1160097
8,1.2982731,1.3543724,"('unaffectionate', 'affectionate')",1.2982731,1.3543724,0.0560993
9,1.7274314,1.8255517,"('unaffectionate', 'caring')",1.7274314,1.8255517,0.0981203
10,1.2606821,1.154369,"('unsympathetic', 'sympathetic')",1.2606821,1.154369,-0.1063131
11,1.9157299,1.896979,"('unhelpful', 'helpful')",1.9157299,1.896979,-0.0187509
12,-0.8132655,-0.8700637,"('unsupportive', 'supportive')",-0.8132655,-0.8700637,-0.0567982
13,0.17417201,0.06386912,"('impolite', 'polite')",0.174172,0.0638691,-0.1103029
14,0.19790661,0.11242001,"('antisocial', 'social')",0.1979066,0.11242,-0.0854866
15,0.36312225,0.48024666,"('boring', 'funny')",0.3631223,0.4802467,0.1171244
16,-0.47297627,-0.33132184,"('unpopular', 'popular')",-0.4729763,-0.3313218,0.1416545
17,-0.047455687,0.027490415,"('nasty', 'nice')",-0.0474557,0.0274904,0.0749461
18,-0.1029739,-0.11449984,"('disagreeable', 'welcoming')",-0.1029739,-0.1144998,-0.0115259
19,-0.11758052,-0.01632084,"('inhospitable', 'hospitable')",-0.1175805,-0.0163208,0.1012597
20,0.806122,0.670763,"('rough', 'thoughtful')",0.806122,0.670763,-0.135359
21,0.3038522,0.28442913,"('immoral', 'moral')",0.3038522,0.2844291,-0.0194231
22,0.1084958,0.06891726,"('untrustworthy', 'trustworthy')",0.1084958,0.0689173,-0.0395785
23,7.0523386,6.973077,"('insincere', 'sincere')",7.0523386,6.9730768,-0.0792618
24,2.2493138,2.1576533,"('dishonest', 'honest')",2.2493138,2.1576533,-0.0916605
25,0.35331523,0.3463986,"('egoistic', 'altruistic')",0.3533152,0.3463986,-0.0069166
26,0.11492966,0.19709122,"('hardhearted', 'benevolent')",0.1149297,0.1970912,0.0821615
27,1.6260877,1.5265433,"('hardhearted', 'softhearted')",1.6260877,1.5265433,-0.0995444
28,1.3279032,1.3158363,"('disloyal', 'loyal')",1.3279032,1.3158363,-0.0120669
29,0.13843869,0.117314175,"('unfair', 'fair')",0.1384387,0.1173142,-0.0211245
30,0.93846816,0.83366483,"('intolerant', 'tolerant')",0.9384682,0.8336648,-0.1048034
31,-1.1109905,-0.9999766,"('evil', 'good')",-1.1109905,-0.9999766,0.1110139
32,1.3609173,1.2601736,"('unkind', 'kind')",1.3609173,1.2601736,-0.1007437
33,-0.42537335,-0.31235325,"('wrong', 'right')",-0.4253733,-0.3123533,0.11302
34,4.6922197,4.811157,"('mean', 'honorable')",4.6922197,4.8111572,0.1189375
35,-0.9188067,-0.90206736,"('corrupt', 'incorrupt')",-0.9188067,-0.9020674,0.0167393
36,-0.8684105,-0.63697535,"('hostile', 'amicable')",-0.8684105,-0.6369753,0.2314352
37,1.1039287,1.0528793,"('fake', 'genuine')",1.1039287,1.0528793,-0.0510494
38,0.10506912,0.047383815,"('untruthful', 'truthful')",0.1050691,0.0473838,-0.0576853
39,0.059329756,0.055915095,"('exploitative', 'cooperative')",0.0593298,0.0559151,-0.0034147
40,-0.83646756,-0.9529772,"('stingy', 'generous')",-0.8364676,-0.9529772,-0.1165096
41,-0.014017956,0.03371685,"('unforgiving', 'forgiving')",-0.014018,0.0337168,0.0477348
42,-1.6384848,-1.7010546,"('unreliable', 'reliable')",-1.6384848,-1.7010546,-0.0625698
43,1.5812775,1.4580567,"('irresponsible', 'responsible')",1.5812775,1.4580567,-0.1232208
44,-1.7233772,-1.8054186,"('prejudiced', 'unprejudiced')",-1.7233772,-1.8054186,-0.0820414
45,0.7094835,0.6843631,"('incompetent', 'competent')",0.7094835,0.6843631,-0.0251204
46,-0.42963177,-0.51305586,"('uncompetitive', 'competitive')",-0.4296318,-0.5130559,-0.0834241
47,5.7946386,5.913519,"('stupid', 'smart')",5.7946386,5.9135189,0.1188803
48,0.9688762,0.9304073,"('unintelligent', 'intelligent')",0.9688762,0.9304073,-0.0384689
49,0.6858416,0.7906232,"('unable', 'able')",0.6858416,0.7906232,0.1047816
50,0.42975262,0.47800776,"('clumsy', 'skillful')",0.4297526,0.4780078,0.0482552
51,0.9965203,0.91569424,"('uneducated', 'educated')",0.9965203,0.9156942,-0.0808261
52,0.023638945,0.16321802,"('irrational', 'rational')",0.0236389,0.163218,0.1395791
53,0.88087076,0.8685107,"('uncreative', 'creative')",0.8808708,0.8685107,-0.0123601
54,1.6575819,1.8471587,"('incapable', 'capable')",1.6575819,1.8471587,0.1895768
55,1.2503344,1.1897601,"('incompetent', 'clever')",1.2503344,1.1897601,-0.0605743
56,0.9663201,0.94418085,"('impractical', 'practical')",0.9663201,0.9441808,-0.0221393
57,-2.4046443,-2.395508,"('unimaginative', 'imaginative')",-2.4046443,-2.3955081,0.0091362
58,-0.063826285,-0.020355843,"('undiscriminating', 'discriminating')",-0.0638263,-0.0203558,0.0434705
59,0.22453001,0.3681783,"('foolish', 'wise')",0.22453,0.3681783,0.1436483
60,0.7563526,0.6175051,"('inefficient', 'efficient')",0.7563526,0.6175051,-0.1388475
61,0.7839579,0.67009765,"('illogical', 'logical')",0.7839579,0.6700976,-0.1138603
62,1.8592247,1.7301333,"('incompetent', 'brilliant')",1.8592247,1.7301333,-0.1290914
63,1.3344729,1.2385442,"('unperceptive', 'insightful')",1.3344729,1.2385442,-0.0959287
