,constellation_male,constellation_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,0.17403738,0.13318034,"('unsociable', 'sociable')",-0.04349342,-0.19446255,0.050910875,-0.07296157,0.0604849,-0.0447479,-0.1052328
1,-0.014881231,-0.14236842,"('unfriendly', 'friendly')",0.18041793,-0.010858158,0.92358494,0.77656657,0.3630405,0.20778,-0.1552605
2,0.3685965,0.309155,"('unlikable', 'likable')",1.3457286,1.3007257,0.7611345,0.72607136,0.8251532,0.7786507,-0.0465025
3,-0.31500024,-0.20125538,"('repellent', 'pleasant')",-0.23624603,-0.08503014,0.6159705,0.6562506,0.0215747,0.1233217,0.101747
4,-1.2372485,-1.2935089,"('disliked', 'liked')",0.63235885,0.5476347,-5.76218,-5.944101,-2.1223566,-2.2299916,-0.107635
5,-1.3749356,-1.4911115,"('distant', 'outgoing')",-0.06912716,-0.11940172,-0.66859436,-0.6635305,-0.704219,-0.7580146,-0.0537956
6,-1.8123037,-1.9284711,"('distant', 'open')",-0.76208496,-0.87439954,-1.0393935,-1.0580096,-1.204594,-1.2869601,-0.0823661
7,0.8493109,0.8992099,"('insensitive', 'sensitive')",0.7434735,0.80733675,0.44911322,0.44479582,0.6806325,0.7171141,0.0364816
8,-0.4902032,-0.5986897,"('unaffectionate', 'affectionate')",-0.8789993,-1.0177022,-0.11075337,-0.16615137,-0.4933186,-0.5941811,-0.1008625
9,0.60591364,0.6080332,"('unaffectionate', 'caring')",0.14436296,0.06931712,0.6587672,0.6615726,0.4696813,0.4463076,-0.0233737
10,0.9768115,1.0589292,"('unsympathetic', 'sympathetic')",-0.66228825,-0.7156089,-0.5107671,-0.6181623,-0.0654146,-0.091614,-0.0261994
11,0.60374534,0.75337136,"('unhelpful', 'helpful')",0.44259828,0.53694797,2.1635003,2.1647696,1.069948,1.1516964,0.0817484
12,0.6136783,0.71486014,"('unsupportive', 'supportive')",0.47979218,0.54863256,-1.670204,-1.7066339,-0.1922445,-0.1477137,0.0445308
13,-0.011927081,-0.053855218,"('impolite', 'polite')",0.037270874,0.031907625,-0.37285075,-0.3523601,-0.1158356,-0.1247692,-0.0089336
14,0.19456765,0.26817948,"('antisocial', 'social')",1.0999072,1.1719917,0.27116105,0.2329769,0.5218786,0.5577161,0.0358375
15,0.16792233,0.042784445,"('boring', 'funny')",0.01502984,-0.12423484,-0.10096948,-0.119374014,0.0273276,-0.0669415,-0.0942691
16,-1.3517102,-1.4156408,"('unpopular', 'popular')",-0.0418428,-0.09783764,0.38453406,0.39851987,-0.3363396,-0.3716529,-0.0353133
17,-0.5536957,-0.58126855,"('nasty', 'nice')",-0.9189127,-0.8481948,-0.64889324,-0.5860034,-0.7071671,-0.6718222,0.0353449
18,-0.15464227,-0.2583352,"('disagreeable', 'welcoming')",-0.6152515,-0.6097924,-0.506726,-0.60129195,-0.4255399,-0.4898065,-0.0642666
19,-0.43297294,-0.5400118,"('inhospitable', 'hospitable')",-0.8633929,-0.9873845,-0.8493485,-0.85006785,-0.7152381,-0.7924881,-0.07725
20,1.1673038,1.2618223,"('rough', 'thoughtful')",0.28625804,0.32860947,0.30695087,0.29578498,0.5868375,0.6287389,0.0419014
21,0.53047574,0.52627546,"('immoral', 'moral')",1.468936,1.4033782,-0.14663488,-0.15643495,0.6175923,0.5910729,-0.0265194
22,-0.15672165,-0.15881303,"('untrustworthy', 'trustworthy')",-0.6057783,-0.6995961,-0.8682462,-0.8445911,-0.543582,-0.5676668,-0.0240848
23,1.554353,1.5844839,"('insincere', 'sincere')",-0.031350367,-0.0047852937,5.5691357,5.629507,2.3640461,2.4030685,0.0390224
24,0.45614943,0.5099096,"('dishonest', 'honest')",0.48903358,0.47225738,0.8446683,0.78208876,0.5966171,0.5880853,-0.0085318
25,-0.17790774,-0.28672943,"('egoistic', 'altruistic')",0.6964344,0.61383975,0.8091404,0.73741496,0.4425557,0.3548417,-0.087714
26,0.5726338,0.38439614,"('hardhearted', 'benevolent')",0.49084753,0.39836222,1.2785252,1.0915796,0.7806689,0.6247793,-0.1558896
27,0.44272736,0.5524755,"('hardhearted', 'softhearted')",0.105310425,0.20950602,0.6974208,0.69308263,0.4151529,0.4850214,0.0698685
28,0.39937153,0.34940872,"('disloyal', 'loyal')",0.2064971,0.07879947,1.0183789,0.9025317,0.5414159,0.44358,-0.0978359
29,-0.8364167,-0.8290884,"('unfair', 'fair')",-0.5259479,-0.4906518,-0.31697476,-0.44227433,-0.5597798,-0.5873382,-0.0275584
30,0.6976281,0.74199325,"('intolerant', 'tolerant')",1.1197164,1.0708485,0.93308806,0.8406395,0.9168108,0.8844937,-0.0323171
31,-0.989135,-1.1417137,"('evil', 'good')",-1.440053,-1.540793,-1.4121593,-1.456261,-1.2804491,-1.3795892,-0.0991401
32,0.84234536,0.80622536,"('unkind', 'kind')",0.1140804,0.13085389,0.9641118,0.84792453,0.6401792,0.5950013,-0.0451779
33,0.020325564,-0.10466736,"('wrong', 'right')",0.9737981,0.84985393,-0.73235726,-0.71386707,0.0872555,0.0104398,-0.0768157
34,-0.06876463,-0.042229164,"('mean', 'honorable')",0.3721813,0.44788235,5.248092,5.4779534,1.850503,1.9612021,0.1106991
35,-0.7168001,-0.8303341,"('corrupt', 'incorrupt')",-0.7094858,-0.7601629,-0.9757894,-0.9584404,-0.8006918,-0.8496458,-0.048954
36,-0.95933294,-1.2090874,"('hostile', 'amicable')",-1.020174,-1.2460586,-0.55513006,-0.592309,-0.844879,-1.0158183,-0.1709393
37,-0.2573735,-0.19290213,"('fake', 'genuine')",-0.10982147,-0.20225197,-0.17409733,-0.16863653,-0.1804308,-0.1879302,-0.0074994
38,-0.10335609,-0.100076035,"('untruthful', 'truthful')",0.047661413,-0.019442424,0.26312035,0.33138528,0.0691419,0.0706223,0.0014804
39,3.3077314,3.2960243,"('exploitative', 'cooperative')",0.20506942,0.32839617,-0.026334558,0.0142835155,1.1621554,1.2129013,0.0507459
40,-0.15084651,-0.11067809,"('stingy', 'generous')",0.25370252,0.26974747,-1.7866752,-1.8961791,-0.5612731,-0.5790366,-0.0177635
41,0.1573779,0.04342876,"('unforgiving', 'forgiving')",-0.38082406,-0.46481416,0.08725054,-0.0048758565,-0.0453985,-0.1420871,-0.0966886
42,-0.21790831,-0.19123693,"('unreliable', 'reliable')",0.05307751,0.030697312,-2.6176786,-2.7132177,-0.9275031,-0.9579191,-0.030416
43,0.50775796,0.62479377,"('irresponsible', 'responsible')",0.5661876,0.59809035,0.24675241,0.14145601,0.4402326,0.4547801,0.0145475
44,-0.7296534,-0.75531036,"('prejudiced', 'unprejudiced')",-0.25689584,-0.17866804,-1.4739991,-1.5265932,-0.8201828,-0.8201905,-7.7e-06
45,-0.61186236,-0.5196869,"('incompetent', 'competent')",-0.5046528,-0.5073027,0.23301569,0.14716567,-0.2944998,-0.2932746,0.0012252
46,0.22006455,0.39107478,"('uncompetitive', 'competitive')",0.16125533,0.20381224,-0.53783876,-0.55035776,-0.052173,0.0148431,0.0670161
47,-0.54154104,-0.5175505,"('stupid', 'smart')",0.75172704,0.7889314,5.1758685,5.382839,1.7953515,1.88474,0.0893885
48,0.81271666,0.80411404,"('unintelligent', 'intelligent')",1.5529402,1.452242,0.91914594,0.84433997,1.0949343,1.0335654,-0.0613689
49,0.2932102,0.30694157,"('unable', 'able')",0.5095651,0.61332667,-0.16776115,0.044408876,0.2116714,0.321559,0.1098876
50,-0.34266827,-0.35949397,"('clumsy', 'skillful')",0.004940264,-0.07315822,0.07154692,0.082278796,-0.088727,-0.1167911,-0.0280641
51,0.0044070296,-0.040957183,"('uneducated', 'educated')",0.3596167,0.23494062,0.72293943,0.6291968,0.3623211,0.2743934,-0.0879277
52,-0.63816106,-0.8925557,"('irrational', 'rational')",-0.35821444,-0.5843734,-0.2107374,-0.25526923,-0.402371,-0.5773995,-0.1750285
53,0.5128366,0.4145826,"('uncreative', 'creative')",0.52607065,0.39802748,0.4608803,0.31917766,0.4999292,0.3772626,-0.1226666
54,0.4688358,0.34217077,"('incapable', 'capable')",-0.45432696,-0.52691084,0.2747601,0.34665585,0.096423,0.0539719,-0.0424511
55,-0.1688257,-0.035285726,"('incompetent', 'clever')",-0.077739075,-0.107570805,0.46302578,0.37835905,0.0721537,0.0785008,0.0063471
56,1.0859019,1.0996947,"('impractical', 'practical')",1.2349495,1.185917,-0.13355443,-0.15484974,0.729099,0.710254,-0.018845
57,-0.68793243,-0.7609113,"('unimaginative', 'imaginative')",0.45473903,0.32326734,-2.9519198,-3.138656,-1.0617044,-1.1921,-0.1303956
58,0.18584189,0.12890485,"('undiscriminating', 'discriminating')",0.6670872,0.55766255,0.13467614,0.010264934,0.3292018,0.2322775,-0.0969243
59,-0.6027022,-0.69162875,"('foolish', 'wise')",0.97868025,0.95877,-0.12349468,0.028941918,0.0841611,0.0986944,0.0145333
60,1.4472456,1.6057978,"('inefficient', 'efficient')",1.9639969,2.1533477,0.3777442,0.41936183,1.2629956,1.3928358,0.1298402
61,0.34215057,0.23189339,"('illogical', 'logical')",1.1139725,1.0054083,0.4309893,0.3189849,0.6290375,0.5187622,-0.1102753
62,1.0305514,1.211698,"('incompetent', 'brilliant')",0.7320607,0.9229294,0.7739517,0.909944,0.8455213,1.0148571,0.1693358
63,0.30122823,0.37031603,"('unperceptive', 'insightful')",0.6957551,0.70855373,0.9210339,0.9391943,0.6393391,0.672688,0.0333489
64,-0.012622774,-0.07435954,"('shy', 'confident')",1.147176,1.0811601,-5.44511,-5.5857944,-1.4368521,-1.5263313,-0.0894792
65,1.2071491,1.2118938,"('insecure', 'secure')",0.6326211,0.6355041,0.29940328,0.36701527,0.7130578,0.7381377,0.0250799
66,-1.0192609,-1.1466192,"('inactive', 'active')",-0.9720246,-1.0782424,0.35027295,0.30265835,-0.5470042,-0.6407344,-0.0937302
67,0.5079,0.44847685,"('doubtful', 'determined')",-0.0015835464,-0.025466423,-0.12776338,-0.24756153,0.1261843,0.058483,-0.0677013
68,-0.2543282,-0.33891654,"('dependent', 'independent')",0.203951,0.14971186,-0.40133184,-0.3712159,-0.1505697,-0.1868069,-0.0362372
69,-0.9565242,-1.1045632,"('lazy', 'industrious')",1.0007192,0.9645046,-0.7713328,-0.6944812,-0.2423793,-0.2781799,-0.0358006
70,0.2659901,0.38866198,"('lethargic', 'energetic')",0.19513172,0.23352093,0.15088363,0.13784115,0.2040018,0.2533414,0.0493396
71,1.0104207,0.99405736,"('diffident', 'self-confident')",1.3798279,1.4370313,0.3898618,0.36542922,0.9267035,0.9321726,0.0054691
72,0.8854184,0.9116328,"('unambitious', 'ambitious')",0.5641837,0.62731355,-0.6171868,-0.50708514,0.2774718,0.3439538,0.066482
73,0.0014448948,-0.029266737,"('helpless', 'self-reliant')",1.1552526,1.055321,-3.4007778,-3.4124053,-0.7480268,-0.7954504,-0.0474236
74,1.263432,1.2732773,"('undedicated', 'dedicated')",-0.18727598,-0.1766577,-0.42479524,-0.58354235,0.2171203,0.1710258,-0.0460945
75,-1.2523898,-1.297219,"('meek', 'impulsive')",-0.3096367,-0.35912767,-0.67085207,-0.6115621,-0.7442929,-0.7559696,-0.0116767
76,1.0969889,1.2310387,"('anxious', 'daring')",-0.053484086,0.061807998,0.2352557,0.18490888,0.4262535,0.4925852,0.0663317
77,0.65028864,0.66984737,"('unmotivated', 'motivated')",1.0450846,0.95369357,-0.69957924,-0.63616073,0.3319314,0.3291267,-0.0028047
78,0.45430773,0.5826402,"('nonresilient', 'resilient')",0.5871974,0.69443977,0.036743715,0.16316362,0.3594163,0.4800812,0.1206649
79,-0.14177698,-0.39898232,"('wavering', 'unwavering')",-0.57911503,-0.77686965,-0.4808591,-0.47401524,-0.4005837,-0.5499557,-0.149372
80,0.42574763,0.6148052,"('dominated', 'dominating')",0.4084611,0.5719793,-0.080853395,0.008717589,0.2511184,0.3985007,0.1473823
81,-0.2593434,-0.25122213,"('submissive', 'aggressive')",1.7231475,1.6815678,0.099570334,0.083659634,0.5211248,0.5046684,-0.0164564
82,-0.31074128,-0.31213784,"('poor', 'rich')",-0.14013863,-0.18201396,6.016128,6.1444645,1.8550827,1.8834376,0.0283549
83,-0.19383562,-0.25680327,"('powerless', 'powerful')",1.0021151,0.92131597,-0.9966412,-1.0842187,-0.0627872,-0.139902,-0.0771148
84,1.3414867,1.25363,"('inferior', 'superior')",0.48861176,0.43691403,0.8566929,0.8597302,0.8955971,0.8500915,-0.0455056
85,-0.41290414,-0.5887517,"('insignificant', 'prestigious')",0.036624357,-0.17117468,-0.5205703,-0.6273363,-0.29895,-0.4624209,-0.1634709
86,-0.0034820735,-0.054102495,"('uninfluential', 'influential')",0.43549618,0.24522357,-0.2968739,-0.49126086,0.0450467,-0.1000466,-0.1450933
87,-0.10163469,-0.08226274,"('unsuccessful', 'successful')",-0.0067731217,0.035266176,0.903859,1.1145023,0.2651504,0.3558352,0.0906848
88,0.23911893,0.113768436,"('low', 'eminent')",-0.15845677,-0.29995158,-0.28505653,-0.42652985,-0.0681315,-0.2042377,-0.1361062
