,rohm_male,rohm_female,tuple,&_male,&_female,haas_male,haas_female,co_male,co_female,average_male,average_female,female-male
0,-2.403708,-2.5454068,"('unsociable', 'sociable')",-1.1253316,-1.2333612,-0.6486127,-0.8186215,-0.48190075,-0.5883377,-1.1648883,-1.2964319,-0.1315436
1,1.2968224,1.1471883,"('unfriendly', 'friendly')",-0.53202915,-0.68142545,1.6440744,1.4611461,1.6459026,1.4522197,1.0136926,0.8447822,-0.1689104
2,1.127619,1.1576653,"('unlikable', 'likable')",0.99991953,0.96916044,0.74641955,0.78053004,0.972517,1.048552,0.9616188,0.988977,0.0273582
3,-2.4150827,-2.4723635,"('repellent', 'pleasant')",-0.6509928,-0.7470516,-2.246161,-2.276434,-0.016566072,-0.04696285,-1.3322008,-1.385703,-0.0535022
4,1.5637419,1.4548227,"('disliked', 'liked')",1.9208388,1.8350537,1.7729689,1.6604948,-6.3558793,-6.379042,-0.2745824,-0.3571677,-0.0825853
5,2.3959215,2.3851516,"('distant', 'outgoing')",1.2566582,1.3178606,2.7873776,2.7534108,-0.16925678,-0.1278357,1.5676752,1.5821468,0.0144716
6,2.4208784,2.405984,"('distant', 'open')",1.220137,1.258327,2.354311,2.344007,0.053251415,0.05455267,1.5121444,1.5157176,0.0035732
7,-2.351147,-2.4513626,"('insensitive', 'sensitive')",-2.133279,-2.2157767,-0.9612204,-0.98761594,-0.5751843,-0.6200991,-1.5052077,-1.5687135,-0.0635058
8,0.59459776,0.5518047,"('unaffectionate', 'affectionate')",-0.22227597,-0.20330283,1.398619,1.3607776,0.9123283,0.8051642,0.6708173,0.628611,-0.0422063
9,0.41325018,0.324071,"('unaffectionate', 'caring')",-0.39732322,-0.4839549,1.0878266,1.045128,1.3418683,1.2324166,0.6114055,0.5294152,-0.0819903
10,-3.8786945,-4.026438,"('unsympathetic', 'sympathetic')",-2.6574578,-2.8200333,-3.1212971,-3.1524963,-1.013805,-1.1362725,-2.6678138,-2.7838101,-0.1159963
11,-2.4810746,-2.581919,"('unhelpful', 'helpful')",-2.4202335,-2.498967,-1.2327654,-1.2042775,1.5330918,1.5051476,-1.1502454,-1.195004,-0.0447586
12,-1.3827147,-1.4355086,"('unsupportive', 'supportive')",-0.19535539,-0.18677117,0.8486931,0.869293,-2.1349714,-2.0998883,-0.7160871,-0.7132188,0.0028683
13,-3.3012588,-3.3682644,"('impolite', 'polite')",-2.331063,-2.3149316,-1.9654112,-2.0063524,-0.6671622,-0.72336966,-2.0662239,-2.1032295,-0.0370056
14,-2.7081478,-2.789992,"('antisocial', 'social')",-1.6014444,-1.6225946,-1.7079794,-1.8494288,-0.9729907,-0.9894581,-1.7476405,-1.8128684,-0.0652279
15,1.1675544,1.164662,"('boring', 'funny')",0.51999843,0.5336273,0.81872183,0.83910936,0.71519136,0.7651898,0.8053665,0.8256471,0.0202806
16,1.4801998,1.4133594,"('unpopular', 'popular')",1.2435182,1.2150732,-0.24987046,-0.33154854,0.07365104,-0.055549752,0.6368747,0.5603336,-0.0765411
17,-0.9420494,-0.8864032,"('nasty', 'nice')",0.105137885,0.20711346,-1.5185859,-1.4167029,-0.3019157,-0.21327762,-0.6643533,-0.5773175,0.0870358
18,0.32129583,0.2991223,"('disagreeable', 'welcoming')",0.5335318,0.5592897,0.59917855,0.51731896,-0.82298166,-0.90678495,0.1577561,0.1172365,-0.0405196
19,0.78746307,0.7999543,"('inhospitable', 'hospitable')",0.09734432,0.12175526,1.0724679,1.0950727,-0.35952675,-0.28651732,0.3994372,0.4325662,0.033129
20,-0.21035555,-0.22327593,"('rough', 'thoughtful')",1.3057288,1.2547767,0.62364525,0.65787035,0.8557488,0.77809644,0.6436918,0.6168669,-0.0268249
21,-2.5989702,-2.7898316,"('immoral', 'moral')",-1.2648289,-1.4255114,-2.8075302,-2.9327753,-1.4913162,-1.5303417,-2.0406613,-2.169615,-0.1289537
22,-1.574075,-1.6602765,"('untrustworthy', 'trustworthy')",-1.0518526,-1.1863328,-1.9590164,-2.0499554,-1.1195314,-1.1769661,-1.4261189,-1.5183827,-0.0922638
23,-1.8409004,-2.0027564,"('insincere', 'sincere')",-2.2204676,-2.355037,-0.5797443,-0.6310072,5.434464,5.240358,0.1983379,0.0628893,-0.1354486
24,-1.5374758,-1.6141983,"('dishonest', 'honest')",-2.8756185,-2.9529026,-1.3402048,-1.4363719,0.22705013,0.14468436,-1.3815622,-1.4646971,-0.0831349
25,1.0709976,1.094281,"('egoistic', 'altruistic')",0.8337442,0.79313415,1.3688971,1.3100024,1.3748426,1.3502284,1.1621203,1.1369115,-0.0252088
26,0.55169773,0.49181348,"('hardhearted', 'benevolent')",0.61605275,0.5339012,1.5444517,1.4484869,1.7702991,1.6952237,1.1206253,1.0423564,-0.0782689
27,-0.45479113,-0.4685598,"('hardhearted', 'softhearted')",-1.798148,-1.7981846,-0.1297299,-0.18375501,0.5211125,0.36871022,-0.4653892,-0.5204473,-0.0550581
28,-1.3760409,-1.5776911,"('disloyal', 'loyal')",-1.605204,-1.8026402,-0.6013276,-0.7872906,0.70458245,0.53157115,-0.7194976,-0.9090126,-0.189515
29,0.585584,0.5177698,"('unfair', 'fair')",0.009353656,-0.04732514,0.6459804,0.54933906,-0.63448906,-0.69455373,0.1516072,0.0813075,-0.0702997
30,-2.5431511,-2.602564,"('intolerant', 'tolerant')",-3.272413,-3.3479686,-1.1999553,-1.1823142,-0.2561694,-0.26097047,-1.8179222,-1.8484544,-0.0305322
31,1.6175886,1.6935916,"('evil', 'good')",1.2840813,1.3653123,1.1885941,1.1648191,-0.7517103,-0.7105081,0.8346385,0.8783037,0.0436652
32,-1.3597438,-1.4559518,"('unkind', 'kind')",-1.8267376,-1.9333248,-1.6887828,-1.7806722,0.636,0.47881633,-1.059816,-1.172783,-0.112967
33,2.1563318,2.0666263,"('wrong', 'right')",0.91167593,0.90876466,2.492905,2.4145,-0.14221017,-0.16588399,1.3546757,1.3060017,-0.048674
34,-0.6542696,-0.6799943,"('mean', 'honorable')",-0.3546392,-0.36471984,0.35444063,0.33864495,5.1171513,5.0896816,1.1156708,1.0959032,-0.0197676
35,3.2855906,3.3110616,"('corrupt', 'incorrupt')",1.8796632,1.8925002,2.0524876,2.0524147,0.28308547,0.2502287,1.8752066,1.8765514,0.0013448
36,2.149291,2.0573943,"('hostile', 'amicable')",2.2743015,2.206574,2.1083927,1.9156432,1.0267421,0.87355876,1.8896818,1.7632926,-0.1263892
37,-1.0997831,-1.0641239,"('fake', 'genuine')",-0.8575556,-0.8117503,-0.82251626,-0.81971437,-0.13498624,-0.14853117,-0.7287103,-0.7110299,0.0176804
38,0.03761375,-0.02868896,"('untruthful', 'truthful')",-1.7247583,-1.7825048,0.37095743,0.36076036,0.114403844,0.12327677,-0.3004458,-0.3317891,-0.0313433
39,-0.33878267,-0.2710464,"('exploitative', 'cooperative')",-0.8266142,-0.74265796,0.11289653,0.25441298,0.7371491,0.8645526,-0.0788378,0.0263153,0.1051531
40,0.10098546,0.026149597,"('stingy', 'generous')",-0.28338844,-0.22391203,0.66208285,0.5838964,-2.0238647,-2.1329148,-0.3860462,-0.4366952,-0.050649
41,-1.0196878,-1.1630164,"('unforgiving', 'forgiving')",-1.4866157,-1.5810925,-0.30861008,-0.4908406,0.21904288,0.13301928,-0.6489676,-0.7754826,-0.126515
42,-1.1589653,-1.1167129,"('unreliable', 'reliable')",0.0891678,0.108731434,-0.39834863,-0.37693766,-3.5677843,-3.5178335,-1.2589827,-1.2256882,0.0332945
43,-2.0210736,-2.0844858,"('irresponsible', 'responsible')",-2.1960087,-2.2457612,-0.27533168,-0.25085008,0.05715335,0.08378632,-1.1088151,-1.1243277,-0.0155126
44,0.035664376,0.13132446,"('prejudiced', 'unprejudiced')",-0.70768845,-0.553755,-1.5803308,-1.4813708,-1.3036039,-1.2441102,-0.8889897,-0.7869779,0.1020118
45,-2.819076,-3.024419,"('incompetent', 'competent')",-2.29017,-2.4213047,-1.195722,-1.3913785,-1.1929878,-1.2965746,-1.8744891,-2.0334191,-0.15893
46,-2.6296258,-2.7804282,"('uncompetitive', 'competitive')",-0.40108168,-0.51648426,-1.9127502,-1.9776311,-1.2886536,-1.3730496,-1.5580277,-1.6618984,-0.1038707
47,-1.4427696,-1.3411063,"('stupid', 'smart')",-0.35830092,-0.3205477,-0.27673316,-0.14116111,4.9802437,4.9597583,0.72561,0.7892358,0.0636258
48,-2.1800275,-2.2461522,"('unintelligent', 'intelligent')",-2.0696795,-2.1747913,-1.6735401,-1.6729753,-0.5329518,-0.5867945,-1.6140498,-1.6701783,-0.0561285
49,-0.9505539,-0.9292475,"('unable', 'able')",-0.22044401,-0.20493364,-0.4441659,-0.34341133,-0.4265922,-0.41214454,-0.510439,-0.4724343,0.0380047
50,0.40114075,0.37195504,"('clumsy', 'skillful')",1.8191481,1.771738,0.08350365,0.050827272,-0.034526862,-0.17588335,0.5673164,0.5046592,-0.0626572
51,-1.609515,-1.6778653,"('uneducated', 'educated')",-0.31257188,-0.39265168,-0.4780923,-0.49592373,0.106811605,0.015546949,-0.5733419,-0.6377234,-0.0643815
52,2.0617316,2.0469303,"('irrational', 'rational')",1.4790424,1.456795,1.6287093,1.5140094,0.4204758,0.3724308,1.3974898,1.3475413,-0.0499485
53,0.49091774,0.4030581,"('uncreative', 'creative')",0.53053564,0.3933188,1.7416497,1.6576965,0.9119703,0.819478,0.9187683,0.8183879,-0.1003804
54,1.4390676,1.4145595,"('incapable', 'capable')",0.49575514,0.49733388,1.0697268,1.1101792,1.0722601,1.0656788,1.0192025,1.0219378,0.0027353
55,-3.177619,-3.2706585,"('incompetent', 'clever')",-1.8082613,-1.9468552,-1.9052466,-1.8806312,-0.32900113,-0.35207424,-1.805032,-1.8625547,-0.0575227
