,bio_male,bio_female,tuple,rad_male,rad_female,laboratories_male,laboratories_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2958858,0.13853577,"('unsociable', 'sociable')",-0.7774678,-0.887677,0.9239278,0.75069207,-0.44705614,-0.620325,-0.0011776,-0.1546935,-0.1535159
1,-0.70192033,-0.773741,"('unfriendly', 'friendly')",-1.9699017,-2.0445404,-0.5948043,-0.7459593,1.5506995,1.4966263,-0.4289817,-0.5169036,-0.0879219
2,1.1917461,1.146036,"('unlikable', 'likable')",0.9689176,0.91115534,0.47380686,0.50018805,0.93996376,1.0466497,0.8936086,0.9010073,0.0073987
3,-1.4421699,-1.3818507,"('repellent', 'pleasant')",-1.0149986,-1.0106333,0.40397906,0.45921293,0.27400222,0.38575143,-0.4447968,-0.38688,0.0579168
4,-0.3599017,-0.43317488,"('disliked', 'liked')",-0.19834712,-0.23964535,-0.5449952,-0.6081878,-5.813301,-5.9470773,-1.7291362,-1.8070214,-0.0778852
5,-0.9309272,-0.8171756,"('distant', 'outgoing')",-1.2149811,-1.1695035,-1.9279374,-1.790649,-0.35944813,-0.2354828,-1.1083235,-1.0032027,0.1051208
6,-1.2264006,-1.1325198,"('distant', 'open')",-1.2309339,-1.1731184,-2.3244195,-2.1999786,0.27616102,0.41666773,-1.1263982,-1.0222373,0.1041609
7,-0.6150199,-0.6638512,"('insensitive', 'sensitive')",-0.5810608,-0.59716606,0.1038107,0.14344098,0.40307373,0.43546042,-0.1722991,-0.170529,0.0017701
8,-0.25001386,-0.31383225,"('unaffectionate', 'affectionate')",-1.6746528,-1.7541524,-0.5159798,-0.58440334,0.61760134,0.6479558,-0.4557613,-0.5011081,-0.0453468
9,0.10535357,0.070818305,"('unaffectionate', 'caring')",-1.6242238,-1.711601,-0.33039784,-0.29989377,1.136167,1.2339505,-0.1782753,-0.1766815,0.0015938
10,-0.50611645,-0.6497964,"('unsympathetic', 'sympathetic')",-0.9737919,-1.0678564,0.5360317,0.52776754,-0.2629197,-0.22073989,-0.3016991,-0.3526563,-0.0509572
11,0.41351646,0.3819967,"('unhelpful', 'helpful')",-0.6800616,-0.7261732,0.9665153,0.9351371,1.93657,2.0226617,0.659135,0.6534055,-0.0057295
