,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.56048435,-0.5361208,"('unsociable', 'sociable')",0.05780141,-0.119406864,-0.2513415,-0.3277638,-0.0764223
1,-0.91034055,-1.1781462,"('unfriendly', 'friendly')",1.2541085,0.9898655,0.171884,-0.0941404,-0.2660244
2,1.201565,1.1919208,"('unlikable', 'likable')",0.7587071,0.8385037,0.980136,1.0152123,0.0350763
3,-0.61964893,-0.4404603,"('repellent', 'pleasant')",0.05037807,0.08396582,-0.2846354,-0.1782472,0.1063882
4,0.5945244,0.577123,"('disliked', 'liked')",-5.81075,-5.8093715,-2.6081128,-2.6161242,-0.0080114
5,-0.34610546,-0.35858816,"('distant', 'outgoing')",-0.123125486,-0.24642329,-0.2346155,-0.3025057,-0.0678902
6,-0.40478006,-0.46509534,"('distant', 'open')",0.10190907,-0.039254718,-0.1514355,-0.252175,-0.1007395
7,-0.32386044,-0.22436756,"('insensitive', 'sensitive')",0.2952924,0.39373815,-0.014284,0.0846853,0.0989693
8,-0.77389985,-0.80780125,"('unaffectionate', 'affectionate')",0.5408737,0.40226784,-0.1165131,-0.2027667,-0.0862536
9,-0.77958256,-0.86295664,"('unaffectionate', 'caring')",0.94453144,0.8059736,0.0824744,-0.0284915,-0.1109659
10,-0.7765235,-0.67384917,"('unsympathetic', 'sympathetic')",-0.36966893,-0.28357503,-0.5730962,-0.4787121,0.0943841
11,-0.3929783,-0.14018293,"('unhelpful', 'helpful')",2.0902464,2.191154,0.8486341,1.0254855,0.1768514
12,-0.18832128,0.08080509,"('unsupportive', 'supportive')",-1.6829603,-1.6265092,-0.9356408,-0.7728521,0.1627887
13,-0.57180065,-0.5102046,"('impolite', 'polite')",-0.3743173,-0.23356348,-0.473059,-0.371884,0.101175
14,-0.54158616,-0.15986495,"('antisocial', 'social')",-0.20350562,-0.15109189,-0.3725459,-0.1554784,0.2170675
15,0.61153084,0.3112867,"('boring', 'funny')",1.3161284,1.146224,0.9638296,0.7287554,-0.2350742
16,0.124923214,0.13044374,"('unpopular', 'popular')",0.7839556,0.68154323,0.4544394,0.4059935,-0.0484459
17,-0.31905252,-0.32873195,"('nasty', 'nice')",-0.17715201,-0.26240742,-0.2481023,-0.2955697,-0.0474674
18,0.2139929,0.44777963,"('disagreeable', 'welcoming')",-0.28631637,-0.2917147,-0.0361617,0.0780325,0.1141942
19,-0.3111481,-0.47585824,"('inhospitable', 'hospitable')",-0.020910796,-0.09006842,-0.1660295,-0.2829633,-0.1169338
20,-0.44743845,-0.3704254,"('rough', 'thoughtful')",1.0823898,0.98994625,0.3174757,0.3097604,-0.0077153
21,-0.105264485,-0.19242631,"('immoral', 'moral')",-0.2723016,-0.19915944,-0.188783,-0.1957929,-0.0070099
22,0.5810646,0.6254423,"('untrustworthy', 'trustworthy')",-0.65090615,-0.54837537,-0.0349208,0.0385335,0.0734543
23,-0.8400735,-0.6638386,"('insincere', 'sincere')",5.3725057,5.3842306,2.266216,2.3601961,0.0939801
24,0.24045302,0.19067949,"('dishonest', 'honest')",0.54495996,0.63530916,0.3927065,0.4129943,0.0202878
25,0.28086028,0.083052866,"('egoistic', 'altruistic')",1.3116345,1.0564414,0.7962474,0.5697471,-0.2265003
26,-0.085331686,-0.4415144,"('hardhearted', 'benevolent')",1.653044,1.2757778,0.7838562,0.4171317,-0.3667245
27,-0.026917744,0.23087634,"('hardhearted', 'softhearted')",0.82848364,0.8352764,0.4007829,0.5330764,0.1322935
28,-0.74612296,-0.6184614,"('disloyal', 'loyal')",0.82279575,0.80658054,0.0383364,0.0940596,0.0557232
29,0.5731706,0.38119453,"('unfair', 'fair')",-0.44384217,-0.6641364,0.0646642,-0.1414709,-0.2061351
30,0.35184532,0.56428325,"('intolerant', 'tolerant')",1.8601384,1.8889567,1.1059918,1.22662,0.1206282
31,-0.3129028,-0.46609685,"('evil', 'good')",-0.89512104,-1.1518381,-0.6040119,-0.8089675,-0.2049556
32,0.14435494,-0.015547968,"('unkind', 'kind')",0.93982863,0.7812473,0.5420918,0.3828497,-0.1592421
33,-0.284001,-0.25797975,"('wrong', 'right')",-0.6190671,-0.69374573,-0.451534,-0.4758627,-0.0243287
34,-0.43291447,-0.44679406,"('mean', 'honorable')",5.6324105,5.741159,2.5997481,2.6471825,0.0474344
35,0.5428689,0.06715141,"('corrupt', 'incorrupt')",-0.17279483,-0.36758777,0.185037,-0.1502182,-0.3352552
36,-0.2568176,-0.5998968,"('hostile', 'amicable')",0.27799067,-0.03710199,0.0105865,-0.3184994,-0.3290859
37,-0.2831648,-0.37890366,"('fake', 'genuine')",0.29284352,0.36524934,0.0048394,-0.0068272,-0.0116666
