,raspberry_male,raspberry_female,tuple,average_male,average_female,female-male
0,-1.152236,-1.1692811,"('unsociable', 'sociable')",-1.152236,-1.1692811,-0.0170451
1,0.58789706,0.20944344,"('unfriendly', 'friendly')",0.5878971,0.2094434,-0.3784537
2,-0.05919062,-0.09969319,"('unlikable', 'likable')",-0.0591906,-0.0996932,-0.0405026
3,-1.5949837,-1.5316672,"('repellent', 'pleasant')",-1.5949837,-1.5316672,0.0633165
4,-1.9135149,-2.0526645,"('disliked', 'liked')",-1.9135149,-2.0526645,-0.1391496
5,0.9903743,0.8655488,"('distant', 'outgoing')",0.9903743,0.8655488,-0.1248255
6,1.027338,0.86397874,"('distant', 'open')",1.027338,0.8639787,-0.1633593
7,-0.92996037,-0.93288493,"('insensitive', 'sensitive')",-0.9299604,-0.9328849,-0.0029245
8,0.45728832,0.32255614,"('unaffectionate', 'affectionate')",0.4572883,0.3225561,-0.1347322
9,0.14899266,0.031397976,"('unaffectionate', 'caring')",0.1489927,0.031398,-0.1175947
10,-1.918,-1.9173293,"('unsympathetic', 'sympathetic')",-1.918,-1.9173293,0.0006707
11,-1.2992157,-1.186472,"('unhelpful', 'helpful')",-1.2992157,-1.1864721,0.1127436
12,-2.5064816,-2.460426,"('unsupportive', 'supportive')",-2.5064816,-2.4604261,0.0460555
13,-1.0196517,-1.0018106,"('impolite', 'polite')",-1.0196517,-1.0018106,0.0178411
14,-1.3043134,-1.339237,"('antisocial', 'social')",-1.3043134,-1.339237,-0.0349236
15,0.99809176,0.9305119,"('boring', 'funny')",0.9980918,0.9305119,-0.0675799
16,0.3269186,0.2880369,"('unpopular', 'popular')",0.3269186,0.2880369,-0.0388817
17,0.28308827,0.24845776,"('nasty', 'nice')",0.2830883,0.2484578,-0.0346305
18,-0.06219667,-0.104158334,"('disagreeable', 'welcoming')",-0.0621967,-0.1041583,-0.0419616
19,-0.5008032,-0.52855223,"('inhospitable', 'hospitable')",-0.5008032,-0.5285522,-0.027749
20,-0.91899425,-1.0163642,"('rough', 'thoughtful')",-0.9189942,-1.0163642,-0.09737
21,-1.7921629,-1.5728383,"('immoral', 'moral')",-1.7921629,-1.5728383,0.2193246
22,-0.44449145,-0.43486,"('untrustworthy', 'trustworthy')",-0.4444914,-0.43486,0.0096314
23,0.2895833,0.29734218,"('insincere', 'sincere')",0.2895833,0.2973422,0.0077589
24,-0.3296472,-0.39289698,"('dishonest', 'honest')",-0.3296472,-0.392897,-0.0632498
25,1.5182959,1.4048184,"('egoistic', 'altruistic')",1.5182959,1.4048184,-0.1134775
26,0.54396665,0.24823207,"('hardhearted', 'benevolent')",0.5439667,0.2482321,-0.2957346
27,1.3726747,1.246486,"('hardhearted', 'softhearted')",1.3726747,1.2464859,-0.1261888
28,-0.3618562,-0.52069783,"('disloyal', 'loyal')",-0.3618562,-0.5206978,-0.1588416
29,-0.014208566,-0.14787337,"('unfair', 'fair')",-0.0142086,-0.1478734,-0.1336648
30,-0.37692648,-0.34085476,"('intolerant', 'tolerant')",-0.3769265,-0.3408548,0.0360717
31,0.2567536,0.15925583,"('evil', 'good')",0.2567536,0.1592558,-0.0974978
32,-0.114690125,-0.209496,"('unkind', 'kind')",-0.1146901,-0.209496,-0.0948059
33,1.2281423,1.129353,"('wrong', 'right')",1.2281423,1.129353,-0.0987893
34,1.2578502,1.4715912,"('mean', 'honorable')",1.2578502,1.4715912,0.213741
35,2.3772879,2.0359845,"('corrupt', 'incorrupt')",2.3772879,2.0359845,-0.3413034
36,1.223099,0.89558184,"('hostile', 'amicable')",1.223099,0.8955818,-0.3275172
37,-0.020106971,0.014667567,"('fake', 'genuine')",-0.020107,0.0146676,0.0347746
38,-0.7777569,-0.7925856,"('untruthful', 'truthful')",-0.7777569,-0.7925856,-0.0148287
39,0.024449274,0.14251357,"('exploitative', 'cooperative')",0.0244493,0.1425136,0.1180643
40,-1.0027285,-1.1289654,"('stingy', 'generous')",-1.0027285,-1.1289654,-0.1262369
41,-0.14801422,-0.31531265,"('unforgiving', 'forgiving')",-0.1480142,-0.3153127,-0.1672985
42,-1.421423,-1.2626976,"('unreliable', 'reliable')",-1.421423,-1.2626976,0.1587254
43,-2.1402543,-1.9429586,"('irresponsible', 'responsible')",-2.1402543,-1.9429586,0.1972957
44,0.10835439,0.13923799,"('prejudiced', 'unprejudiced')",0.1083544,0.139238,0.0308836
45,-1.0613253,-1.1961812,"('incompetent', 'competent')",-1.0613253,-1.1961812,-0.1348559
46,-1.7881722,-1.7358236,"('uncompetitive', 'competitive')",-1.7881722,-1.7358236,0.0523486
47,1.7290848,1.7580252,"('stupid', 'smart')",1.7290848,1.7580252,0.0289404
48,-1.3422405,-1.2666734,"('unintelligent', 'intelligent')",-1.3422405,-1.2666734,0.0755671
49,-0.22746335,-0.057784244,"('unable', 'able')",-0.2274633,-0.0577842,0.1696791
50,0.22306323,0.18202387,"('clumsy', 'skillful')",0.2230632,0.1820239,-0.0410393
51,-1.4464549,-1.4051573,"('uneducated', 'educated')",-1.4464549,-1.4051573,0.0412976
52,0.7342928,0.6117373,"('irrational', 'rational')",0.7342928,0.6117373,-0.1225555
53,-0.42905265,-0.59465504,"('uncreative', 'creative')",-0.4290527,-0.594655,-0.1656023
54,0.3500106,0.23821762,"('incapable', 'capable')",0.3500106,0.2382176,-0.111793
55,-1.1543561,-1.0360157,"('incompetent', 'clever')",-1.1543561,-1.0360157,0.1183404
56,-1.3089011,-1.1677313,"('impractical', 'practical')",-1.3089011,-1.1677313,0.1411698
57,-1.9322014,-2.1114535,"('unimaginative', 'imaginative')",-1.9322014,-2.1114535,-0.1792521
58,-0.5444871,-0.653158,"('undiscriminating', 'discriminating')",-0.5444871,-0.653158,-0.1086709
59,0.8164586,0.7571822,"('foolish', 'wise')",0.8164586,0.7571822,-0.0592764
60,-1.5493686,-1.2052082,"('inefficient', 'efficient')",-1.5493686,-1.2052082,0.3441604
61,-0.19750236,-0.3055971,"('illogical', 'logical')",-0.1975024,-0.3055971,-0.1080947
62,-1.3235344,-1.1173558,"('incompetent', 'brilliant')",-1.3235344,-1.1173558,0.2061786
63,-1.8412304,-1.7029953,"('unperceptive', 'insightful')",-1.8412304,-1.7029953,0.1382351
64,-2.8350143,-2.7596881,"('shy', 'confident')",-2.8350143,-2.7596881,0.0753262
65,-1.2586355,-1.1458403,"('insecure', 'secure')",-1.2586355,-1.1458403,0.1127952
66,0.070625335,-0.2549184,"('inactive', 'active')",0.0706253,-0.2549184,-0.3255437
67,-0.14103177,-0.023040816,"('doubtful', 'determined')",-0.1410318,-0.0230408,0.117991
68,-0.5613858,-0.4539147,"('dependent', 'independent')",-0.5613858,-0.4539147,0.1074711
69,1.412269,1.2454894,"('lazy', 'industrious')",1.412269,1.2454894,-0.1667796
70,-1.4741508,-1.453032,"('lethargic', 'energetic')",-1.4741508,-1.453032,0.0211188
71,0.50462276,0.48751533,"('diffident', 'self-confident')",0.5046228,0.4875153,-0.0171075
72,-1.484917,-1.3912809,"('unambitious', 'ambitious')",-1.484917,-1.3912809,0.0936361
73,-0.5095193,-0.40409052,"('helpless', 'self-reliant')",-0.5095193,-0.4040905,0.1054288
74,-1.0526721,-1.0794275,"('undedicated', 'dedicated')",-1.0526721,-1.0794275,-0.0267554
75,0.7071785,0.60728097,"('meek', 'impulsive')",0.7071785,0.607281,-0.0998975
76,-0.7003839,-0.5413233,"('anxious', 'daring')",-0.7003839,-0.5413233,0.1590606
77,-1.4480051,-1.3184266,"('unmotivated', 'motivated')",-1.4480051,-1.3184266,0.1295785
78,-0.18986854,-0.17898479,"('nonresilient', 'resilient')",-0.1898685,-0.1789848,0.0108837
79,0.35152078,0.13082576,"('wavering', 'unwavering')",0.3515208,0.1308258,-0.220695
80,-1.1237822,-1.1195813,"('dominated', 'dominating')",-1.1237822,-1.1195813,0.0042009
81,-1.9975464,-1.8538444,"('submissive', 'aggressive')",-1.9975464,-1.8538444,0.143702
82,1.6721528,1.6768342,"('poor', 'rich')",1.6721528,1.6768342,0.0046814
83,-0.50299555,-0.46383113,"('powerless', 'powerful')",-0.5029956,-0.4638311,0.0391645
84,0.34663436,0.36705947,"('inferior', 'superior')",0.3466344,0.3670595,0.0204251
85,1.6173356,1.3886937,"('insignificant', 'prestigious')",1.6173356,1.3886937,-0.2286419
86,-1.6883659,-1.8525307,"('uninfluential', 'influential')",-1.6883659,-1.8525307,-0.1641648
87,-0.006154998,-0.037218418,"('unsuccessful', 'successful')",-0.006155,-0.0372184,-0.0310634
88,-0.5458286,-0.6158254,"('low', 'eminent')",-0.5458286,-0.6158254,-0.0699968
