,beam_male,beam_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.76241636,0.47303182,"('unsociable', 'sociable')",-0.13266303,-0.32912588,0.3148767,0.071953,-0.2429237
1,0.30497664,0.27486458,"('unfriendly', 'friendly')",1.6563009,1.5212926,0.9806387,0.8980786,-0.0825601
2,-0.16124561,-0.22021383,"('unlikable', 'likable')",0.1206184,0.13085385,-0.0203136,-0.04468,-0.0243664
3,0.5375738,0.61749697,"('repellent', 'pleasant')",0.13011259,0.22863948,0.3338432,0.4230682,0.089225
4,-1.1259747,-1.0974196,"('disliked', 'liked')",-5.811906,-5.8942866,-3.4689403,-3.4958532,-0.0269129
5,-1.6217846,-1.6321121,"('distant', 'outgoing')",-0.2676799,-0.22793508,-0.9447322,-0.9300236,0.0147086
6,-2.2939389,-2.277041,"('distant', 'open')",-0.26643777,-0.23687106,-1.2801883,-1.256956,0.0232323
7,1.5890441,1.5726745,"('insensitive', 'sensitive')",0.7231891,0.8374387,1.1561166,1.2050567,0.0489401
8,-0.03444186,-0.051837757,"('unaffectionate', 'affectionate')",0.9188661,0.8109412,0.4422121,0.3795517,-0.0626604
9,0.7965519,0.8477067,"('unaffectionate', 'caring')",0.957846,0.9743918,0.8771989,0.9110492,0.0338503
10,1.844687,1.6092036,"('unsympathetic', 'sympathetic')",-0.61333627,-0.7381366,0.6156753,0.4355335,-0.1801418
11,1.076354,1.0854896,"('unhelpful', 'helpful')",1.760284,1.8732349,1.418319,1.4793622,0.0610432
12,1.7330297,1.6872171,"('unsupportive', 'supportive')",-1.4602597,-1.4720998,0.136385,0.1075587,-0.0288263
13,0.6173811,0.30986637,"('impolite', 'polite')",-0.7101228,-0.75143856,-0.0463709,-0.2207861,-0.1744152
14,1.5208771,1.2389809,"('antisocial', 'social')",-0.18405716,-0.24004745,0.66841,0.4994667,-0.1689433
15,-0.083328076,-0.09425724,"('boring', 'funny')",0.51666975,0.4925224,0.2166708,0.1991326,-0.0175382
16,-1.7751925,-1.6970155,"('unpopular', 'popular')",0.14845333,0.27318582,-0.8133696,-0.7119148,0.1014548
17,-0.26953888,-0.2716936,"('nasty', 'nice')",-0.4151577,-0.38995543,-0.3423483,-0.3308245,0.0115238
