,vf_male,vf_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.21249987,-0.43271625,"('unsociable', 'sociable')",0.08615276,-0.110434175,-0.0631736,-0.2715752,-0.2084016
1,-1.3877286,-1.4712867,"('unfriendly', 'friendly')",1.2329606,1.0419433,-0.077384,-0.2146717,-0.1372877
2,0.41117582,0.49224025,"('unlikable', 'likable')",0.51325154,0.5001243,0.4622137,0.4961823,0.0339686
3,-0.03293725,0.10336404,"('repellent', 'pleasant')",0.92848593,0.9445426,0.4477744,0.5239533,0.0761789
4,-0.6685391,-0.6311914,"('disliked', 'liked')",-6.5542307,-6.6032867,-3.6113849,-3.617239,-0.0058541
5,-1.2815679,-1.1774554,"('distant', 'outgoing')",-0.7337139,-0.7629823,-1.007641,-0.9702189,0.0374221
6,-1.253357,-1.1189991,"('distant', 'open')",-0.5063896,-0.55830306,-0.8798733,-0.8386511,0.0412222
7,-0.07205802,-0.09561305,"('insensitive', 'sensitive')",0.8372014,0.861754,0.3825717,0.3830705,0.0004988
8,-1.2092259,-1.1940178,"('unaffectionate', 'affectionate')",0.5455774,0.5057901,-0.3318242,-0.3441138,-0.0122896
9,-0.7711247,-0.77561015,"('unaffectionate', 'caring')",0.9685197,0.9328329,0.0986975,0.0786114,-0.0200861
10,-0.5189918,-0.6075523,"('unsympathetic', 'sympathetic')",-0.36144146,-0.35447985,-0.4402167,-0.4810161,-0.0407994
11,0.0330135,0.0054302616,"('unhelpful', 'helpful')",1.4412074,1.5725023,0.7371104,0.7889662,0.0518558
12,-0.47790056,-0.38274935,"('unsupportive', 'supportive')",-2.0515635,-2.0457125,-1.264732,-1.2142309,0.0505011
13,-0.43262684,-0.5927619,"('impolite', 'polite')",-0.8971874,-0.8642285,-0.6649071,-0.7284952,-0.0635881
14,0.65181744,0.52020496,"('antisocial', 'social')",0.3821328,0.25689292,0.5169751,0.3885489,-0.1284262
15,0.35475314,0.19549643,"('boring', 'funny')",-0.07760646,-0.121006325,0.1385733,0.0372451,-0.1013282
16,-0.25581765,-0.20499943,"('unpopular', 'popular')",0.6839127,0.5969012,0.2140475,0.1959509,-0.0180966
17,-0.38824916,-0.29151654,"('nasty', 'nice')",-0.9284801,-0.8308295,-0.6583647,-0.561173,0.0971917
18,-1.106797,-1.0274997,"('disagreeable', 'welcoming')",-0.5604512,-0.69120234,-0.8336241,-0.859351,-0.0257269
19,-0.41345432,-0.28331995,"('inhospitable', 'hospitable')",-0.5622497,-0.4809892,-0.487852,-0.3821546,0.1056974
20,0.49633014,0.5326298,"('rough', 'thoughtful')",0.8162475,0.8125782,0.6562889,0.672604,0.0163151
21,0.5679174,0.48428684,"('immoral', 'moral')",0.05410531,0.058294997,0.3110114,0.2712909,-0.0397205
22,-0.08635756,-0.20888288,"('untrustworthy', 'trustworthy')",-0.6380918,-0.7497994,-0.3622247,-0.4793411,-0.1171164
23,0.06955068,-0.011559723,"('insincere', 'sincere')",5.8732486,5.7984705,2.9713995,2.8934555,-0.077944
24,-0.37896082,-0.48030064,"('dishonest', 'honest')",0.7735296,0.70478386,0.1972844,0.1122416,-0.0850428
25,-0.94116074,-0.9864731,"('egoistic', 'altruistic')",0.7585885,0.7014004,-0.0912861,-0.1425363,-0.0512502
26,0.118869476,0.012194641,"('hardhearted', 'benevolent')",1.9181345,1.8256996,1.018502,0.9189471,-0.0995549
27,0.15911241,0.16456383,"('hardhearted', 'softhearted')",1.0846722,1.0132937,0.6218923,0.5889288,-0.0329635
28,-0.0701932,-0.19842993,"('disloyal', 'loyal')",1.3035263,1.1833258,0.6166666,0.4924479,-0.1242187
29,0.45077017,0.35239255,"('unfair', 'fair')",-0.4343295,-0.5790017,0.0082203,-0.1133046,-0.1215249
30,0.6106755,0.44389212,"('intolerant', 'tolerant')",0.8709266,0.83395916,0.7408011,0.6389257,-0.1018754
31,-1.22189,-1.0461469,"('evil', 'good')",-0.9092403,-1.0811405,-1.0655651,-1.0636437,0.0019214
32,0.15619531,0.049640954,"('unkind', 'kind')",0.86135703,0.6917587,0.5087762,0.3706998,-0.1380764
33,-0.35814238,-0.38733605,"('wrong', 'right')",-0.68953246,-0.78293014,-0.5238374,-0.5851331,-0.0612957
34,-0.5112491,-0.35626975,"('mean', 'honorable')",5.644118,5.8191953,2.5664344,2.7314627,0.1650283
35,-0.44747156,-0.4729526,"('corrupt', 'incorrupt')",-0.48184875,-0.6164837,-0.4646602,-0.5447181,-0.0800579
36,-1.9744277,-1.905471,"('hostile', 'amicable')",-0.22155525,-0.40487093,-1.0979915,-1.1551709,-0.0571794
37,-0.29615447,-0.32202065,"('fake', 'genuine')",0.353838,0.39611247,0.0288418,0.0370459,0.0082041
38,-1.0036305,-1.0259532,"('untruthful', 'truthful')",-0.30689764,-0.26340318,-0.6552641,-0.6446782,0.0105859
39,1.3711822,1.4174814,"('exploitative', 'cooperative')",0.17792343,0.21733558,0.7745528,0.8174085,0.0428557
40,-0.38615456,-0.4179495,"('stingy', 'generous')",-1.8694075,-1.9745104,-1.127781,-1.1962299,-0.0684489
41,-0.70146924,-0.7432208,"('unforgiving', 'forgiving')",-0.0062033385,-0.16684932,-0.3538363,-0.4550351,-0.1011988
42,0.06208113,0.24379037,"('unreliable', 'reliable')",-3.1439037,-3.0227833,-1.5409113,-1.3894964,0.1514149
43,-0.03928565,0.030720681,"('irresponsible', 'responsible')",0.86371505,0.85459286,0.4122147,0.4426568,0.0304421
44,-0.38786134,-0.26848146,"('prejudiced', 'unprejudiced')",-1.3486756,-1.2712998,-0.8682685,-0.7698907,0.0983778
45,0.077799335,0.012368703,"('incompetent', 'competent')",0.3433503,0.26001686,0.2105748,0.1361928,-0.074382
46,-0.33414957,-0.32157898,"('uncompetitive', 'competitive')",-0.41834646,-0.43463248,-0.376248,-0.3781057,-0.0018577
