,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2430171,0.05318237,"('unsociable', 'sociable')",0.4579538,0.40297702,-0.25711673,-0.461388,0.1479514,-0.0017429,-0.1496943
1,0.63388926,0.60890114,"('unfriendly', 'friendly')",-0.019380607,-0.039114986,1.6503881,1.6097157,0.7549656,0.7265006,-0.028465
2,-0.08253977,-0.056263857,"('unlikable', 'likable')",-0.08884187,-0.07100099,0.62440115,0.7340181,0.1510065,0.2022511,0.0512446
3,-0.86577594,-0.75786436,"('repellent', 'pleasant')",0.13969144,0.22800076,0.0064827316,-0.0012936164,-0.2398673,-0.1770524,0.0628149
4,-0.44193667,-0.511634,"('disliked', 'liked')",-0.20603107,-0.2272595,-5.262311,-5.3303723,-1.9700929,-2.0230886,-0.0529957
5,-0.37533548,-0.26613495,"('distant', 'outgoing')",-0.77378094,-0.72714454,-0.16329065,-0.048241325,-0.437469,-0.3471736,0.0902954
6,-0.59211993,-0.45030114,"('distant', 'open')",-0.9648734,-0.8792304,0.30024105,0.4281126,-0.4189174,-0.300473,0.1184444
7,0.23931357,0.14308861,"('insensitive', 'sensitive')",-0.41472006,-0.29309073,0.40880647,0.36758268,0.0778,0.0725269,-0.0052731
8,-0.16804393,-0.10757404,"('unaffectionate', 'affectionate')",-0.6838058,-0.62324923,0.5052503,0.52912754,-0.1155332,-0.0672319,0.0483013
9,0.84363544,0.8833789,"('unaffectionate', 'caring')",-0.03560231,0.019503906,0.9641064,1.0210868,0.5907132,0.6413232,0.05061
10,0.9870457,0.94016856,"('unsympathetic', 'sympathetic')",0.13441502,0.22618484,-0.26651824,-0.37376592,0.2849808,0.2641958,-0.020785
11,0.71431893,0.68394566,"('unhelpful', 'helpful')",0.78594357,0.8037684,1.9105707,1.9782258,1.1369445,1.1553133,0.0183688
12,1.2419604,1.3217202,"('unsupportive', 'supportive')",0.5979198,0.7883093,-1.4868244,-1.4509224,0.1176853,0.2197024,0.1020171
13,0.9245158,0.757247,"('impolite', 'polite')",0.36450583,0.3572066,-0.3826967,-0.50748205,0.3021083,0.2023238,-0.0997845
14,-0.023744855,-0.17284387,"('antisocial', 'social')",0.479345,0.49101955,-0.77956426,-0.9200155,-0.107988,-0.2006133,-0.0926253
15,1.1377927,1.0344191,"('boring', 'funny')",0.091383696,0.033571757,0.43085885,0.38852748,0.5533451,0.4855061,-0.067839
16,-1.2308133,-1.1996089,"('unpopular', 'popular')",-0.21395,-0.22347863,0.6449246,0.67347836,-0.2666129,-0.2498697,0.0167432
17,-0.15628603,-0.13552849,"('nasty', 'nice')",0.19059873,0.20996776,-0.44539228,-0.40452436,-0.1370265,-0.1100284,0.0269981
