,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,female-male
0,-1.7606759,-1.9739698,"('unsociable', 'sociable')",-1.163462,-1.347659,-0.45865425,-0.7650366,-0.14319988,-0.2548321,-0.881498,-1.0853744,-0.2038764
1,0.36759505,0.08230365,"('unfriendly', 'friendly')",-0.29782128,-0.4814862,1.51945,1.2419329,2.1853955,1.9380912,0.9436548,0.6952103,-0.2484445
2,0.8724805,0.88536716,"('unlikable', 'likable')",0.95471036,0.96972704,1.8943051,1.9182751,1.0929449,1.2240076,1.2036102,1.2493442,0.045734
3,-1.792376,-1.8069206,"('repellent', 'pleasant')",-0.57163095,-0.52854913,-0.9603654,-0.96750677,0.1587154,0.19888389,-0.7914142,-0.7760231,0.0153911
4,0.6310835,0.6348479,"('disliked', 'liked')",0.7241854,0.726755,0.7084194,0.6391607,-6.655346,-6.6373525,-1.1479144,-1.1591473,-0.0112329
5,2.1032193,2.1766498,"('distant', 'outgoing')",1.5367627,1.7815634,2.8052018,2.9093716,0.4143927,0.42492974,1.7148941,1.8231287,0.1082346
6,2.156857,2.253352,"('distant', 'open')",1.6109942,1.8429127,2.7638257,2.8151042,0.66572833,0.64894235,1.7993515,1.8900779,0.0907264
7,-1.821789,-1.8162698,"('insensitive', 'sensitive')",-2.0380664,-2.0444534,-1.8581462,-1.9712391,0.19580121,0.06299196,-1.38055,-1.4422425,-0.0616925
8,-0.005338177,-0.109625794,"('unaffectionate', 'affectionate')",-0.18871963,-0.22257884,2.1733057,2.02613,1.3567235,1.1547307,0.8339928,0.712164,-0.1218288
9,0.06837461,-0.0469808,"('unaffectionate', 'caring')",-0.54130954,-0.6174112,2.2733245,2.1276982,1.6706719,1.4986173,0.8677654,0.7404809,-0.1272845
10,-2.9251785,-3.0978003,"('unsympathetic', 'sympathetic')",-2.7354722,-2.913333,-3.0057914,-3.2176175,-0.37226966,-0.45005566,-2.2596779,-2.4197016,-0.1600237
11,-1.7022325,-1.8042355,"('unhelpful', 'helpful')",-2.5155435,-2.5507643,-1.212025,-1.2993299,1.6960487,1.6749393,-0.9334381,-0.9948475,-0.0614094
12,-0.5428333,-0.5546413,"('unsupportive', 'supportive')",-0.49091864,-0.39516303,0.17675406,0.10678213,-1.7821614,-1.800701,-0.6597898,-0.6609308,-0.001141
13,-1.9178629,-1.9884422,"('impolite', 'polite')",-2.6079874,-2.7138362,-1.3676847,-1.4849807,-0.1181255,-0.1727826,-1.5029151,-1.5900103,-0.0870952
14,-1.931423,-2.0656862,"('antisocial', 'social')",-0.71996117,-0.84773076,-0.56709665,-0.8148696,-0.25114286,-0.35481784,-0.8674059,-1.020776,-0.1533701
15,0.53877383,0.45575818,"('boring', 'funny')",0.8405321,0.76013577,0.5758123,0.5397832,0.7596769,0.7644998,0.6786988,0.6300442,-0.0486546
16,0.44024435,0.5710992,"('unpopular', 'popular')",0.43669918,0.49388245,-0.02066226,0.10024332,-0.0020346045,-0.0015164688,0.2135617,0.2909271,0.0773654
17,-0.9226792,-0.91268724,"('nasty', 'nice')",-0.093706414,-0.016078942,0.14296211,0.1516496,-0.34538376,-0.24336186,-0.3047018,-0.2551196,0.0495822
18,-0.21087343,-0.15674576,"('disagreeable', 'welcoming')",0.8289368,0.9794344,0.06532517,-0.10252698,-0.92145425,-0.98931015,-0.0595164,-0.0672871,-0.0077707
19,1.0244956,1.0313495,"('inhospitable', 'hospitable')",0.65316355,0.7841916,1.3358924,1.3215008,0.34911308,0.3259739,0.8406662,0.865754,0.0250878
20,-0.61062014,-0.5686796,"('rough', 'thoughtful')",0.70947576,0.77467054,-0.631308,-0.6513993,0.3850084,0.31894445,-0.036861,-0.031616,0.005245
