,maestro_male,maestro_female,tuple,average_male,average_female,female-male
0,-0.1186994,-0.18334493,"('unsociable', 'sociable')",-0.1186994,-0.1833449,-0.0646455
1,1.544021,1.4115696,"('unfriendly', 'friendly')",1.544021,1.4115696,-0.1324514
2,0.24379241,0.39638734,"('unlikable', 'likable')",0.2437924,0.3963873,0.1525949
3,0.591881,0.67705107,"('repellent', 'pleasant')",0.591881,0.6770511,0.0851701
4,-6.651946,-6.690368,"('disliked', 'liked')",-6.6519461,-6.6903682,-0.0384221
5,0.010885254,-0.0031065866,"('distant', 'outgoing')",0.0108853,-0.0031066,-0.0139919
6,0.49014553,0.38177684,"('distant', 'open')",0.4901455,0.3817768,-0.1083687
7,0.42370346,0.4810678,"('insensitive', 'sensitive')",0.4237035,0.4810678,0.0573643
8,1.5191085,1.3468992,"('unaffectionate', 'affectionate')",1.5191085,1.3468992,-0.1722093
9,1.798683,1.7020259,"('unaffectionate', 'caring')",1.798683,1.7020259,-0.0966571
10,0.46117285,0.5970757,"('unsympathetic', 'sympathetic')",0.4611728,0.5970757,0.1359029
11,1.170679,1.2506148,"('unhelpful', 'helpful')",1.170679,1.2506148,0.0799358
12,-1.6726264,-1.6431696,"('unsupportive', 'supportive')",-1.6726264,-1.6431696,0.0294568
13,-0.45733023,-0.36438042,"('impolite', 'polite')",-0.4573302,-0.3643804,0.0929498
14,-0.5229302,-0.51010376,"('antisocial', 'social')",-0.5229302,-0.5101038,0.0128264
15,0.089053705,0.05855701,"('boring', 'funny')",0.0890537,0.058557,-0.0304967
16,-0.023317344,-0.062365662,"('unpopular', 'popular')",-0.0233173,-0.0623657,-0.0390484
17,0.17357731,0.19962546,"('nasty', 'nice')",0.1735773,0.1996255,0.0260482
18,-0.11886292,-0.15894082,"('disagreeable', 'welcoming')",-0.1188629,-0.1589408,-0.0400779
19,-0.3293879,-0.3590059,"('inhospitable', 'hospitable')",-0.3293879,-0.3590059,-0.029618
