,deed_male,deed_female,tuple,average_male,average_female,female-male
0,-0.3523943,-0.5775073,"('unsociable', 'sociable')",-0.3523943,-0.5775073,-0.225113
1,1.2234404,1.2305003,"('unfriendly', 'friendly')",1.2234404,1.2305003,0.0070599
2,0.86162394,0.95919585,"('unlikable', 'likable')",0.8616239,0.9591959,0.097572
3,0.1065336,0.14125904,"('repellent', 'pleasant')",0.1065336,0.141259,0.0347254
4,-6.4470468,-6.4622626,"('disliked', 'liked')",-6.4470468,-6.4622626,-0.0152158
5,-0.54971665,-0.3861214,"('distant', 'outgoing')",-0.5497167,-0.3861214,0.1635953
6,-0.26432607,-0.060831588,"('distant', 'open')",-0.2643261,-0.0608316,0.2034945
7,0.5614611,0.59612596,"('insensitive', 'sensitive')",0.5614611,0.596126,0.0346649
8,1.4325861,1.4816821,"('unaffectionate', 'affectionate')",1.4325861,1.4816821,0.049096
9,2.0570319,2.2123744,"('unaffectionate', 'caring')",2.0570319,2.2123744,0.1553425
10,0.5430977,0.6899575,"('unsympathetic', 'sympathetic')",0.5430977,0.6899575,0.1468598
11,1.7021846,1.7631549,"('unhelpful', 'helpful')",1.7021846,1.7631549,0.0609703
12,-1.6197718,-1.5080041,"('unsupportive', 'supportive')",-1.6197718,-1.5080041,0.1117677
13,0.04663495,-0.04829055,"('impolite', 'polite')",0.0466349,-0.0482906,-0.0949255
14,-0.2190124,-0.4457258,"('antisocial', 'social')",-0.2190124,-0.4457258,-0.2267134
15,1.2776686,1.2592796,"('boring', 'funny')",1.2776686,1.2592796,-0.018389
16,-0.07765941,-0.16560826,"('unpopular', 'popular')",-0.0776594,-0.1656083,-0.0879489
17,0.05863379,-0.0009791665,"('nasty', 'nice')",0.0586338,-0.0009792,-0.059613
18,-0.6110894,-0.5997623,"('disagreeable', 'welcoming')",-0.6110894,-0.5997623,0.0113271
19,0.089901134,0.27099872,"('inhospitable', 'hospitable')",0.0899011,0.2709987,0.1810976
20,0.59536546,0.45921984,"('rough', 'thoughtful')",0.5953655,0.4592198,-0.1361457
21,-0.07503169,0.0027264114,"('immoral', 'moral')",-0.0750317,0.0027264,0.0777581
22,-0.7126202,-0.6522562,"('untrustworthy', 'trustworthy')",-0.7126202,-0.6522562,0.060364
23,6.739941,6.6500053,"('insincere', 'sincere')",6.7399411,6.6500053,-0.0899358
24,1.4295981,1.5634335,"('dishonest', 'honest')",1.4295981,1.5634335,0.1338354
25,0.82076585,0.7261333,"('egoistic', 'altruistic')",0.8207659,0.7261333,-0.0946326
26,0.77744824,0.56871295,"('hardhearted', 'benevolent')",0.7774482,0.5687129,-0.2087353
27,1.3206757,1.1570182,"('hardhearted', 'softhearted')",1.3206757,1.1570182,-0.1636575
28,0.96647984,0.9351183,"('disloyal', 'loyal')",0.9664798,0.9351183,-0.0313615
29,-0.60200465,-0.60754585,"('unfair', 'fair')",-0.6020046,-0.6075459,-0.0055413
30,0.9672657,0.9143907,"('intolerant', 'tolerant')",0.9672657,0.9143907,-0.052875
31,-1.4540781,-1.3442047,"('evil', 'good')",-1.4540781,-1.3442047,0.1098734
32,1.6581296,1.5566299,"('unkind', 'kind')",1.6581296,1.5566299,-0.1014997
33,0.15644827,0.21779957,"('wrong', 'right')",0.1564483,0.2177996,0.0613513
34,4.9433837,5.0230575,"('mean', 'honorable')",4.9433837,5.0230575,0.0796738
35,-0.81743157,-0.91959065,"('corrupt', 'incorrupt')",-0.8174316,-0.9195907,-0.1021591
36,-0.28189832,-0.36082014,"('hostile', 'amicable')",-0.2818983,-0.3608201,-0.0789218
37,0.3468847,0.3951695,"('fake', 'genuine')",0.3468847,0.3951695,0.0482848
38,0.41878718,0.40524292,"('untruthful', 'truthful')",0.4187872,0.4052429,-0.0135443
39,-0.1077628,-0.11026539,"('exploitative', 'cooperative')",-0.1077628,-0.1102654,-0.0025026
40,-1.8792232,-1.9660379,"('stingy', 'generous')",-1.8792232,-1.9660379,-0.0868147
41,-0.02966778,-0.074846484,"('unforgiving', 'forgiving')",-0.0296678,-0.0748465,-0.0451787
42,-2.3243148,-2.1589637,"('unreliable', 'reliable')",-2.3243148,-2.1589637,0.1653511
43,0.67471015,0.7687183,"('irresponsible', 'responsible')",0.6747102,0.7687183,0.0940081
44,-1.5359962,-1.5824724,"('prejudiced', 'unprejudiced')",-1.5359962,-1.5824724,-0.0464762
45,0.079702064,0.04099557,"('incompetent', 'competent')",0.0797021,0.0409956,-0.0387065
46,-1.3181005,-1.2488432,"('uncompetitive', 'competitive')",-1.3181005,-1.2488432,0.0692573
47,5.3000298,5.4216957,"('stupid', 'smart')",5.3000298,5.4216957,0.1216659
48,0.6269369,0.6170546,"('unintelligent', 'intelligent')",0.6269369,0.6170546,-0.0098823
49,0.2828362,0.41006646,"('unable', 'able')",0.2828362,0.4100665,0.1272303
50,0.49013457,0.5049084,"('clumsy', 'skillful')",0.4901346,0.5049084,0.0147738
51,-0.1277405,-0.06787585,"('uneducated', 'educated')",-0.1277405,-0.0678758,0.0598647
52,-0.39968106,-0.42005888,"('irrational', 'rational')",-0.3996811,-0.4200589,-0.0203778
53,0.3891796,0.44324684,"('uncreative', 'creative')",0.3891796,0.4432468,0.0540672
54,0.71355397,0.9723339,"('incapable', 'capable')",0.713554,0.9723339,0.2587799
55,0.5425122,0.60067064,"('incompetent', 'clever')",0.5425122,0.6006706,0.0581584
56,1.0735788,1.1285461,"('impractical', 'practical')",1.0735788,1.1285461,0.0549673
57,-2.9130824,-2.8073099,"('unimaginative', 'imaginative')",-2.9130824,-2.8073099,0.1057725
58,-0.25681692,-0.26487306,"('undiscriminating', 'discriminating')",-0.2568169,-0.2648731,-0.0080562
59,0.0533078,0.14356364,"('foolish', 'wise')",0.0533078,0.1435636,0.0902558
60,0.6832479,0.71204543,"('inefficient', 'efficient')",0.6832479,0.7120454,0.0287975
61,0.21639678,0.021589195,"('illogical', 'logical')",0.2163968,0.0215892,-0.1948076
62,0.92440695,1.0371257,"('incompetent', 'brilliant')",0.9244069,1.0371257,0.1127188
63,0.33506742,0.38901275,"('unperceptive', 'insightful')",0.3350674,0.3890128,0.0539454
64,-6.8222528,-6.7115707,"('shy', 'confident')",-6.8222528,-6.7115707,0.1106821
65,0.15196995,0.19516605,"('insecure', 'secure')",0.15197,0.1951661,0.0431961
66,-0.31359583,-0.3684507,"('inactive', 'active')",-0.3135958,-0.3684507,-0.0548549
67,-0.19969052,-0.22903214,"('doubtful', 'determined')",-0.1996905,-0.2290321,-0.0293416
68,-0.9643591,-0.84130895,"('dependent', 'independent')",-0.9643591,-0.841309,0.1230501
69,-1.0236129,-1.0842803,"('lazy', 'industrious')",-1.0236129,-1.0842803,-0.0606674
70,0.67820936,0.7330233,"('lethargic', 'energetic')",0.6782094,0.7330233,0.0548139
71,0.58263713,0.5888945,"('diffident', 'self-confident')",0.5826371,0.5888945,0.0062574
72,0.35485828,0.51669836,"('unambitious', 'ambitious')",0.3548583,0.5166984,0.1618401
73,-2.9264238,-2.8048804,"('helpless', 'self-reliant')",-2.9264238,-2.8048804,0.1215434
74,-0.6077215,-0.51732296,"('undedicated', 'dedicated')",-0.6077215,-0.517323,0.0903985
75,-0.6520651,-0.5331858,"('meek', 'impulsive')",-0.6520651,-0.5331858,0.1188793
76,0.33287522,0.35897607,"('anxious', 'daring')",0.3328752,0.3589761,0.0261009
77,-0.8876445,-0.83066356,"('unmotivated', 'motivated')",-0.8876445,-0.8306636,0.0569809
78,-0.66489285,-0.66510373,"('nonresilient', 'resilient')",-0.6648929,-0.6651037,-0.0002108
79,0.26995617,0.32874975,"('wavering', 'unwavering')",0.2699562,0.3287497,0.0587935
80,-0.5466871,-0.58201885,"('dominated', 'dominating')",-0.5466871,-0.5820189,-0.0353318
81,-0.70879376,-0.5677484,"('submissive', 'aggressive')",-0.7087938,-0.5677484,0.1410454
