,abbvie_male,abbvie_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.096851744,-0.23704685,"('unsociable', 'sociable')",-0.038160145,-0.232243,-0.0675059,-0.2346449,-0.167139
1,-1.6353996,-1.7781132,"('unfriendly', 'friendly')",1.4976528,1.4458123,-0.0688734,-0.1661505,-0.0972771
2,0.51432383,0.6141877,"('unlikable', 'likable')",0.23852599,0.408338,0.3764249,0.5112629,0.134838
3,-0.25655878,-0.011456063,"('repellent', 'pleasant')",0.3815107,0.48125052,0.062476,0.2348972,0.1724212
4,0.3546772,0.1665071,"('disliked', 'liked')",-6.2354712,-6.4606667,-2.940397,-3.1470797,-0.2066827
5,-0.45838162,-0.5748485,"('distant', 'outgoing')",-0.27299693,-0.2637926,-0.3656893,-0.4193205,-0.0536312
6,-0.911272,-0.9796597,"('distant', 'open')",0.043129258,0.06926276,-0.4340714,-0.4551985,-0.0211271
7,-0.26839283,-0.21455489,"('insensitive', 'sensitive')",1.010146,0.9804528,0.3708766,0.3829489,0.0120723
8,-1.2732419,-1.3339664,"('unaffectionate', 'affectionate')",0.791217,0.7011941,-0.2410124,-0.3163861,-0.0753737
9,-1.0861623,-1.1380137,"('unaffectionate', 'caring')",1.0284663,0.9628802,-0.028848,-0.0875668,-0.0587188
10,-0.093844876,-0.0055993116,"('unsympathetic', 'sympathetic')",0.13783422,0.09632541,0.0219947,0.045363,0.0233683
11,-0.33038515,-0.17501622,"('unhelpful', 'helpful')",1.4958663,1.5830345,0.5827405,0.7040092,0.1212687
12,-0.36776364,-0.29718062,"('unsupportive', 'supportive')",-1.4956139,-1.5290706,-0.9316888,-0.9131256,0.0185632
13,0.10684526,0.14454538,"('impolite', 'polite')",-0.43839997,-0.39357454,-0.1657774,-0.1245146,0.0412628
14,0.4854219,0.55602497,"('antisocial', 'social')",-0.05213218,-0.12875646,0.2166449,0.2136343,-0.0030106
15,0.19455115,0.079523504,"('boring', 'funny')",0.5986323,0.567757,0.3965917,0.3236403,-0.0729514
16,-0.7049943,-0.7200872,"('unpopular', 'popular')",-0.12384794,-0.03295779,-0.4144211,-0.3765225,0.0378986
17,0.06985144,0.11431265,"('nasty', 'nice')",-0.557852,-0.52741414,-0.2440003,-0.2065507,0.0374496
18,-0.71199214,-0.61969584,"('disagreeable', 'welcoming')",-0.8038937,-0.7380876,-0.7579429,-0.6788917,0.0790512
19,-0.58715403,-0.6125117,"('inhospitable', 'hospitable')",-0.09079918,0.03041172,-0.3389766,-0.29105,0.0479266
20,0.1259381,0.20538737,"('rough', 'thoughtful')",1.0223844,1.0005171,0.5741612,0.6029522,0.028791
21,-0.16179028,-0.004132852,"('immoral', 'moral')",-0.6827106,-0.6053838,-0.4222504,-0.3047583,0.1174921
22,0.4565579,0.4963247,"('untrustworthy', 'trustworthy')",-0.6031436,-0.69279647,-0.0732928,-0.0982359,-0.0249431
23,-0.6576086,-0.59989715,"('insincere', 'sincere')",5.4145308,5.498186,2.3784611,2.4491444,0.0706833
24,0.2985099,0.3605699,"('dishonest', 'honest')",0.66926587,0.6619457,0.4838879,0.5112578,0.0273699
25,-0.9586047,-1.0404394,"('egoistic', 'altruistic')",1.0920073,1.0916383,0.0667013,0.0255995,-0.0411018
26,0.35512012,0.16629362,"('hardhearted', 'benevolent')",2.0441544,1.9200829,1.1996373,1.0431883,-0.156449
27,-0.29594404,-0.29248533,"('hardhearted', 'softhearted')",1.2165833,1.1338437,0.4603196,0.4206792,-0.0396404
28,-0.27206674,-0.43009648,"('disloyal', 'loyal')",0.92217356,0.7584796,0.3250534,0.1641916,-0.1608618
29,-0.321273,-0.38015866,"('unfair', 'fair')",-0.24195828,-0.38485542,-0.2816156,-0.382507,-0.1008914
30,0.520599,0.5949239,"('intolerant', 'tolerant')",1.2239943,1.2533599,0.8722966,0.9241419,0.0518453
31,-1.2560341,-1.3589965,"('evil', 'good')",-1.0377556,-1.1052114,-1.1468949,-1.2321039,-0.085209
32,-0.08505886,-0.12072154,"('unkind', 'kind')",0.8362217,0.6996393,0.3755814,0.2894589,-0.0861225
33,-0.0035057627,-0.10399313,"('wrong', 'right')",-0.53571475,-0.5858519,-0.2696103,-0.3449225,-0.0753122
34,-0.40023518,-0.26363534,"('mean', 'honorable')",5.388331,5.7101507,2.4940479,2.7232578,0.2292099
35,0.20939913,-0.08845906,"('corrupt', 'incorrupt')",-0.1644849,-0.35356823,0.0224571,-0.2210136,-0.2434707
36,-0.80221033,-1.0580178,"('hostile', 'amicable')",-0.1608521,-0.29923406,-0.4815312,-0.6786259,-0.1970947
37,0.73635423,0.733121,"('fake', 'genuine')",0.6996587,0.6830116,0.7180065,0.7080663,-0.0099402
38,-0.6801651,-0.6326853,"('untruthful', 'truthful')",-0.42697883,-0.3758078,-0.5535719,-0.5042465,0.0493254
39,0.62626225,0.75629985,"('exploitative', 'cooperative')",0.16099568,0.17077148,0.393629,0.4635357,0.0699067
40,0.57465196,0.47906965,"('stingy', 'generous')",-1.4235047,-1.5535613,-0.4244264,-0.5372459,-0.1128195
41,0.39794904,0.31813872,"('unforgiving', 'forgiving')",0.029756956,-0.08529051,0.213853,0.1164241,-0.0974289
42,0.8811923,1.0246203,"('unreliable', 'reliable')",-2.9141033,-2.8403134,-1.0164554,-0.9078466,0.1086088
43,0.22275022,0.44944224,"('irresponsible', 'responsible')",1.0992323,1.1738867,0.6609913,0.8116645,0.1506732
44,1.1565827,1.2108966,"('prejudiced', 'unprejudiced')",-1.6943233,-1.6471878,-0.2688703,-0.2181456,0.0507247
