,legacy_male,legacy_female,tuple,average_male,average_female,female-male
0,-0.03050618,-0.14821999,"('unsociable', 'sociable')",-0.0305062,-0.14822,-0.1177138
1,1.5306333,1.5854555,"('unfriendly', 'friendly')",1.5306333,1.5854555,0.0548222
2,0.4396092,0.5063914,"('unlikable', 'likable')",0.4396092,0.5063914,0.0667822
3,0.2784515,0.26842934,"('repellent', 'pleasant')",0.2784515,0.2684293,-0.0100222
4,-7.039082,-7.137282,"('disliked', 'liked')",-7.0390821,-7.1372819,-0.0981998
5,-0.46736604,-0.41008112,"('distant', 'outgoing')",-0.467366,-0.4100811,0.0572849
6,-0.092301786,-0.012962945,"('distant', 'open')",-0.0923018,-0.0129629,0.0793389
7,0.9269056,0.97690153,"('insensitive', 'sensitive')",0.9269056,0.9769015,0.0499959
8,1.3066195,1.2952954,"('unaffectionate', 'affectionate')",1.3066195,1.2952954,-0.0113241
9,2.235956,2.303789,"('unaffectionate', 'caring')",2.235956,2.3037889,0.0678329
10,0.909399,0.85677606,"('unsympathetic', 'sympathetic')",0.909399,0.8567761,-0.0526229
11,1.8492281,1.9118571,"('unhelpful', 'helpful')",1.8492281,1.9118571,0.062629
12,-0.94166696,-0.8993007,"('unsupportive', 'supportive')",-0.941667,-0.8993007,0.0423663
13,-0.11182478,-0.155536,"('impolite', 'polite')",-0.1118248,-0.155536,-0.0437112
14,0.20001791,0.09194026,"('antisocial', 'social')",0.2000179,0.0919403,-0.1080776
15,0.0023205979,-0.05474998,"('boring', 'funny')",0.0023206,-0.05475,-0.0570706
16,-0.7284012,-0.68818974,"('unpopular', 'popular')",-0.7284012,-0.6881897,0.0402115
17,-0.24120015,-0.22543943,"('nasty', 'nice')",-0.2412001,-0.2254394,0.0157607
18,-0.11094898,-0.19969791,"('disagreeable', 'welcoming')",-0.110949,-0.1996979,-0.0887489
19,-0.13868567,-0.060424685,"('inhospitable', 'hospitable')",-0.1386857,-0.0604247,0.078261
20,0.9551411,0.85834306,"('rough', 'thoughtful')",0.9551411,0.8583431,-0.096798
