,lkq_male,lkq_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5622132,-0.8914038,"('unsociable', 'sociable')",0.04719196,-0.077873155,-0.2575106,-0.4846385,-0.2271279
1,-1.5695999,-1.734135,"('unfriendly', 'friendly')",1.0514578,0.727443,-0.2590711,-0.503346,-0.2442749
2,1.157619,1.0434488,"('unlikable', 'likable')",0.78628176,0.7675396,0.9719504,0.9054942,-0.0664562
3,0.03921292,0.11098979,"('repellent', 'pleasant')",0.67947274,0.7824589,0.3593428,0.4467244,0.0873816
4,0.09959525,0.13330968,"('disliked', 'liked')",-6.130359,-6.1364703,-3.0153821,-3.0015802,0.0138019
5,-0.96451926,-0.95373464,"('distant', 'outgoing')",-0.7573454,-0.8301107,-0.8609324,-0.8919227,-0.0309903
6,-1.3033737,-1.274346,"('distant', 'open')",-0.6844042,-0.81921643,-0.993889,-1.0467812,-0.0528922
7,-0.30382538,-0.28421837,"('insensitive', 'sensitive')",0.49418202,0.5126701,0.0951783,0.1142259,0.0190476
8,-1.0101343,-1.1185803,"('unaffectionate', 'affectionate')",0.25192675,0.037966527,-0.3791038,-0.5403069,-0.1612031
9,-1.0765387,-1.2103523,"('unaffectionate', 'caring')",0.7519722,0.6032468,-0.1622832,-0.3035527,-0.1412695
10,-0.506252,-0.6932583,"('unsympathetic', 'sympathetic')",-0.551919,-0.58200204,-0.5290855,-0.6376302,-0.1085447
11,-0.10920977,-0.26844347,"('unhelpful', 'helpful')",1.7285571,1.7349385,0.8096737,0.7332475,-0.0764262
12,-0.22068578,-0.2509081,"('unsupportive', 'supportive')",-1.9504312,-1.9338964,-1.0855585,-1.0924022,-0.0068437
13,-0.26681504,-0.4040821,"('impolite', 'polite')",-0.54211634,-0.43378425,-0.4044657,-0.4189332,-0.0144675
14,0.77080405,0.7114938,"('antisocial', 'social')",0.53655237,0.5317739,0.6536782,0.6216339,-0.0320443
15,0.34070337,0.21772999,"('boring', 'funny')",0.28230405,0.22273442,0.3115037,0.2202322,-0.0912715
16,-0.30996123,-0.25732747,"('unpopular', 'popular')",0.41941875,0.39450824,0.0547288,0.0685904,0.0138616
17,-0.29851508,-0.23972447,"('nasty', 'nice')",-0.56132793,-0.51467764,-0.4299215,-0.3772011,0.0527204
18,-0.4875002,-0.49422374,"('disagreeable', 'welcoming')",-0.66265893,-0.80735403,-0.5750796,-0.6507889,-0.0757093
19,-0.91825557,-0.94932085,"('inhospitable', 'hospitable')",-0.8722378,-0.92243135,-0.8952467,-0.9358761,-0.0406294
20,0.018194258,-0.021465223,"('rough', 'thoughtful')",0.67256576,0.6252088,0.34538,0.3018718,-0.0435082
21,0.12719683,0.020725619,"('immoral', 'moral')",-0.41484222,-0.36697394,-0.1438227,-0.1731242,-0.0293015
22,0.25284162,0.16132368,"('untrustworthy', 'trustworthy')",-0.96029687,-0.97069466,-0.3537276,-0.4046855,-0.0509579
23,-0.4142152,-0.524377,"('insincere', 'sincere')",5.5435915,5.4923496,2.5646882,2.4839864,-0.0807018
24,-0.47465658,-0.56903076,"('dishonest', 'honest')",0.5311115,0.5604088,0.0282274,-0.004311,-0.0325384
25,-0.84398204,-0.8223654,"('egoistic', 'altruistic')",0.96082634,0.7812829,0.0584221,-0.0205413,-0.0789634
26,7.879734e-05,-0.15197843,"('hardhearted', 'benevolent')",1.7341346,1.5064074,0.8671067,0.6772145,-0.1898922
27,-0.50544465,-0.5273141,"('hardhearted', 'softhearted')",0.7301806,0.62463087,0.112368,0.0486584,-0.0637096
28,-0.78649336,-0.80488497,"('disloyal', 'loyal')",0.9908336,0.86030704,0.1021701,0.027711,-0.0744591
29,-0.17955194,-0.1929965,"('unfair', 'fair')",-0.80963963,-0.88654786,-0.4945958,-0.5397722,-0.0451764
30,0.7150087,0.56758726,"('intolerant', 'tolerant')",1.311428,1.2914554,1.0132183,0.9295213,-0.083697
31,-1.3620126,-1.2353394,"('evil', 'good')",-0.893722,-1.0366486,-1.1278673,-1.135994,-0.0081267
32,-0.20866866,-0.41061562,"('unkind', 'kind')",0.49044344,0.3260328,0.1408874,-0.0422914,-0.1831788
33,-0.37166715,-0.42820817,"('wrong', 'right')",-0.52287984,-0.61049336,-0.4472735,-0.5193508,-0.0720773
34,-0.44202957,-0.36413875,"('mean', 'honorable')",5.3150845,5.42649,2.4365275,2.5311756,0.0946481
35,-0.66162354,-0.6142259,"('corrupt', 'incorrupt')",-0.46629053,-0.60256594,-0.563957,-0.6083959,-0.0444389
36,-1.0323104,-1.0165482,"('hostile', 'amicable')",-0.06374937,-0.25609645,-0.5480299,-0.6363223,-0.0882924
37,-0.20102055,-0.26764545,"('fake', 'genuine')",-0.3020446,-0.32687792,-0.2515326,-0.2972617,-0.0457291
38,-0.8421733,-0.90722024,"('untruthful', 'truthful')",0.04669907,0.12877011,-0.3977371,-0.3892251,0.008512
