,sba_male,sba_female,tuple,communications_male,communications_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.16036183,-0.30131507,"('unsociable', 'sociable')",0.18460499,-0.040439084,-0.099617004,-0.27488,-0.0251246,-0.2055447,-0.1804201
1,-1.8174415,-1.8398004,"('unfriendly', 'friendly')",0.6795372,0.57245576,0.6508914,0.535861,-0.1623376,-0.2438279,-0.0814903
2,1.2095463,1.2161927,"('unlikable', 'likable')",1.6281171,1.76108,1.310592,1.4183389,1.3827518,1.4652039,0.0824521
3,0.704028,0.81566095,"('repellent', 'pleasant')",0.52070963,0.60860795,0.8572382,0.8072286,0.693992,0.7438325,0.0498405
4,-0.2319266,-0.24394241,"('disliked', 'liked')",-0.5316391,-0.5854593,-5.1122785,-5.1815677,-1.9586147,-2.0036564,-0.0450417
5,-1.0897232,-1.0198385,"('distant', 'outgoing')",-0.28891015,-0.03768026,-1.0758785,-0.94238627,-0.8181706,-0.666635,0.1515356
6,-1.429624,-1.3264861,"('distant', 'open')",-1.1430669,-0.9621936,-1.377921,-1.2793826,-1.3168707,-1.1893541,0.1275166
7,0.29451478,0.33804765,"('insensitive', 'sensitive')",-0.03509453,0.010275181,-0.086755104,-0.07249373,0.057555,0.091943,0.034388
8,-1.4980047,-1.5296009,"('unaffectionate', 'affectionate')",-0.6233768,-0.5563722,-0.11356734,-0.09046863,-0.744983,-0.7254806,0.0195024
9,-1.0050478,-1.0582973,"('unaffectionate', 'caring')",-0.026968716,-0.018385045,0.6422253,0.6428552,-0.1299304,-0.144609,-0.0146786
10,-0.083422534,-0.07871709,"('unsympathetic', 'sympathetic')",-0.13624802,-0.19193193,-0.56806195,-0.6016775,-0.2625775,-0.2907755,-0.028198
11,0.6595195,0.6379503,"('unhelpful', 'helpful')",1.3295227,1.3056265,2.2955768,2.3526952,1.4282064,1.4320908,0.0038844
12,0.07178494,0.19259533,"('unsupportive', 'supportive')",-0.15583077,0.08057448,-1.8759286,-1.7837129,-0.6533248,-0.5035144,0.1498104
13,0.48011407,0.43692008,"('impolite', 'polite')",0.68688565,0.66020954,-0.48176515,-0.44199848,0.2284115,0.218377,-0.0100345
14,0.8778928,0.8500746,"('antisocial', 'social')",1.8446927,1.8022896,0.4085348,0.29904345,1.0437067,0.9838026,-0.0599041
15,0.6599414,0.519559,"('boring', 'funny')",0.5956048,0.5251675,0.43836966,0.42681372,0.5646386,0.4905134,-0.0741252
16,-0.63939,-0.65292656,"('unpopular', 'popular')",-0.48689684,-0.5161493,0.6920723,0.5863035,-0.1447382,-0.1942575,-0.0495193
17,0.18399194,0.24823621,"('nasty', 'nice')",-0.81267065,-0.75417626,-0.29260805,-0.2967899,-0.3070956,-0.2675767,0.0395189
18,-0.70898867,-0.675289,"('disagreeable', 'welcoming')",0.12440166,0.14876951,-0.67016506,-0.64731085,-0.4182507,-0.3912768,0.0269739
19,-0.5729739,-0.51974696,"('inhospitable', 'hospitable')",-0.746431,-0.67234796,-0.91262525,-0.7345259,-0.7440101,-0.6422069,0.1018032
20,0.17104407,0.21761805,"('rough', 'thoughtful')",0.07522325,0.1361679,0.24545123,0.23377681,0.1639062,0.1958542,0.031948
21,1.0504955,1.0196853,"('immoral', 'moral')",1.3808097,1.2936404,0.003822051,0.018623158,0.8117091,0.7773163,-0.0343928
22,0.3192951,0.35620296,"('untrustworthy', 'trustworthy')",0.8544748,0.75235015,-0.5198843,-0.5358146,0.2179619,0.1909129,-0.027049
23,0.56538475,0.5527232,"('insincere', 'sincere')",0.9526805,0.9132294,4.8818593,4.7999053,2.1333081,2.0886192,-0.0446889
24,0.6486154,0.6814902,"('dishonest', 'honest')",0.47656605,0.56236,0.5066971,0.58338463,0.5439595,0.6090783,0.0651188
25,-1.0624566,-1.106585,"('egoistic', 'altruistic')",0.7828848,0.7281761,0.98711497,0.8865297,0.2358477,0.1693736,-0.0664741
