,capri_male,capri_female,tuple,holdings_male,holdings_female,limited_male,limited_female,average_male,average_female,female-male
0,-0.8347859,-0.84688723,"('unsociable', 'sociable')",-0.38585278,-0.58669907,0.9239655,0.7651796,-0.098891,-0.2228023,-0.1239113
1,-1.2302148,-1.1747984,"('unfriendly', 'friendly')",0.35992372,0.25857747,1.18682,1.1042913,0.1055096,0.0626901,-0.0428195
2,0.9002621,0.9518684,"('unlikable', 'likable')",1.8120174,1.9288784,0.6615043,0.7917483,1.1245946,1.224165,0.0995704
3,-0.2555915,-0.11361201,"('repellent', 'pleasant')",-0.22247824,-0.21745718,0.45555723,0.49506167,-0.0075042,0.0546642,0.0621684
4,0.09717242,0.097772725,"('disliked', 'liked')",0.69314736,0.72537005,-3.4280045,-3.4492378,-0.8792283,-0.875365,0.0038633
5,-0.8000965,-0.77130586,"('distant', 'outgoing')",-0.2998212,-0.25197846,-0.48054916,-0.51555634,-0.5268222,-0.5129469,0.0138753
6,-1.1953791,-1.1054515,"('distant', 'open')",-0.19405545,-0.16143127,0.5068853,0.41442266,-0.2941831,-0.2841534,0.0100297
7,-0.049974557,0.050169464,"('insensitive', 'sensitive')",0.034930523,0.025022835,0.6677033,0.6765776,0.2175531,0.25059,0.0330369
8,-0.7674564,-0.77464026,"('unaffectionate', 'affectionate')",0.10406624,0.11127575,-0.23742987,-0.31070867,-0.3002733,-0.3246911,-0.0244178
9,-0.553895,-0.5252438,"('unaffectionate', 'caring')",0.59422064,0.5028194,0.627988,0.56983316,0.2227712,0.1824696,-0.0403016
10,-0.5944259,-0.46499068,"('unsympathetic', 'sympathetic')",-0.9396628,-1.013488,0.4252083,0.4605437,-0.3696268,-0.3393117,0.0303151
11,-0.08524632,-0.04726515,"('unhelpful', 'helpful')",-0.7615735,-0.78276837,1.3265756,1.3471494,0.1599186,0.1723719,0.0124533
12,-0.408483,-0.25347018,"('unsupportive', 'supportive')",-0.10472064,0.0056941323,-1.1546535,-1.1437094,-0.5559524,-0.4638285,0.0921239
13,-0.46205565,-0.50113285,"('impolite', 'polite')",-0.7846155,-0.8323523,0.63158476,0.5566732,-0.2050288,-0.2589373,-0.0539085
14,0.5419841,0.5749226,"('antisocial', 'social')",1.5115116,1.5178634,0.92056835,0.890036,0.9913546,0.994274,0.0029194
15,0.28336182,0.13735761,"('boring', 'funny')",-0.35179338,-0.35964447,0.51921046,0.4890573,0.1502596,0.0889235,-0.0613361
16,-0.195621,-0.13177927,"('unpopular', 'popular')",-0.35054284,-0.26781535,0.6026515,0.5978794,0.0188292,0.0660949,0.0472657
17,0.6910236,0.7333668,"('nasty', 'nice')",-0.9306909,-0.8327203,-0.13113762,-0.1364445,-0.1236016,-0.0785993,0.0450023
18,-0.48467782,-0.38849705,"('disagreeable', 'welcoming')",0.07146928,0.13126656,-1.112213,-1.1173037,-0.5084739,-0.4581781,0.0502958
19,-1.5113379,-1.4614607,"('inhospitable', 'hospitable')",-1.21873,-1.1318418,-0.9306706,-0.9525667,-1.2202462,-1.1819564,0.0382898
20,-0.26473194,-0.08521466,"('rough', 'thoughtful')",-0.605656,-0.47046748,0.60621303,0.5907894,-0.0880583,0.0117024,0.0997607
21,-0.46729645,-0.45284668,"('immoral', 'moral')",-0.75719005,-0.76464653,0.056736454,0.06942545,-0.38925,-0.3826892,0.0065608
22,0.057594564,0.16862524,"('untrustworthy', 'trustworthy')",-0.70911473,-0.6506912,-0.6838121,-0.70275545,-0.4451108,-0.3949405,0.0501703
23,-1.1749529,-1.1218071,"('insincere', 'sincere')",-0.67490464,-0.8427366,3.846087,3.7475505,0.6654098,0.5943356,-0.0710742
24,-0.19362538,-0.22502825,"('dishonest', 'honest')",-0.76353806,-0.79217184,-0.10361136,-0.08006739,-0.3535916,-0.3657558,-0.0121642
25,0.35490322,0.28275666,"('egoistic', 'altruistic')",1.3550261,1.2958497,0.80049306,0.72340655,0.8368075,0.7673376,-0.0694699
26,0.20858039,0.22899142,"('hardhearted', 'benevolent')",2.3170295,2.325237,2.2332747,2.1517124,1.5862948,1.5686471,-0.0176477
27,0.0774674,0.2190668,"('hardhearted', 'softhearted')",0.18371677,0.09815638,0.4885199,0.34347838,0.2499014,0.2202339,-0.0296675
28,0.2092793,0.12689066,"('disloyal', 'loyal')",0.1975951,0.042649515,0.7856062,0.7009511,0.3974935,0.2901638,-0.1073297
29,0.16865212,0.15634026,"('unfair', 'fair')",-0.24640095,-0.25127304,-0.7833691,-0.88226783,-0.2870393,-0.3257335,-0.0386942
30,0.43480027,0.4474702,"('intolerant', 'tolerant')",1.0609443,1.0100342,1.4661984,1.390042,0.9873144,0.9491821,-0.0381323
31,-1.2135297,-1.1169025,"('evil', 'good')",-0.504054,-0.44029707,-1.1604328,-1.2079152,-0.9593388,-0.9217049,0.0376339
32,-0.04543227,-0.075625315,"('unkind', 'kind')",0.19704586,0.05840136,0.8682964,0.7730736,0.33997,0.2519499,-0.0880201
33,0.48438308,0.42554814,"('wrong', 'right')",0.5206947,0.55753744,-0.27795944,-0.3466702,0.2423728,0.2121385,-0.0302343
34,-1.1392639,-1.0234649,"('mean', 'honorable')",-0.5256648,-0.4314205,3.5537124,3.6388848,0.6295946,0.7279998,0.0984052
35,0.77382,0.7336599,"('corrupt', 'incorrupt')",-0.7858653,-0.70189536,-1.1419168,-1.2349776,-0.384654,-0.401071,-0.016417
36,-0.7274356,-0.7061397,"('hostile', 'amicable')",-0.14894223,-0.25417608,-0.48655036,-0.6963051,-0.4543094,-0.552207,-0.0978976
37,-0.22360069,-0.19754703,"('fake', 'genuine')",-0.57140225,-0.5157784,0.42932495,0.47642803,-0.1218927,-0.0789658,0.0429269
38,-0.5628889,-0.536192,"('untruthful', 'truthful')",-0.4790712,-0.48979914,-0.10278973,-0.04934301,-0.3815833,-0.3584447,0.0231386
39,0.27182296,0.2967687,"('exploitative', 'cooperative')",-0.6051313,-0.55746484,0.22347811,0.16701102,-0.0366101,-0.0312284,0.0053817
40,0.071379155,0.15485479,"('stingy', 'generous')",0.67409635,0.7019206,-0.5623357,-0.5802911,0.0610466,0.0921614,0.0311148
41,-0.1233702,-0.015797699,"('unforgiving', 'forgiving')",0.4309902,0.42205924,0.80260324,0.76288074,0.3700744,0.3897141,0.0196397
42,1.1131259,1.2076476,"('unreliable', 'reliable')",1.1752365,1.2715552,-1.4111748,-1.3655877,0.2923959,0.371205,0.0788091
43,-0.11996445,-0.039241076,"('irresponsible', 'responsible')",-0.44806045,-0.425888,0.7152811,0.6774902,0.0490854,0.070787,0.0217016
44,0.00035196915,-0.016706515,"('prejudiced', 'unprejudiced')",-0.4906968,-0.38208586,-1.6249279,-1.5653216,-0.7050909,-0.6547047,0.0503862
45,-0.62341994,-0.44708803,"('incompetent', 'competent')",0.060234994,0.054761477,1.5496866,1.5028992,0.3288339,0.3701909,0.041357
46,-0.2309354,-0.101814896,"('uncompetitive', 'competitive')",0.43887085,0.44058907,1.1488602,1.159434,0.4522652,0.4994027,0.0471375
47,0.7696531,0.8514894,"('stupid', 'smart')",0.108602144,0.14627655,4.660442,4.72031,1.8462324,1.9060254,0.059793
