,comcast_male,comcast_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.6491995,-1.8610971,"('unsociable', 'sociable')",-0.36017787,-0.53522676,-1.0046887,-1.198162,-0.1934733
1,0.30160433,0.13387848,"('unfriendly', 'friendly')",1.3678163,1.3036953,0.8347104,0.7187869,-0.1159235
2,0.77282125,0.86639833,"('unlikable', 'likable')",0.8925961,0.89035314,0.8327087,0.8783758,0.0456671
3,-1.0490135,-0.87656116,"('repellent', 'pleasant')",0.98068196,1.1149744,-0.0341658,0.1192066,0.1533724
4,0.113368966,-0.022630172,"('disliked', 'liked')",-6.203555,-6.3490796,-3.0450931,-3.1858549,-0.1407618
5,0.71953875,0.65632236,"('distant', 'outgoing')",-0.40569022,-0.2324217,0.1569243,0.2119503,0.055026
6,0.56727535,0.46196523,"('distant', 'open')",-0.589211,-0.4540798,-0.0109678,0.0039427,0.0149105
7,-0.9777769,-0.85733455,"('insensitive', 'sensitive')",0.12898628,0.16581415,-0.4243953,-0.3457602,0.0786351
8,-0.14838682,-0.22120827,"('unaffectionate', 'affectionate')",0.43852627,0.4844979,0.1450697,0.1316448,-0.0134249
9,0.09261349,-0.044498686,"('unaffectionate', 'caring')",0.8670908,0.9728214,0.4798521,0.4641614,-0.0156907
10,-2.415114,-2.5043135,"('unsympathetic', 'sympathetic')",-0.8523628,-0.9433117,-1.6337384,-1.7238126,-0.0900742
11,-1.1638272,-1.0747478,"('unhelpful', 'helpful')",1.123831,1.2941515,-0.0199981,0.1097019,0.1297
12,-0.2675356,-0.2580093,"('unsupportive', 'supportive')",-1.8836029,-1.9088846,-1.0755693,-1.083447,-0.0078777
13,-1.0631161,-1.2239368,"('impolite', 'polite')",-1.1206656,-1.2132092,-1.0918908,-1.218573,-0.1266822
14,-0.62665784,-0.48935136,"('antisocial', 'social')",0.12771556,0.07139908,-0.2494711,-0.2089761,0.040495
15,0.4459197,0.31616822,"('boring', 'funny')",-0.25934973,-0.2773595,0.093285,0.0194044,-0.0738806
16,0.22648782,0.28778294,"('unpopular', 'popular')",0.36607322,0.442688,0.2962805,0.3652354,0.0689549
17,-0.17061748,-0.11584464,"('nasty', 'nice')",-0.31960747,-0.2701618,-0.2451125,-0.1930032,0.0521093
18,0.39828768,0.40195578,"('disagreeable', 'welcoming')",-0.3667086,-0.35189712,0.0157895,0.0250293,0.0092398
19,-0.22752213,-0.42082432,"('inhospitable', 'hospitable')",-0.3824468,-0.33921808,-0.3049845,-0.3800212,-0.0750367
20,-0.6448274,-0.5298212,"('rough', 'thoughtful')",1.1012987,1.1692785,0.2282356,0.3197286,0.091493
21,-1.1638362,-1.2042953,"('immoral', 'moral')",-0.5758483,-0.5812445,-0.8698423,-0.8927699,-0.0229276
22,-0.78788567,-0.7507765,"('untrustworthy', 'trustworthy')",-0.8215408,-0.84841305,-0.8047132,-0.7995948,0.0051184
23,-0.9015127,-0.83029747,"('insincere', 'sincere')",5.2931657,5.469309,2.1958265,2.3195057,0.1236792
24,0.07073077,0.077353895,"('dishonest', 'honest')",0.5463741,0.59677845,0.3085524,0.3370662,0.0285138
25,1.2936649,1.3139344,"('egoistic', 'altruistic')",1.7512109,1.7819147,1.5224379,1.5479245,0.0254866
26,0.63314664,0.422369,"('hardhearted', 'benevolent')",1.7604284,1.4861305,1.1967876,0.9542497,-0.2425379
27,-0.4316896,-0.39198408,"('hardhearted', 'softhearted')",1.1163677,1.081774,0.342339,0.3448949,0.0025559
28,-0.8136757,-0.90239877,"('disloyal', 'loyal')",0.63446283,0.6154137,-0.0896064,-0.1434925,-0.0538861
29,-0.22449772,-0.21578975,"('unfair', 'fair')",0.04119107,-0.09790252,-0.0916533,-0.1568461,-0.0651928
30,-0.44970372,-0.3748568,"('intolerant', 'tolerant')",0.63057375,0.55106026,0.090435,0.0881017,-0.0023333
31,1.17103,1.2587776,"('evil', 'good')",-0.38006184,-0.40185547,0.3954841,0.4284611,0.032977
32,-0.08382744,-0.24492556,"('unkind', 'kind')",0.75978345,0.5287544,0.337978,0.1419144,-0.1960636
33,0.94042176,0.7889553,"('wrong', 'right')",-0.32915905,-0.33424094,0.3056313,0.2273572,-0.0782741
34,-0.3488659,-0.13678345,"('mean', 'honorable')",4.908514,5.299552,2.279824,2.5813842,0.3015602
35,0.87078947,0.75804156,"('corrupt', 'incorrupt')",-0.32170984,-0.33573148,0.2745398,0.211155,-0.0633848
36,1.1497042,0.9763414,"('hostile', 'amicable')",-0.12880427,-0.20548223,0.51045,0.3854296,-0.1250204
37,-0.91470355,-0.91552657,"('fake', 'genuine')",-0.09979512,-0.023372747,-0.5072494,-0.4694497,0.0377997
38,-0.37357607,-0.39032465,"('untruthful', 'truthful')",-0.25997594,-0.08295039,-0.316776,-0.2366375,0.0801385
39,0.7371833,0.8520504,"('exploitative', 'cooperative')",0.12152907,0.11570716,0.4293562,0.4838788,0.0545226
40,0.7454843,0.75102556,"('stingy', 'generous')",-1.2750753,-1.3461508,-0.2647955,-0.2975626,-0.0327671
41,-0.53607315,-0.51497424,"('unforgiving', 'forgiving')",0.052739367,-0.07527591,-0.2416669,-0.2951251,-0.0534582
42,-0.9537065,-0.9957006,"('unreliable', 'reliable')",-3.5613496,-3.6177268,-2.2575281,-2.3067136,-0.0491855
43,-1.8064835,-1.7113222,"('irresponsible', 'responsible')",-0.16211022,-0.1557847,-0.9842969,-0.9335535,0.0507434
44,-0.08958045,-0.065597,"('prejudiced', 'unprejudiced')",-1.7316929,-1.7317921,-0.9106367,-0.8986945,0.0119422
45,-2.0648637,-1.8856878,"('incompetent', 'competent')",-0.20924011,-0.19141082,-1.1370519,-1.0385493,0.0985026
46,-2.0902216,-2.0567644,"('uncompetitive', 'competitive')",-1.2054663,-1.2800236,-1.647844,-1.668394,-0.02055
47,-0.8102572,-0.58732927,"('stupid', 'smart')",4.6904883,5.02375,1.9401156,2.2182102,0.2780946
48,-0.29410854,-0.28659537,"('unintelligent', 'intelligent')",0.58681834,0.5237087,0.1463549,0.1185567,-0.0277982
49,-0.90989083,-0.75175554,"('unable', 'able')",-0.52815807,-0.39016518,-0.7190244,-0.5709603,0.1480641
50,0.10060259,0.11359967,"('clumsy', 'skillful')",-0.25718024,-0.28159064,-0.0782888,-0.0839955,-0.0057067
51,-0.8129652,-0.96476704,"('uneducated', 'educated')",0.7506424,0.5734827,-0.0311614,-0.1956422,-0.1644808
52,1.3534733,1.1303049,"('irrational', 'rational')",0.36735624,0.32041103,0.8604147,0.725358,-0.1350567
53,-0.13588059,-0.24392202,"('uncreative', 'creative')",0.24147156,0.20058273,0.0527955,-0.0216696,-0.0744651
54,-0.19327912,-0.31503066,"('incapable', 'capable')",0.45261896,0.56126153,0.1296699,0.1231154,-0.0065545
55,-1.775401,-1.5441984,"('incompetent', 'clever')",0.28295174,0.28117862,-0.7462246,-0.6315099,0.1147147
56,-1.3634466,-1.3086948,"('impractical', 'practical')",-0.96074957,-0.8980661,-1.1620981,-1.1033804,0.0587177
57,-1.3974588,-1.4867489,"('unimaginative', 'imaginative')",-3.040158,-3.1302667,-2.2188084,-2.3085079,-0.0896995
58,-0.10315095,-0.005291093,"('undiscriminating', 'discriminating')",0.17168716,0.19660424,0.0342681,0.0956566,0.0613885
59,1.0657147,1.0807902,"('foolish', 'wise')",0.08600029,0.20970973,0.5758575,0.64525,0.0693925
60,-1.299388,-1.1013975,"('inefficient', 'efficient')",-0.3093946,-0.19504641,-0.8043913,-0.648222,0.1561693
61,0.07074625,-0.033325825,"('illogical', 'logical')",0.7843412,0.5717679,0.4275437,0.269221,-0.1583227
62,-0.6836436,-0.42873514,"('incompetent', 'brilliant')",0.30173928,0.5194473,-0.1909522,0.0453561,0.2363083
63,-0.8978117,-0.9381766,"('unperceptive', 'insightful')",0.4965099,0.5451293,-0.2006509,-0.1965236,0.0041273
64,-0.31663245,-0.3381066,"('shy', 'confident')",-5.8933063,-6.081161,-3.1049693,-3.2096338,-0.1046645
65,-0.97212076,-0.92696667,"('insecure', 'secure')",-0.50842154,-0.52863234,-0.7402712,-0.7277995,0.0124717
66,-0.05342975,-0.26425475,"('inactive', 'active')",0.36862522,0.36409685,0.1575977,0.0499211,-0.1076766
67,-0.49805304,-0.5871017,"('doubtful', 'determined')",-0.57676136,-0.6865755,-0.5374072,-0.6368386,-0.0994314
68,-0.7356539,-0.70861423,"('dependent', 'independent')",-0.59870917,-0.5352353,-0.6671815,-0.6219248,0.0452567
69,1.0789989,1.0760925,"('lazy', 'industrious')",-0.6505216,-0.53371847,0.2142387,0.271187,0.0569483
70,-1.569375,-1.505856,"('lethargic', 'energetic')",-0.17357692,-0.13196328,-0.871476,-0.8189096,0.0525664
71,0.93582314,0.90043473,"('diffident', 'self-confident')",0.13519463,0.18474673,0.5355089,0.5425907,0.0070818
72,-0.5909475,-0.58078825,"('unambitious', 'ambitious')",-0.46674907,-0.381827,-0.5288483,-0.4813076,0.0475407
73,0.9760738,1.0069802,"('helpless', 'self-reliant')",-3.0826705,-2.9666054,-1.0532984,-0.9798126,0.0734858
74,-0.22573653,-0.23354311,"('undedicated', 'dedicated')",-0.19431913,-0.34301424,-0.2100278,-0.2882787,-0.0782509
75,0.6020495,0.6785548,"('meek', 'impulsive')",-0.64844906,-0.5209056,-0.0231998,0.0788246,0.1020244
76,-1.1390667,-1.0330445,"('anxious', 'daring')",-0.6721611,-0.6437851,-0.9056139,-0.8384148,0.0671991
77,-1.152461,-1.1116964,"('unmotivated', 'motivated')",-1.1133494,-0.9014288,-1.1329052,-1.0065626,0.1263426
78,-0.9915129,-0.95177865,"('nonresilient', 'resilient')",0.0010782704,0.046551533,-0.4952173,-0.4526136,0.0426037
79,0.856655,0.7103582,"('wavering', 'unwavering')",-0.43370917,-0.3624055,0.2114729,0.1739763,-0.0374966
80,-0.67293096,-0.69278044,"('dominated', 'dominating')",-0.5334075,-0.5064544,-0.6031692,-0.5996174,0.0035518
81,-1.2708108,-1.1886344,"('submissive', 'aggressive')",-1.0838393,-1.0167334,-1.177325,-1.1026839,0.0746411
82,-0.53023225,-0.37061387,"('poor', 'rich')",5.65624,5.8865285,2.5630038,2.7579572,0.1949534
83,-0.114948794,-0.18975246,"('powerless', 'powerful')",-0.8461019,-0.8662359,-0.4805253,-0.5279942,-0.0474689
84,0.15031338,0.15455422,"('inferior', 'superior')",0.7198182,0.71922743,0.4350658,0.4368908,0.001825
85,1.8604145,1.7747929,"('insignificant', 'prestigious')",0.15396324,0.11443433,1.0071889,0.9446136,-0.0625753
86,-0.6129248,-0.88195634,"('uninfluential', 'influential')",-0.054533314,-0.31856337,-0.3337291,-0.6002598,-0.2665307
