,backdrop_male,backdrop_female,tuple,average_male,average_female,female-male
0,0.19799769,0.07736561,"('unsociable', 'sociable')",0.1979977,0.0773656,-0.1206321
1,1.1906309,1.0812792,"('unfriendly', 'friendly')",1.1906309,1.0812792,-0.1093517
2,0.48492822,0.6746742,"('unlikable', 'likable')",0.4849282,0.6746742,0.189746
3,0.7696241,0.96351194,"('repellent', 'pleasant')",0.7696241,0.9635119,0.1938878
4,-6.827674,-6.9364767,"('disliked', 'liked')",-6.8276739,-6.9364767,-0.1088028
5,-0.6765673,-0.55187124,"('distant', 'outgoing')",-0.6765673,-0.5518712,0.1246961
6,-0.38843727,-0.28086364,"('distant', 'open')",-0.3884373,-0.2808636,0.1075737
7,0.87280995,0.97600114,"('insensitive', 'sensitive')",0.8728099,0.9760011,0.1031912
8,0.88176906,0.81469357,"('unaffectionate', 'affectionate')",0.8817691,0.8146936,-0.0670755
9,1.3051915,1.351369,"('unaffectionate', 'caring')",1.3051915,1.351369,0.0461775
10,1.3576823,1.5062866,"('unsympathetic', 'sympathetic')",1.3576823,1.5062866,0.1486043
11,2.1372838,2.0801773,"('unhelpful', 'helpful')",2.1372838,2.0801773,-0.0571065
12,-1.5450456,-1.4786872,"('unsupportive', 'supportive')",-1.5450456,-1.4786872,0.0663584
13,0.4427895,0.41163936,"('impolite', 'polite')",0.4427895,0.4116394,-0.0311501
14,0.017577816,-0.09629073,"('antisocial', 'social')",0.0175778,-0.0962907,-0.1138685
15,0.6002499,0.36876082,"('boring', 'funny')",0.6002499,0.3687608,-0.2314891
16,-0.16942948,-0.14953405,"('unpopular', 'popular')",-0.1694295,-0.149534,0.0198955
17,-0.086471155,-0.08687872,"('nasty', 'nice')",-0.0864712,-0.0868787,-0.0004075
18,-0.7367754,-0.86991453,"('disagreeable', 'welcoming')",-0.7367754,-0.8699145,-0.1331391
19,-0.7385106,-0.64465123,"('inhospitable', 'hospitable')",-0.7385106,-0.6446512,0.0938594
20,0.69723403,0.6076871,"('rough', 'thoughtful')",0.697234,0.6076871,-0.0895469
21,0.23849048,0.467669,"('immoral', 'moral')",0.2384905,0.467669,0.2291785
22,-0.23883805,-0.17587154,"('untrustworthy', 'trustworthy')",-0.238838,-0.1758715,0.0629665
23,6.1014533,6.159541,"('insincere', 'sincere')",6.1014533,6.1595411,0.0580878
24,1.7989391,1.9466684,"('dishonest', 'honest')",1.7989391,1.9466684,0.1477293
25,0.35502338,0.17976755,"('egoistic', 'altruistic')",0.3550234,0.1797675,-0.1752559
26,0.3052823,0.056647167,"('hardhearted', 'benevolent')",0.3052823,0.0566472,-0.2486351
27,1.3453313,1.2320282,"('hardhearted', 'softhearted')",1.3453313,1.2320282,-0.1133031
28,1.1681652,1.1170955,"('disloyal', 'loyal')",1.1681652,1.1170955,-0.0510697
29,-0.6370127,-0.71993166,"('unfair', 'fair')",-0.6370127,-0.7199317,-0.082919
30,0.89120454,0.9415715,"('intolerant', 'tolerant')",0.8912045,0.9415715,0.050367
31,-1.5940628,-1.5690267,"('evil', 'good')",-1.5940628,-1.5690267,0.0250361
32,1.593341,1.5257118,"('unkind', 'kind')",1.593341,1.5257118,-0.0676292
33,-0.6430186,-0.498237,"('wrong', 'right')",-0.6430186,-0.498237,0.1447816
34,4.3092227,4.5217085,"('mean', 'honorable')",4.3092227,4.5217085,0.2124858
35,-1.1946709,-1.4185711,"('corrupt', 'incorrupt')",-1.1946709,-1.4185711,-0.2239002
36,-1.0658699,-1.2612431,"('hostile', 'amicable')",-1.0658699,-1.2612431,-0.1953732
37,0.9469923,0.9488937,"('fake', 'genuine')",0.9469923,0.9488937,0.0019014
38,-0.038094394,0.00035799295,"('untruthful', 'truthful')",-0.0380944,0.000358,0.0384524
39,0.20875973,0.19976148,"('exploitative', 'cooperative')",0.2087597,0.1997615,-0.0089982
40,-1.6205325,-1.6997558,"('stingy', 'generous')",-1.6205325,-1.6997558,-0.0792233
41,-0.07484837,-0.026455993,"('unforgiving', 'forgiving')",-0.0748484,-0.026456,0.0483924
42,-1.817836,-1.8544501,"('unreliable', 'reliable')",-1.817836,-1.8544501,-0.0366141
43,1.2019434,1.3081157,"('irresponsible', 'responsible')",1.2019434,1.3081157,0.1061723
44,-1.0903035,-1.2027911,"('prejudiced', 'unprejudiced')",-1.0903035,-1.2027911,-0.1124876
45,0.45263392,0.575343,"('incompetent', 'competent')",0.4526339,0.575343,0.1227091
46,-0.32341313,-0.23709504,"('uncompetitive', 'competitive')",-0.3234131,-0.237095,0.0863181
47,5.013601,5.3462653,"('stupid', 'smart')",5.0136008,5.3462653,0.3326645
48,0.50703573,0.49660036,"('unintelligent', 'intelligent')",0.5070357,0.4966004,-0.0104353
49,0.0149058215,0.23824748,"('unable', 'able')",0.0149058,0.2382475,0.2233417
50,-0.06884707,-0.13406879,"('clumsy', 'skillful')",-0.0688471,-0.1340688,-0.0652217
51,0.7257372,0.6710724,"('uneducated', 'educated')",0.7257372,0.6710724,-0.0546648
52,-0.5807837,-0.6597076,"('irrational', 'rational')",-0.5807837,-0.6597076,-0.0789239
53,0.02820312,0.033637945,"('uncreative', 'creative')",0.0282031,0.0336379,0.0054348
54,1.0974867,1.2673417,"('incapable', 'capable')",1.0974867,1.2673417,0.169855
55,0.9841928,1.1057925,"('incompetent', 'clever')",0.9841928,1.1057925,0.1215997
56,0.9791625,0.99636286,"('impractical', 'practical')",0.9791625,0.9963629,0.0172004
57,-2.1366684,-2.1299872,"('unimaginative', 'imaginative')",-2.1366684,-2.1299872,0.0066812
58,-0.03947203,-0.11403339,"('undiscriminating', 'discriminating')",-0.039472,-0.1140334,-0.0745614
59,-0.059126757,-0.06784214,"('foolish', 'wise')",-0.0591268,-0.0678421,-0.0087153
60,0.90008783,1.0859354,"('inefficient', 'efficient')",0.9000878,1.0859354,0.1858476
61,0.0066339895,-0.06648259,"('illogical', 'logical')",0.006634,-0.0664826,-0.0731166
62,1.4142842,1.5972699,"('incompetent', 'brilliant')",1.4142842,1.5972699,0.1829857
63,0.5393744,0.7119321,"('unperceptive', 'insightful')",0.5393744,0.7119321,0.1725577
64,-5.5611396,-5.360448,"('shy', 'confident')",-5.5611396,-5.3604479,0.2006917
65,0.60479563,0.64416784,"('insecure', 'secure')",0.6047956,0.6441678,0.0393722
66,-0.081792496,-0.12983283,"('inactive', 'active')",-0.0817925,-0.1298328,-0.0480403
67,-0.2915699,-0.22050871,"('doubtful', 'determined')",-0.2915699,-0.2205087,0.0710612
68,-0.57831067,-0.45248103,"('dependent', 'independent')",-0.5783107,-0.452481,0.1258297
69,-2.1444304,-2.0888684,"('lazy', 'industrious')",-2.1444304,-2.0888684,0.055562
70,1.7028831,1.7593484,"('lethargic', 'energetic')",1.7028831,1.7593484,0.0564653
71,0.44584432,0.44436648,"('diffident', 'self-confident')",0.4458443,0.4443665,-0.0014778
72,0.9691197,1.1333678,"('unambitious', 'ambitious')",0.9691197,1.1333678,0.1642481
73,-2.811563,-2.840644,"('helpless', 'self-reliant')",-2.811563,-2.8406439,-0.0290809
74,0.3255965,0.15333074,"('undedicated', 'dedicated')",0.3255965,0.1533307,-0.1722658
75,-0.5930428,-0.48936248,"('meek', 'impulsive')",-0.5930428,-0.4893625,0.1036803
76,0.9415454,0.9453856,"('anxious', 'daring')",0.9415454,0.9453856,0.0038402
77,-1.2973052,-1.0677981,"('unmotivated', 'motivated')",-1.2973052,-1.0677981,0.2295071
78,-0.63207656,-0.6143655,"('nonresilient', 'resilient')",-0.6320766,-0.6143655,0.0177111
79,-0.31766608,-0.27384198,"('wavering', 'unwavering')",-0.3176661,-0.273842,0.0438241
80,0.099730186,0.061283153,"('dominated', 'dominating')",0.0997302,0.0612832,-0.038447
81,0.59572756,0.65077764,"('submissive', 'aggressive')",0.5957276,0.6507776,0.05505
82,6.5987115,6.7795067,"('poor', 'rich')",6.5987115,6.7795067,0.1807952
83,-0.26833555,-0.18323442,"('powerless', 'powerful')",-0.2683356,-0.1832344,0.0851012
84,-0.060505584,-0.066558205,"('inferior', 'superior')",-0.0605056,-0.0665582,-0.0060526
85,-1.357014,-1.5900869,"('insignificant', 'prestigious')",-1.3570139,-1.5900869,-0.233073
86,0.6904734,0.84771425,"('uninfluential', 'influential')",0.6904734,0.8477142,0.1572408
87,0.12795435,0.23457137,"('unsuccessful', 'successful')",0.1279543,0.2345714,0.1066171
88,0.47169542,0.33583814,"('low', 'eminent')",0.4716954,0.3358381,-0.1358573
