,buffalo_male,buffalo_female,tuple,average_male,average_female,female-male
0,-0.24829805,-0.32458872,"('unsociable', 'sociable')",-0.248298,-0.3245887,-0.0762907
1,1.6395874,1.4612677,"('unfriendly', 'friendly')",1.6395874,1.4612677,-0.1783197
2,0.59503293,0.6191303,"('unlikable', 'likable')",0.5950329,0.6191303,0.0240974
3,0.34979758,0.42456347,"('repellent', 'pleasant')",0.3497976,0.4245635,0.0747659
4,-7.4561787,-7.5201902,"('disliked', 'liked')",-7.4561787,-7.5201902,-0.0640115
5,-0.21298933,-0.13325533,"('distant', 'outgoing')",-0.2129893,-0.1332553,0.079734
6,0.2821853,0.3428946,"('distant', 'open')",0.2821853,0.3428946,0.0607093
7,0.38124692,0.45356804,"('insensitive', 'sensitive')",0.3812469,0.453568,0.0723211
8,1.2067834,1.1998545,"('unaffectionate', 'affectionate')",1.2067834,1.1998545,-0.0069289
9,2.0485606,2.0581875,"('unaffectionate', 'caring')",2.0485606,2.0581875,0.0096269
10,0.2663232,0.4046707,"('unsympathetic', 'sympathetic')",0.2663232,0.4046707,0.1383475
11,1.714704,1.820433,"('unhelpful', 'helpful')",1.714704,1.820433,0.105729
12,-1.6288123,-1.5763271,"('unsupportive', 'supportive')",-1.6288123,-1.5763271,0.0524852
13,-0.05484794,-0.16608298,"('impolite', 'polite')",-0.0548479,-0.166083,-0.1112351
14,-0.20919251,-0.24955928,"('antisocial', 'social')",-0.2091925,-0.2495593,-0.0403668
15,0.37693167,0.3388168,"('boring', 'funny')",0.3769317,0.3388168,-0.0381149
16,0.08016587,0.09659651,"('unpopular', 'popular')",0.0801659,0.0965965,0.0164306
17,-0.30732605,-0.25352862,"('nasty', 'nice')",-0.307326,-0.2535286,0.0537974
18,-0.42593104,-0.5429965,"('disagreeable', 'welcoming')",-0.425931,-0.5429965,-0.1170655
19,-0.43421835,-0.37667227,"('inhospitable', 'hospitable')",-0.4342183,-0.3766723,0.057546
20,0.54628825,0.53666466,"('rough', 'thoughtful')",0.5462883,0.5366647,-0.0096236
21,-0.4089928,-0.3584708,"('immoral', 'moral')",-0.4089928,-0.3584708,0.050522
22,-0.7199082,-0.7801703,"('untrustworthy', 'trustworthy')",-0.7199082,-0.7801703,-0.0602621
23,6.5447874,6.5082455,"('insincere', 'sincere')",6.5447874,6.5082455,-0.0365419
24,1.7150805,1.6396304,"('dishonest', 'honest')",1.7150805,1.6396304,-0.0754501
25,1.0452638,0.88068444,"('egoistic', 'altruistic')",1.0452638,0.8806844,-0.1645794
