,altera_male,altera_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5231322,-0.830509,"('unsociable', 'sociable')",-0.32538685,-0.51971054,-0.4242595,-0.6751097,-0.2508502
1,-1.5388352,-1.1922882,"('unfriendly', 'friendly')",0.9911157,0.8504427,-0.2738597,-0.1709227,0.102937
2,-0.062162235,-0.2296716,"('unlikable', 'likable')",0.7991232,0.79130155,0.3684805,0.280815,-0.0876655
3,0.14300078,0.23261805,"('repellent', 'pleasant')",1.096297,1.1140351,0.6196489,0.6733266,0.0536777
4,-0.6442394,-0.50579864,"('disliked', 'liked')",-6.407466,-6.227492,-3.5258527,-3.3666453,0.1592074
5,-1.2264427,-0.81028074,"('distant', 'outgoing')",-0.7411711,-0.57343984,-0.9838069,-0.6918603,0.2919466
6,-1.3504425,-0.8304258,"('distant', 'open')",-0.92626464,-0.7528478,-1.1383536,-0.7916368,0.3467168
7,-0.16300978,-0.21230069,"('insensitive', 'sensitive')",-0.09806399,0.00495803,-0.1305369,-0.1036713,0.0268656
8,-0.63596755,-0.39692914,"('unaffectionate', 'affectionate')",0.3857752,0.32572114,-0.1250962,-0.035604,0.0894922
9,-1.0011954,-0.6431371,"('unaffectionate', 'caring')",0.86485523,0.9500093,-0.0681701,0.1534361,0.2216062
10,-0.29902866,-0.46716574,"('unsympathetic', 'sympathetic')",-0.60920525,-0.6312632,-0.4541169,-0.5492145,-0.0950976
11,0.33271953,0.08567676,"('unhelpful', 'helpful')",1.9489739,1.931183,1.1408467,1.0084299,-0.1324168
12,-0.15595765,0.09270328,"('unsupportive', 'supportive')",-2.1438167,-2.041702,-1.1498872,-0.9744993,0.1753879
13,-0.33705816,-0.9329008,"('impolite', 'polite')",-0.7689304,-0.8765325,-0.5529943,-0.9047166,-0.3517223
14,0.7172596,0.36640388,"('antisocial', 'social')",0.18373302,-0.029771518,0.4504963,0.1683162,-0.2821801
15,-0.32763672,-0.47218406,"('boring', 'funny')",0.091384575,0.090205096,-0.1181261,-0.1909895,-0.0728634
16,-1.4141021,-1.1462792,"('unpopular', 'popular')",0.36792517,0.3327664,-0.5230885,-0.4067564,0.1163321
17,-0.9994513,-0.99598235,"('nasty', 'nice')",-0.37068444,-0.31751272,-0.6850679,-0.6567475,0.0283204
18,-0.7434963,-0.5238084,"('disagreeable', 'welcoming')",-0.6407527,-0.6732965,-0.6921245,-0.5985525,0.093572
19,-1.7502044,-1.4833486,"('inhospitable', 'hospitable')",-0.69984424,-0.50331664,-1.2250243,-0.9933326,0.2316917
20,0.5524021,0.38870543,"('rough', 'thoughtful')",0.7753978,0.67887145,0.6638999,0.5337884,-0.1301115
21,0.40410227,-0.013414416,"('immoral', 'moral')",-0.09219341,-0.1302819,0.1559544,-0.0718482,-0.2278026
22,-0.05410902,-0.2732889,"('untrustworthy', 'trustworthy')",-1.1349219,-1.1541694,-0.5945154,-0.7137291,-0.1192137
23,-0.23924722,-0.24189416,"('insincere', 'sincere')",5.5563517,5.427739,2.6585522,2.5929224,-0.0656298
24,-0.7357115,-1.0334476,"('dishonest', 'honest')",0.6031276,0.647876,-0.066292,-0.1927858,-0.1264938
25,-0.7133424,-0.57649654,"('egoistic', 'altruistic')",1.0290924,0.8473869,0.157875,0.1354452,-0.0224298
26,-0.24039564,-0.2940557,"('hardhearted', 'benevolent')",1.4725512,1.135913,0.6160778,0.4209287,-0.1951491
27,-0.12236586,-0.026898133,"('hardhearted', 'softhearted')",0.73721176,0.6316947,0.3074229,0.3023983,-0.0050246
28,-0.60003066,-0.5728471,"('disloyal', 'loyal')",1.3221409,1.3094622,0.3610551,0.3683075,0.0072524
29,-0.80384,-0.66009676,"('unfair', 'fair')",-0.5321618,-0.5859367,-0.6680009,-0.6230167,0.0449842
30,0.48803854,0.1536303,"('intolerant', 'tolerant')",1.094318,1.1355644,0.7911783,0.6445974,-0.1465809
31,-1.9485786,-1.5196724,"('evil', 'good')",-1.125394,-1.0827277,-1.5369864,-1.3012,0.2357864
32,-0.18011543,-0.30401716,"('unkind', 'kind')",0.89871335,0.6812532,0.3592989,0.188618,-0.1706809
33,-0.48256215,-0.38180605,"('wrong', 'right')",-0.89259434,-0.8726035,-0.6875783,-0.6272048,0.0603735
34,-0.07571213,-0.056739524,"('mean', 'honorable')",5.5507326,5.591418,2.7375102,2.7673392,0.029829
35,-1.1077669,-0.8045644,"('corrupt', 'incorrupt')",-0.9000503,-0.77541566,-1.0039086,-0.7899901,0.2139185
36,-1.4336938,-0.9723748,"('hostile', 'amicable')",-0.39964443,-0.31478286,-0.9166691,-0.6435788,0.2730903
37,0.010807205,-0.003964063,"('fake', 'genuine')",-0.114435606,-0.009800514,-0.0518142,-0.0068823,0.0449319
38,-0.20553303,-0.01339395,"('untruthful', 'truthful')",-0.047901962,0.15383258,-0.1267175,0.0702193,0.1969368
39,-0.32314909,-0.47693753,"('exploitative', 'cooperative')",0.16335015,0.093571335,-0.0798995,-0.1916831,-0.1117836
40,-0.2736782,-0.26694283,"('stingy', 'generous')",-2.1939166,-2.2381546,-1.2337974,-1.2525487,-0.0187513
41,0.08267027,-1.725927e-05,"('unforgiving', 'forgiving')",0.08575676,0.0665575,0.0842135,0.0332701,-0.0509434
42,0.40370822,0.53535414,"('unreliable', 'reliable')",-2.8872557,-2.8467274,-1.2417737,-1.1556866,0.0860871
43,0.16782832,0.05447258,"('irresponsible', 'responsible')",0.35775277,0.19521993,0.2627906,0.1248463,-0.1379443
44,-0.2116873,-0.5628597,"('prejudiced', 'unprejudiced')",-1.446081,-1.6129423,-0.8288842,-1.087901,-0.2590168
45,-0.47773343,-0.5277244,"('incompetent', 'competent')",0.22319052,0.16933517,-0.1272715,-0.1791946,-0.0519231
46,0.29922727,0.036297645,"('uncompetitive', 'competitive')",-0.65396607,-0.6899065,-0.1773694,-0.3268044,-0.149435
47,-0.3334149,-0.42504478,"('stupid', 'smart')",5.140102,5.126602,2.4033434,2.3507786,-0.0525648
