,brochure_male,brochure_female,tuple,average_male,average_female,female-male
0,0.1684095,-0.0025478704,"('unsociable', 'sociable')",0.1684095,-0.0025479,-0.1709574
1,-0.63596976,-0.6532985,"('unfriendly', 'friendly')",-0.6359698,-0.6532985,-0.0173287
2,0.7754109,0.88325024,"('unlikable', 'likable')",0.7754109,0.8832502,0.1078393
3,-0.5872205,-0.5673582,"('repellent', 'pleasant')",-0.5872205,-0.5673582,0.0198623
4,-0.22505751,-0.22033775,"('disliked', 'liked')",-0.2250575,-0.2203377,0.0047198
5,-0.67806935,-0.6248086,"('distant', 'outgoing')",-0.6780694,-0.6248086,0.0532608
6,-1.0622904,-0.9463587,"('distant', 'open')",-1.0622904,-0.9463587,0.1159317
7,0.35509917,0.35136622,"('insensitive', 'sensitive')",0.3550992,0.3513662,-0.003733
8,-0.9207876,-1.0008893,"('unaffectionate', 'affectionate')",-0.9207876,-1.0008893,-0.0801017
9,-0.52133274,-0.57689863,"('unaffectionate', 'caring')",-0.5213327,-0.5768986,-0.0555659
10,-0.7889018,-0.872495,"('unsympathetic', 'sympathetic')",-0.7889018,-0.872495,-0.0835932
11,0.50388116,0.43577176,"('unhelpful', 'helpful')",0.5038812,0.4357718,-0.0681094
12,-0.92803943,-0.88295764,"('unsupportive', 'supportive')",-0.9280394,-0.8829576,0.0450818
13,-0.09602323,-0.18579406,"('impolite', 'polite')",-0.0960232,-0.1857941,-0.0897709
14,0.8276589,0.75305736,"('antisocial', 'social')",0.8276589,0.7530574,-0.0746015
15,1.022154,0.85693276,"('boring', 'funny')",1.022154,0.8569328,-0.1652212
16,0.42840528,0.49430972,"('unpopular', 'popular')",0.4284053,0.4943097,0.0659044
17,0.2389125,0.31349218,"('nasty', 'nice')",0.2389125,0.3134922,0.0745797
18,-0.9985427,-0.88860583,"('disagreeable', 'welcoming')",-0.9985427,-0.8886058,0.1099369
19,-0.4885334,-0.46586186,"('inhospitable', 'hospitable')",-0.4885334,-0.4658619,0.0226715
20,0.5874127,0.56699675,"('rough', 'thoughtful')",0.5874127,0.5669968,-0.0204159
21,0.33015472,0.34545708,"('immoral', 'moral')",0.3301547,0.3454571,0.0153024
22,1.0832223,1.0036397,"('untrustworthy', 'trustworthy')",1.0832223,1.0036397,-0.0795826
23,0.5433367,0.44256774,"('insincere', 'sincere')",0.5433367,0.4425677,-0.100769
24,-0.3561798,-0.34815657,"('dishonest', 'honest')",-0.3561798,-0.3481566,0.0080232
25,-0.16953099,-0.17818004,"('egoistic', 'altruistic')",-0.169531,-0.17818,-0.008649
26,0.5221707,0.41276044,"('hardhearted', 'benevolent')",0.5221707,0.4127604,-0.1094103
27,-1.0440094,-1.1081442,"('hardhearted', 'softhearted')",-1.0440094,-1.1081442,-0.0641348
28,-1.1799407,-1.2973008,"('disloyal', 'loyal')",-1.1799407,-1.2973008,-0.1173601
