,constellation_male,constellation_female,tuple,average_male,average_female,female-male
0,-0.18816088,-0.3042667,"('unsociable', 'sociable')",-0.1881609,-0.3042667,-0.1161058
1,1.5510949,1.4936987,"('unfriendly', 'friendly')",1.5510949,1.4936987,-0.0573962
2,0.6426011,0.7950253,"('unlikable', 'likable')",0.6426011,0.7950253,0.1524242
3,0.5830888,0.75401944,"('repellent', 'pleasant')",0.5830888,0.7540194,0.1709306
4,-7.324133,-7.269361,"('disliked', 'liked')",-7.3241329,-7.269361,0.0547719
5,-0.057311226,0.07842608,"('distant', 'outgoing')",-0.0573112,0.0784261,0.1357373
6,0.21280615,0.38005465,"('distant', 'open')",0.2128062,0.3800547,0.1672485
7,0.5058751,0.6300959,"('insensitive', 'sensitive')",0.5058751,0.6300959,0.1242208
8,1.3308934,1.3293514,"('unaffectionate', 'affectionate')",1.3308934,1.3293514,-0.001542
9,1.7024525,1.7976542,"('unaffectionate', 'caring')",1.7024525,1.7976542,0.0952017
10,0.99829865,1.1352216,"('unsympathetic', 'sympathetic')",0.9982986,1.1352216,0.136923
11,2.0022302,2.018808,"('unhelpful', 'helpful')",2.0022302,2.0188079,0.0165777
12,-1.5113587,-1.4967545,"('unsupportive', 'supportive')",-1.5113587,-1.4967545,0.0146042
13,0.13487431,0.09544596,"('impolite', 'polite')",0.1348743,0.095446,-0.0394283
14,-0.6459444,-0.7441204,"('antisocial', 'social')",-0.6459444,-0.7441204,-0.098176
15,0.44078153,0.3753461,"('boring', 'funny')",0.4407815,0.3753461,-0.0654354
16,-0.30233002,-0.23328292,"('unpopular', 'popular')",-0.30233,-0.2332829,0.0690471
17,-0.004703708,0.03332793,"('nasty', 'nice')",-0.0047037,0.0333279,0.0380316
18,-0.41294706,-0.5271101,"('disagreeable', 'welcoming')",-0.4129471,-0.5271101,-0.114163
19,-0.30390486,-0.12897049,"('inhospitable', 'hospitable')",-0.3039049,-0.1289705,0.1749344
20,0.80227244,0.6030856,"('rough', 'thoughtful')",0.8022724,0.6030856,-0.1991868
21,-0.16676545,-0.01568646,"('immoral', 'moral')",-0.1667655,-0.0156865,0.151079
22,-0.57101595,-0.49161413,"('untrustworthy', 'trustworthy')",-0.571016,-0.4916141,0.0794019
23,6.4465685,6.4324346,"('insincere', 'sincere')",6.4465685,6.4324346,-0.0141339
24,1.7133454,1.737272,"('dishonest', 'honest')",1.7133454,1.737272,0.0239266
25,0.60944325,0.51589686,"('egoistic', 'altruistic')",0.6094432,0.5158969,-0.0935463
26,0.34543556,0.17892312,"('hardhearted', 'benevolent')",0.3454356,0.1789231,-0.1665125
27,1.6445112,1.5267572,"('hardhearted', 'softhearted')",1.6445112,1.5267572,-0.117754
28,1.2041945,1.1914042,"('disloyal', 'loyal')",1.2041945,1.1914042,-0.0127903
29,-0.47796547,-0.6227665,"('unfair', 'fair')",-0.4779655,-0.6227665,-0.144801
