,paint_male,paint_female,tuple,average_male,average_female,female-male
0,-0.11049059,-0.28724578,"('unsociable', 'sociable')",-0.1104906,-0.2872458,-0.1767552
1,1.5783794,1.6852187,"('unfriendly', 'friendly')",1.5783794,1.6852187,0.1068393
2,0.29718143,0.5400994,"('unlikable', 'likable')",0.2971814,0.5400994,0.242918
3,0.2072359,0.30155763,"('repellent', 'pleasant')",0.2072359,0.3015576,0.0943217
4,-7.3970056,-7.4151225,"('disliked', 'liked')",-7.3970056,-7.4151225,-0.0181169
5,-0.23959509,0.050235204,"('distant', 'outgoing')",-0.2395951,0.0502352,0.2898303
6,0.058155805,0.33916634,"('distant', 'open')",0.0581558,0.3391663,0.2810105
7,0.92436725,0.879261,"('insensitive', 'sensitive')",0.9243672,0.879261,-0.0451062
8,1.2175866,1.2917918,"('unaffectionate', 'affectionate')",1.2175866,1.2917918,0.0742052
9,1.507013,1.740289,"('unaffectionate', 'caring')",1.507013,1.740289,0.233276
10,0.67255354,0.7395224,"('unsympathetic', 'sympathetic')",0.6725535,0.7395224,0.0669689
11,2.0196023,2.0890741,"('unhelpful', 'helpful')",2.0196023,2.0890741,0.0694718
12,-1.3531333,-1.2777421,"('unsupportive', 'supportive')",-1.3531333,-1.2777421,0.0753912
13,-0.06389543,-0.08370498,"('impolite', 'polite')",-0.0638954,-0.083705,-0.0198096
14,0.1262395,-0.18144348,"('antisocial', 'social')",0.1262395,-0.1814435,-0.307683
15,0.5911935,0.49950793,"('boring', 'funny')",0.5911935,0.4995079,-0.0916856
16,-0.16042675,-0.0891351,"('unpopular', 'popular')",-0.1604268,-0.0891351,0.0712917
17,-0.3098641,-0.24503717,"('nasty', 'nice')",-0.3098641,-0.2450372,0.0648269
18,-0.6950986,-0.5631147,"('disagreeable', 'welcoming')",-0.6950986,-0.5631147,0.1319839
19,-0.47736344,-0.20730746,"('inhospitable', 'hospitable')",-0.4773634,-0.2073075,0.2700559
20,0.72512454,0.5014031,"('rough', 'thoughtful')",0.7251245,0.5014031,-0.2237214
21,-0.30360943,-0.14116949,"('immoral', 'moral')",-0.3036094,-0.1411695,0.1624399
22,-1.0804682,-1.0906056,"('untrustworthy', 'trustworthy')",-1.0804682,-1.0906056,-0.0101374
23,6.7467165,6.815792,"('insincere', 'sincere')",6.7467165,6.8157921,0.0690756
24,1.6284705,1.6502001,"('dishonest', 'honest')",1.6284705,1.6502001,0.0217296
25,0.46650472,0.5067726,"('egoistic', 'altruistic')",0.4665047,0.5067726,0.0402679
26,1.0787127,0.76499707,"('hardhearted', 'benevolent')",1.0787127,0.7649971,-0.3137156
27,1.2796254,1.3218889,"('hardhearted', 'softhearted')",1.2796254,1.3218889,0.0422635
28,1.3630688,1.3131679,"('disloyal', 'loyal')",1.3630688,1.3131679,-0.0499009
29,-0.36204407,-0.540917,"('unfair', 'fair')",-0.3620441,-0.540917,-0.1788729
30,0.8111946,0.9270315,"('intolerant', 'tolerant')",0.8111946,0.9270315,0.1158369
31,-1.3751298,-1.225218,"('evil', 'good')",-1.3751298,-1.2252181,0.1499117
32,1.5485641,1.429304,"('unkind', 'kind')",1.5485641,1.429304,-0.1192601
33,-0.25816002,-0.20547691,"('wrong', 'right')",-0.25816,-0.2054769,0.0526831
34,4.847131,5.10955,"('mean', 'honorable')",4.8471308,5.10955,0.2624192
35,-1.2121475,-1.2895646,"('corrupt', 'incorrupt')",-1.2121475,-1.2895646,-0.0774171
36,-0.96104395,-0.92537385,"('hostile', 'amicable')",-0.961044,-0.9253739,0.0356701
37,0.79264766,0.85693204,"('fake', 'genuine')",0.7926477,0.856932,0.0642843
38,-0.042414542,0.12836026,"('untruthful', 'truthful')",-0.0424145,0.1283603,0.1707748
39,-0.23086064,-0.26324221,"('exploitative', 'cooperative')",-0.2308606,-0.2632422,-0.0323816
40,-1.8337904,-1.9599043,"('stingy', 'generous')",-1.8337904,-1.9599043,-0.1261139
41,0.11617607,0.090323225,"('unforgiving', 'forgiving')",0.1161761,0.0903232,-0.0258529
42,-2.4786692,-2.356451,"('unreliable', 'reliable')",-2.4786692,-2.356451,0.1222182
43,1.2402182,1.3167816,"('irresponsible', 'responsible')",1.2402182,1.3167816,0.0765634
44,-1.2587879,-1.318533,"('prejudiced', 'unprejudiced')",-1.2587879,-1.3185329,-0.059745
45,0.41290537,0.29693884,"('incompetent', 'competent')",0.4129054,0.2969388,-0.1159666
46,-0.7345014,-0.78370994,"('uncompetitive', 'competitive')",-0.7345014,-0.7837099,-0.0492085
47,5.570687,5.682006,"('stupid', 'smart')",5.5706868,5.6820059,0.1113191
48,0.70070416,0.6357461,"('unintelligent', 'intelligent')",0.7007042,0.6357461,-0.0649581
49,0.1303124,0.3223359,"('unable', 'able')",0.1303124,0.3223359,0.1920235
50,-0.2274935,-0.15025558,"('clumsy', 'skillful')",-0.2274935,-0.1502556,0.0772379
51,0.53980565,0.44230795,"('uneducated', 'educated')",0.5398057,0.4423079,-0.0974978
52,-0.41571596,-0.41140315,"('irrational', 'rational')",-0.415716,-0.4114031,0.0043129
53,0.6422535,0.66332215,"('uncreative', 'creative')",0.6422535,0.6633222,0.0210687
54,1.2801447,1.5055344,"('incapable', 'capable')",1.2801447,1.5055344,0.2253897
55,0.84925467,0.80692947,"('incompetent', 'clever')",0.8492547,0.8069295,-0.0423252
56,0.784722,0.7443005,"('impractical', 'practical')",0.784722,0.7443005,-0.0404215
57,-2.400391,-2.5225818,"('unimaginative', 'imaginative')",-2.4003911,-2.5225818,-0.1221907
58,0.39750934,0.3141212,"('undiscriminating', 'discriminating')",0.3975093,0.3141212,-0.0833881
59,0.04170698,0.19235817,"('foolish', 'wise')",0.041707,0.1923582,0.1506512
60,0.7017293,0.8093319,"('inefficient', 'efficient')",0.7017293,0.8093319,0.1076026
61,0.25285998,0.12158695,"('illogical', 'logical')",0.25286,0.1215869,-0.1312731
62,0.8919008,1.099197,"('incompetent', 'brilliant')",0.8919008,1.099197,0.2072962
63,0.31493363,0.4261549,"('unperceptive', 'insightful')",0.3149336,0.4261549,0.1112213
64,-6.550732,-6.507704,"('shy', 'confident')",-6.5507321,-6.5077038,0.0430283
65,0.062257588,-0.049391575,"('insecure', 'secure')",0.0622576,-0.0493916,-0.1116492
66,0.01620689,-0.06924482,"('inactive', 'active')",0.0162069,-0.0692448,-0.0854517
67,-0.22245207,-0.24882305,"('doubtful', 'determined')",-0.2224521,-0.248823,-0.0263709
68,-0.83844376,-0.711028,"('dependent', 'independent')",-0.8384438,-0.711028,0.1274158
69,-1.6939124,-1.6358687,"('lazy', 'industrious')",-1.6939124,-1.6358687,0.0580437
70,1.0369288,0.97159225,"('lethargic', 'energetic')",1.0369288,0.9715922,-0.0653366
71,0.9932455,1.021363,"('diffident', 'self-confident')",0.9932455,1.021363,0.0281175
72,0.80979764,0.8415767,"('unambitious', 'ambitious')",0.8097976,0.8415767,0.0317791
73,-3.1980772,-3.0329878,"('helpless', 'self-reliant')",-3.1980772,-3.0329878,0.1650894
74,0.10833725,0.008267421,"('undedicated', 'dedicated')",0.1083373,0.0082674,-0.1000699
75,-0.9092914,-0.7868943,"('meek', 'impulsive')",-0.9092914,-0.7868943,0.1223971
76,0.54549164,0.43894747,"('anxious', 'daring')",0.5454916,0.4389475,-0.1065441
77,-1.3264455,-1.2039713,"('unmotivated', 'motivated')",-1.3264455,-1.2039713,0.1224742
78,-0.5448765,-0.57785344,"('nonresilient', 'resilient')",-0.5448765,-0.5778534,-0.0329769
79,-0.25228214,-0.11480118,"('wavering', 'unwavering')",-0.2522821,-0.1148012,0.1374809
80,-0.4175333,-0.73320186,"('dominated', 'dominating')",-0.4175333,-0.7332019,-0.3156686
81,-0.16214088,-0.22363456,"('submissive', 'aggressive')",-0.1621409,-0.2236346,-0.0614937
82,6.6046624,6.84705,"('poor', 'rich')",6.6046624,6.8470502,0.2423878
83,-0.020189196,-0.18919355,"('powerless', 'powerful')",-0.0201892,-0.1891935,-0.1690043
84,0.49072373,0.4569675,"('inferior', 'superior')",0.4907237,0.4569675,-0.0337562
85,-0.3695932,-0.37730414,"('insignificant', 'prestigious')",-0.3695932,-0.3773041,-0.0077109
86,0.41908145,0.36113292,"('uninfluential', 'influential')",0.4190814,0.3611329,-0.0579485
87,0.20433715,0.19444695,"('unsuccessful', 'successful')",0.2043371,0.194447,-0.0098901
88,0.28646818,0.31623363,"('low', 'eminent')",0.2864682,0.3162336,0.0297654
