,wingtip_male,wingtip_female,tuple,average_male,average_female,female-male
0,0.5590594,0.21668226,"('unsociable', 'sociable')",0.5590594,0.2166823,-0.3423771
1,-0.3967506,-0.51662934,"('unfriendly', 'friendly')",-0.3967506,-0.5166293,-0.1198787
2,0.08774729,0.15106551,"('unlikable', 'likable')",0.0877473,0.1510655,0.0633182
3,0.17415072,0.23957409,"('repellent', 'pleasant')",0.1741507,0.2395741,0.0654234
4,-3.504183,-3.5126646,"('disliked', 'liked')",-3.5041831,-3.5126646,-0.0084815
5,-1.9768622,-1.8410807,"('distant', 'outgoing')",-1.9768622,-1.8410807,0.1357815
6,-2.3025348,-2.1782851,"('distant', 'open')",-2.3025348,-2.1782851,0.1242497
7,1.0348413,1.0273106,"('insensitive', 'sensitive')",1.0348413,1.0273106,-0.0075307
8,-0.35264942,-0.30170643,"('unaffectionate', 'affectionate')",-0.3526494,-0.3017064,0.050943
9,-0.00072833244,-0.0016680174,"('unaffectionate', 'caring')",-0.0007283,-0.001668,-0.0009397
10,0.94004333,0.857515,"('unsympathetic', 'sympathetic')",0.9400433,0.857515,-0.0825283
11,1.5843989,1.606134,"('unhelpful', 'helpful')",1.5843989,1.6061341,0.0217352
12,-0.6823479,-0.64461446,"('unsupportive', 'supportive')",-0.6823479,-0.6446145,0.0377334
13,0.5603955,0.33005336,"('impolite', 'polite')",0.5603955,0.3300534,-0.2303421
14,0.93008107,0.814566,"('antisocial', 'social')",0.9300811,0.814566,-0.1155151
15,-0.13023505,-0.2462228,"('boring', 'funny')",-0.130235,-0.2462228,-0.1159878
16,-0.7936602,-0.81863105,"('unpopular', 'popular')",-0.7936602,-0.8186311,-0.0249709
17,-0.55304706,-0.5093632,"('nasty', 'nice')",-0.5530471,-0.5093632,0.0436839
18,-0.646831,-0.6895068,"('disagreeable', 'welcoming')",-0.646831,-0.6895068,-0.0426758
19,-1.2689292,-1.2179103,"('inhospitable', 'hospitable')",-1.2689292,-1.2179103,0.0510189
20,0.7134784,0.6945738,"('rough', 'thoughtful')",0.7134784,0.6945738,-0.0189046
21,1.197052,1.0802053,"('immoral', 'moral')",1.197052,1.0802053,-0.1168467
22,0.16662543,0.060614333,"('untrustworthy', 'trustworthy')",0.1666254,0.0606143,-0.1060111
23,3.1192532,3.0528622,"('insincere', 'sincere')",3.1192532,3.0528622,-0.066391
24,0.2556565,0.1950738,"('dishonest', 'honest')",0.2556565,0.1950738,-0.0605827
25,-0.34801713,-0.41738686,"('egoistic', 'altruistic')",-0.3480171,-0.4173869,-0.0693698
26,0.083383046,-0.14901948,"('hardhearted', 'benevolent')",0.083383,-0.1490195,-0.2324025
27,0.43104756,0.3831343,"('hardhearted', 'softhearted')",0.4310476,0.3831343,-0.0479133
28,0.5704798,0.48002547,"('disloyal', 'loyal')",0.5704798,0.4800255,-0.0904543
29,-0.5335792,-0.6779181,"('unfair', 'fair')",-0.5335792,-0.6779181,-0.1443389
30,0.9362855,0.7885146,"('intolerant', 'tolerant')",0.9362855,0.7885146,-0.1477709
31,-2.474356,-2.3953276,"('evil', 'good')",-2.4743559,-2.3953276,0.0790283
32,0.9226151,0.7220858,"('unkind', 'kind')",0.9226151,0.7220858,-0.2005293
33,-0.34298277,-0.3411757,"('wrong', 'right')",-0.3429828,-0.3411757,0.0018071
34,1.9148711,1.9935542,"('mean', 'honorable')",1.9148711,1.9935542,0.0786831
35,-0.80505395,-0.871958,"('corrupt', 'incorrupt')",-0.8050539,-0.871958,-0.0669041
36,-1.7996373,-1.8117748,"('hostile', 'amicable')",-1.7996373,-1.8117748,-0.0121375
37,0.42990816,0.43573248,"('fake', 'genuine')",0.4299082,0.4357325,0.0058243
38,0.03457868,0.035474144,"('untruthful', 'truthful')",0.0345787,0.0354741,0.0008954
39,1.2461153,1.2550479,"('exploitative', 'cooperative')",1.2461153,1.2550479,0.0089326
40,-2.1513283,-2.070899,"('stingy', 'generous')",-2.1513283,-2.070899,0.0804293
41,0.16315888,0.14716244,"('unforgiving', 'forgiving')",0.1631589,0.1471624,-0.0159965
42,-1.4367169,-1.2475781,"('unreliable', 'reliable')",-1.4367169,-1.2475781,0.1891388
43,0.80097973,0.7460185,"('irresponsible', 'responsible')",0.8009797,0.7460185,-0.0549612
44,-0.8813216,-0.8336473,"('prejudiced', 'unprejudiced')",-0.8813216,-0.8336473,0.0476743
45,0.013438818,0.062272824,"('incompetent', 'competent')",0.0134388,0.0622728,0.048834
46,1.017596,0.94629055,"('uncompetitive', 'competitive')",1.017596,0.9462906,-0.0713054
47,2.1366708,2.200535,"('stupid', 'smart')",2.1366708,2.2005351,0.0638643
48,0.89301157,0.8018968,"('unintelligent', 'intelligent')",0.8930116,0.8018968,-0.0911148
49,0.5713317,0.69209784,"('unable', 'able')",0.5713317,0.6920978,0.1207661
50,0.08182818,0.24546564,"('clumsy', 'skillful')",0.0818282,0.2454656,0.1636374
51,0.48698133,0.37025395,"('uneducated', 'educated')",0.4869813,0.370254,-0.1167273
52,-1.4402518,-1.4949814,"('irrational', 'rational')",-1.4402518,-1.4949814,-0.0547296
53,-0.39121637,-0.47890654,"('uncreative', 'creative')",-0.3912164,-0.4789065,-0.0876901
54,-0.16539936,-0.07741249,"('incapable', 'capable')",-0.1653994,-0.0774125,0.0879869
55,1.4046222,1.3516176,"('incompetent', 'clever')",1.4046222,1.3516176,-0.0530046
56,1.3676896,1.3103186,"('impractical', 'practical')",1.3676896,1.3103186,-0.057371
57,-1.2143604,-1.3181345,"('unimaginative', 'imaginative')",-1.2143604,-1.3181345,-0.1037741
58,0.29518667,0.26391712,"('undiscriminating', 'discriminating')",0.2951867,0.2639171,-0.0312696
59,-1.2137077,-1.0894889,"('foolish', 'wise')",-1.2137077,-1.0894889,0.1242188
60,1.9339044,1.8821399,"('inefficient', 'efficient')",1.9339044,1.8821399,-0.0517645
61,0.11809884,-0.11088067,"('illogical', 'logical')",0.1180988,-0.1108807,-0.2289795
62,1.1607728,1.2998561,"('incompetent', 'brilliant')",1.1607728,1.2998561,0.1390833
63,0.81570673,0.8316241,"('unperceptive', 'insightful')",0.8157067,0.8316241,0.0159174
64,-2.5801535,-2.6888418,"('shy', 'confident')",-2.5801535,-2.6888418,-0.1086883
65,1.1640701,1.1017418,"('insecure', 'secure')",1.1640701,1.1017418,-0.0623283
66,-1.7026672,-1.7427384,"('inactive', 'active')",-1.7026672,-1.7427384,-0.0400712
67,-0.0197056,-0.051858112,"('doubtful', 'determined')",-0.0197056,-0.0518581,-0.0321525
68,0.014723075,0.00017931964,"('dependent', 'independent')",0.0147231,0.0001793,-0.0145438
69,-2.2287028,-2.1511335,"('lazy', 'industrious')",-2.2287028,-2.1511335,0.0775693
70,0.3529263,0.3211391,"('lethargic', 'energetic')",0.3529263,0.3211391,-0.0317872
71,0.2078734,0.1098648,"('diffident', 'self-confident')",0.2078734,0.1098648,-0.0980086
72,0.039567366,0.15937664,"('unambitious', 'ambitious')",0.0395674,0.1593766,0.1198092
73,-1.2208087,-1.1126181,"('helpless', 'self-reliant')",-1.2208087,-1.1126181,0.1081906
74,0.19242296,0.16787349,"('undedicated', 'dedicated')",0.192423,0.1678735,-0.0245495
75,-0.8429422,-0.7243543,"('meek', 'impulsive')",-0.8429422,-0.7243543,0.1185879
76,0.82126087,0.8513266,"('anxious', 'daring')",0.8212609,0.8513266,0.0300657
77,0.0201498,-0.031090051,"('unmotivated', 'motivated')",0.0201498,-0.0310901,-0.0512399
78,0.11159887,0.17626512,"('nonresilient', 'resilient')",0.1115989,0.1762651,0.0646662
79,-1.7873611,-1.7198722,"('wavering', 'unwavering')",-1.7873611,-1.7198722,0.0674889
80,0.9062104,0.90731627,"('dominated', 'dominating')",0.9062104,0.9073163,0.0011059
81,0.6171563,0.60641843,"('submissive', 'aggressive')",0.6171563,0.6064184,-0.0107379
82,2.3609848,2.470658,"('poor', 'rich')",2.3609848,2.4706581,0.1096733
83,0.09092441,-0.05112325,"('powerless', 'powerful')",0.0909244,-0.0511233,-0.1420477
84,0.3128624,0.26042807,"('inferior', 'superior')",0.3128624,0.2604281,-0.0524343
85,-1.8137811,-1.8293569,"('insignificant', 'prestigious')",-1.8137811,-1.8293569,-0.0155758
86,-0.18894938,-0.46475306,"('uninfluential', 'influential')",-0.1889494,-0.4647531,-0.2758037
87,-0.009464085,0.0005427599,"('unsuccessful', 'successful')",-0.0094641,0.0005428,0.0100069
88,-0.39795128,-0.51872134,"('low', 'eminent')",-0.3979513,-0.5187213,-0.12077
