,interior_male,interior_female,tuple,average_male,average_female,female-male
0,-0.09316841,-0.33710873,"('unsociable', 'sociable')",-0.0931684,-0.3371087,-0.2439403
1,1.2467163,1.1595281,"('unfriendly', 'friendly')",1.2467163,1.1595281,-0.0871882
2,0.76888067,0.9381267,"('unlikable', 'likable')",0.7688807,0.9381267,0.169246
3,-0.05392785,0.1456861,"('repellent', 'pleasant')",-0.0539278,0.1456861,0.1996139
4,-6.7971387,-6.8315597,"('disliked', 'liked')",-6.7971387,-6.8315597,-0.034421
5,-0.3723346,-0.26075315,"('distant', 'outgoing')",-0.3723346,-0.2607532,0.1115814
6,-0.19934863,-0.102296054,"('distant', 'open')",-0.1993486,-0.1022961,0.0970525
7,1.0760685,1.0616918,"('insensitive', 'sensitive')",1.0760685,1.0616918,-0.0143767
8,0.75391936,0.6742084,"('unaffectionate', 'affectionate')",0.7539194,0.6742084,-0.079711
9,1.6898745,1.7030907,"('unaffectionate', 'caring')",1.6898745,1.7030907,0.0132162
10,0.89744943,0.8867578,"('unsympathetic', 'sympathetic')",0.8974494,0.8867578,-0.0106916
11,2.4175422,2.472555,"('unhelpful', 'helpful')",2.4175422,2.4725549,0.0550127
12,-0.8450636,-0.87517244,"('unsupportive', 'supportive')",-0.8450636,-0.8751724,-0.0301088
13,0.38493228,0.319348,"('impolite', 'polite')",0.3849323,0.319348,-0.0655843
14,-0.001217722,-0.011575639,"('antisocial', 'social')",-0.0012177,-0.0115756,-0.0103579
15,0.5175578,0.48799872,"('boring', 'funny')",0.5175578,0.4879987,-0.0295591
16,-0.49792522,-0.40525484,"('unpopular', 'popular')",-0.4979252,-0.4052548,0.0926704
17,-0.11630065,0.0037149116,"('nasty', 'nice')",-0.1163006,0.0037149,0.1200155
18,-0.49497637,-0.54128104,"('disagreeable', 'welcoming')",-0.4949764,-0.541281,-0.0463046
19,-0.37626058,-0.29861274,"('inhospitable', 'hospitable')",-0.3762606,-0.2986127,0.0776479
20,0.80891013,0.72543275,"('rough', 'thoughtful')",0.8089101,0.7254328,-0.0834773
21,0.5269011,0.56018937,"('immoral', 'moral')",0.5269011,0.5601894,0.0332883
22,-0.3512667,-0.3103529,"('untrustworthy', 'trustworthy')",-0.3512667,-0.3103529,0.0409138
23,6.3672233,6.4095507,"('insincere', 'sincere')",6.3672233,6.4095507,0.0423274
24,1.9842685,1.9909359,"('dishonest', 'honest')",1.9842685,1.9909359,0.0066674
25,0.53267294,0.47676116,"('egoistic', 'altruistic')",0.5326729,0.4767612,-0.0559117
26,0.39379942,0.22991297,"('hardhearted', 'benevolent')",0.3937994,0.229913,-0.1638864
27,1.4476801,1.4425372,"('hardhearted', 'softhearted')",1.4476801,1.4425372,-0.0051429
28,0.5641707,0.5505487,"('disloyal', 'loyal')",0.5641707,0.5505487,-0.013622
29,-0.5936777,-0.6310538,"('unfair', 'fair')",-0.5936777,-0.6310538,-0.0373761
30,0.9064002,0.8592555,"('intolerant', 'tolerant')",0.9064002,0.8592555,-0.0471447
31,-1.8189887,-1.7409219,"('evil', 'good')",-1.8189887,-1.7409219,0.0780668
32,1.4194446,1.2538109,"('unkind', 'kind')",1.4194446,1.2538109,-0.1656337
33,0.29327258,0.2531319,"('wrong', 'right')",0.2932726,0.2531319,-0.0401407
34,4.363026,4.5069485,"('mean', 'honorable')",4.3630261,4.5069485,0.1439224
35,-1.03837,-1.0200174,"('corrupt', 'incorrupt')",-1.03837,-1.0200174,0.0183526
36,-0.60222894,-0.73365104,"('hostile', 'amicable')",-0.6022289,-0.733651,-0.1314221
37,0.93387675,0.80375415,"('fake', 'genuine')",0.9338768,0.8037542,-0.1301226
38,0.6685308,0.5514759,"('untruthful', 'truthful')",0.6685308,0.5514759,-0.1170549
39,-0.2732046,-0.26653236,"('exploitative', 'cooperative')",-0.2732046,-0.2665324,0.0066722
40,-1.539285,-1.588542,"('stingy', 'generous')",-1.5392849,-1.588542,-0.0492571
41,-0.03934487,-0.09313889,"('unforgiving', 'forgiving')",-0.0393449,-0.0931389,-0.053794
42,-1.6501111,-1.5377333,"('unreliable', 'reliable')",-1.6501111,-1.5377333,0.1123778
43,1.3890456,1.2936372,"('irresponsible', 'responsible')",1.3890456,1.2936372,-0.0954084
44,-0.8216458,-0.90506816,"('prejudiced', 'unprejudiced')",-0.8216458,-0.9050682,-0.0834224
45,0.0019838978,0.11398462,"('incompetent', 'competent')",0.0019839,0.1139846,0.1120007
46,-0.91318715,-0.883208,"('uncompetitive', 'competitive')",-0.9131871,-0.883208,0.0299791
47,5.47287,5.7383347,"('stupid', 'smart')",5.4728699,5.7383347,0.2654648
