,brain_male,brain_female,tuple,average_male,average_female,female-male
0,-0.18292731,-0.12803727,"('unsociable', 'sociable')",-0.1829273,-0.1280373,0.05489
1,1.2603614,1.0625343,"('unfriendly', 'friendly')",1.2603614,1.0625343,-0.1978271
2,-0.08613514,-0.07780097,"('unlikable', 'likable')",-0.0861351,-0.077801,0.0083341
3,0.27831137,0.38692424,"('repellent', 'pleasant')",0.2783114,0.3869242,0.1086128
4,-7.2138386,-7.468402,"('disliked', 'liked')",-7.2138386,-7.4684019,-0.2545633
5,-0.45594317,-0.6172041,"('distant', 'outgoing')",-0.4559432,-0.6172041,-0.1612609
6,0.12535223,-0.13110118,"('distant', 'open')",0.1253522,-0.1311012,-0.2564534
7,0.7247527,0.9026286,"('insensitive', 'sensitive')",0.7247527,0.9026286,0.1778759
8,1.4228418,1.1387597,"('unaffectionate', 'affectionate')",1.4228418,1.1387597,-0.2840821
9,1.8140237,1.6722293,"('unaffectionate', 'caring')",1.8140237,1.6722293,-0.1417944
10,0.8071903,0.9862955,"('unsympathetic', 'sympathetic')",0.8071903,0.9862955,0.1791052
11,1.5229257,1.6334152,"('unhelpful', 'helpful')",1.5229257,1.6334152,0.1104895
12,-1.6945716,-1.7186182,"('unsupportive', 'supportive')",-1.6945716,-1.7186182,-0.0240466
13,-0.5227528,-0.34210533,"('impolite', 'polite')",-0.5227528,-0.3421053,0.1806475
14,0.09904578,0.2496324,"('antisocial', 'social')",0.0990458,0.2496324,0.1505866
15,0.1285873,0.015940335,"('boring', 'funny')",0.1285873,0.0159403,-0.112647
16,-0.5131199,-0.6091246,"('unpopular', 'popular')",-0.5131199,-0.6091246,-0.0960047
17,-0.22577426,-0.22885951,"('nasty', 'nice')",-0.2257743,-0.2288595,-0.0030852
18,-0.13802847,-0.21043213,"('disagreeable', 'welcoming')",-0.1380285,-0.2104321,-0.0724036
19,-0.56680685,-0.75929713,"('inhospitable', 'hospitable')",-0.5668069,-0.7592971,-0.1924902
20,1.0149174,0.9855691,"('rough', 'thoughtful')",1.0149174,0.9855691,-0.0293483
21,-0.6591573,-0.46625793,"('immoral', 'moral')",-0.6591573,-0.4662579,0.1928994
22,-0.67452294,-0.6256952,"('untrustworthy', 'trustworthy')",-0.6745229,-0.6256952,0.0488277
