,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.8084566,-0.89072824,"('unsociable', 'sociable')",-0.0010622051,-0.17695856,-0.4047594,-0.5338434,-0.129084
1,-1.2264787,-1.2074908,"('unfriendly', 'friendly')",1.3975896,1.2757506,0.0855554,0.0341299,-0.0514255
2,0.43932602,0.5001387,"('unlikable', 'likable')",0.7200319,0.7217453,0.579679,0.610942,0.031263
3,-0.76007146,-0.6938795,"('repellent', 'pleasant')",0.7301773,0.78040725,-0.0149471,0.0432639,0.058211
4,-0.1514732,-0.1581479,"('disliked', 'liked')",-6.4491415,-6.574165,-3.3003073,-3.3661563,-0.065849
5,-0.6642442,-0.56199676,"('distant', 'outgoing')",-0.72581214,-0.72409296,-0.6950282,-0.6430448,0.0519834
6,-1.2171924,-1.0849533,"('distant', 'open')",-0.8298841,-0.85143757,-1.0235382,-0.9681954,0.0553428
7,-0.41348794,-0.40917367,"('insensitive', 'sensitive')",0.2782356,0.26838833,-0.0676262,-0.0703927,-0.0027665
8,-0.9335514,-0.9548399,"('unaffectionate', 'affectionate')",0.51879674,0.4701791,-0.2073773,-0.2423304,-0.0349531
9,-1.2614361,-1.287413,"('unaffectionate', 'caring')",0.8577322,0.84075433,-0.201852,-0.2233293,-0.0214773
10,-1.4750049,-1.5021653,"('unsympathetic', 'sympathetic')",-0.53239495,-0.5991528,-1.0036999,-1.0506591,-0.0469592
11,-0.70991033,-0.76483893,"('unhelpful', 'helpful')",1.5279506,1.5406107,0.4090202,0.3878859,-0.0211343
12,-1.0338068,-0.9280519,"('unsupportive', 'supportive')",-2.1663818,-2.1963646,-1.6000943,-1.5622083,0.037886
13,-0.5229059,-0.59609383,"('impolite', 'polite')",-0.9078788,-0.9733663,-0.7153924,-0.7847301,-0.0693377
14,0.68247265,0.6701372,"('antisocial', 'social')",0.40329665,0.31001696,0.5428846,0.4900771,-0.0528075
15,0.45414716,0.3571632,"('boring', 'funny')",0.28839895,0.27694282,0.371273,0.317053,-0.05422
16,-0.72609985,-0.73084044,"('unpopular', 'popular')",0.4042925,0.33817974,-0.1609037,-0.1963304,-0.0354267
17,-0.31786823,-0.3150977,"('nasty', 'nice')",-0.20396301,-0.18129393,-0.2609156,-0.2481958,0.0127198
18,-0.28761804,-0.24004544,"('disagreeable', 'welcoming')",-0.52060586,-0.6193558,-0.404112,-0.4297006,-0.0255886
19,-1.4524186,-1.4016378,"('inhospitable', 'hospitable')",-0.7363292,-0.7240072,-1.0943739,-1.0628225,0.0315514
20,-0.14954938,-0.094790295,"('rough', 'thoughtful')",1.0769093,1.1002727,0.46368,0.5027412,0.0390612
21,0.44326815,0.35603812,"('immoral', 'moral')",-0.18513075,-0.22074698,0.1290687,0.0676456,-0.0614231
22,0.076723225,0.10034259,"('untrustworthy', 'trustworthy')",-0.762503,-0.8480825,-0.3428899,-0.37387,-0.0309801
23,-0.71891385,-0.75138056,"('insincere', 'sincere')",5.4269967,5.3916903,2.3540413,2.3201549,-0.0338864
24,-0.5320695,-0.5895321,"('dishonest', 'honest')",0.33716276,0.29456395,-0.0974534,-0.1474841,-0.0500307
25,-0.26731655,-0.27030194,"('egoistic', 'altruistic')",1.380482,1.3975074,0.5565827,0.5636027,0.00702
26,0.49692944,0.5230287,"('hardhearted', 'benevolent')",1.8567618,1.826382,1.1768457,1.1747054,-0.0021403
27,-0.6441951,-0.5852473,"('hardhearted', 'softhearted')",1.0215272,0.9575549,0.188666,0.1861538,-0.0025122
28,-0.41524294,-0.5732303,"('disloyal', 'loyal')",1.1135226,0.9955304,0.3491399,0.2111501,-0.1379898
29,-0.35903555,-0.3699587,"('unfair', 'fair')",-0.40233612,-0.5118138,-0.3806858,-0.4408863,-0.0602005
30,0.41463947,0.35527152,"('intolerant', 'tolerant')",1.3554475,1.2690924,0.8850435,0.8121819,-0.0728616
31,-0.5717161,-0.39385045,"('evil', 'good')",-0.6746857,-0.69967884,-0.6232009,-0.5467646,0.0764363
32,0.40937343,0.2846849,"('unkind', 'kind')",0.7529015,0.5753474,0.5811375,0.4300162,-0.1511213
33,-0.24279708,-0.26393732,"('wrong', 'right')",-0.7628633,-0.78486836,-0.5028301,-0.5244029,-0.0215728
34,-0.2732803,-0.14766918,"('mean', 'honorable')",5.3825893,5.511305,2.5546546,2.6818178,0.1271632
35,0.29531842,0.24113972,"('corrupt', 'incorrupt')",-0.25222418,-0.27842015,0.0215471,-0.0186402,-0.0401873
36,-0.78824836,-0.78448343,"('hostile', 'amicable')",-0.18790653,-0.29352462,-0.4880775,-0.539004,-0.0509265
37,0.30312994,0.30435562,"('fake', 'genuine')",-0.09890144,-0.075902745,0.1021142,0.1142264,0.0121122
38,-1.0790687,-1.0755317,"('untruthful', 'truthful')",-0.3117897,-0.30028513,-0.6954292,-0.6879084,0.0075208
39,1.197594,1.1856163,"('exploitative', 'cooperative')",0.48752996,0.5401692,0.842562,0.8628927,0.0203307
40,-0.26459834,-0.23459026,"('stingy', 'generous')",-1.6383525,-1.7582374,-0.9514754,-0.9964138,-0.0449384
41,-0.2148192,-0.19087534,"('unforgiving', 'forgiving')",0.032338142,-0.09213011,-0.0912405,-0.1415027,-0.0502622
42,0.46124345,0.49400225,"('unreliable', 'reliable')",-3.3156912,-3.3960216,-1.4272239,-1.4510096,-0.0237857
