,spokesman_male,spokesman_female,tuple,average_male,average_female,female-male
0,1.0889196,0.7804382,"('unsociable', 'sociable')",1.0889196,0.7804382,-0.3084814
1,0.4367624,0.46165195,"('unfriendly', 'friendly')",0.4367624,0.461652,0.0248896
2,0.24231938,0.28461564,"('unlikable', 'likable')",0.2423194,0.2846156,0.0422962
3,0.9019412,0.89068997,"('repellent', 'pleasant')",0.9019412,0.89069,-0.0112512
4,-7.1283927,-7.2904,"('disliked', 'liked')",-7.1283927,-7.2904,-0.1620073
5,-1.4387178,-1.2628938,"('distant', 'outgoing')",-1.4387178,-1.2628938,0.175824
6,-1.4485663,-1.2055324,"('distant', 'open')",-1.4485663,-1.2055324,0.2430339
7,1.5990751,1.444166,"('insensitive', 'sensitive')",1.5990751,1.4441659,-0.1549092
8,0.16258082,0.26863384,"('unaffectionate', 'affectionate')",0.1625808,0.2686338,0.106053
9,1.4652966,1.5193139,"('unaffectionate', 'caring')",1.4652966,1.5193139,0.0540173
10,1.876127,1.7244486,"('unsympathetic', 'sympathetic')",1.876127,1.7244486,-0.1516784
11,2.789674,2.6555388,"('unhelpful', 'helpful')",2.789674,2.6555388,-0.1341352
12,-1.006342,-1.1133659,"('unsupportive', 'supportive')",-1.0063421,-1.1133659,-0.1070238
13,1.2882614,1.0468436,"('impolite', 'polite')",1.2882614,1.0468436,-0.2414178
14,0.84897214,0.6631216,"('antisocial', 'social')",0.8489721,0.6631216,-0.1858505
15,0.17909917,0.1459133,"('boring', 'funny')",0.1790992,0.1459133,-0.0331859
16,-0.42697275,-0.39859465,"('unpopular', 'popular')",-0.4269727,-0.3985946,0.0283781
17,-0.08273182,-0.072753236,"('nasty', 'nice')",-0.0827318,-0.0727532,0.0099786
18,-1.1420202,-1.0824522,"('disagreeable', 'welcoming')",-1.1420202,-1.0824522,0.059568
19,-1.3269423,-1.1525296,"('inhospitable', 'hospitable')",-1.3269423,-1.1525296,0.1744127
