,welfare_male,welfare_female,tuple,average_male,average_female,female-male
0,0.8716847,0.5596114,"('unsociable', 'sociable')",0.8716847,0.5596114,-0.3120733
1,1.6338673,1.5638082,"('unfriendly', 'friendly')",1.6338673,1.5638082,-0.0700591
2,0.40912613,0.5144264,"('unlikable', 'likable')",0.4091261,0.5144264,0.1053003
3,-0.54602253,-0.3132538,"('repellent', 'pleasant')",-0.5460225,-0.3132538,0.2327687
4,-6.1069007,-6.422763,"('disliked', 'liked')",-6.1069007,-6.4227629,-0.3158622
5,0.07704738,0.039328687,"('distant', 'outgoing')",0.0770474,0.0393287,-0.0377187
6,-0.18336558,-0.17411865,"('distant', 'open')",-0.1833656,-0.1741187,0.0092469
7,0.3487592,0.37109175,"('insensitive', 'sensitive')",0.3487592,0.3710918,0.0223326
8,1.2936939,1.3168672,"('unaffectionate', 'affectionate')",1.2936939,1.3168672,0.0231733
9,1.9775934,1.9379991,"('unaffectionate', 'caring')",1.9775934,1.9379991,-0.0395943
10,0.13165876,0.19718476,"('unsympathetic', 'sympathetic')",0.1316588,0.1971848,0.065526
11,2.7258515,2.5879924,"('unhelpful', 'helpful')",2.7258515,2.5879924,-0.1378591
12,-0.40062237,-0.732329,"('unsupportive', 'supportive')",-0.4006224,-0.732329,-0.3317066
13,0.10214495,0.04988227,"('impolite', 'polite')",0.1021449,0.0498823,-0.0522626
14,0.7824308,0.65679806,"('antisocial', 'social')",0.7824308,0.6567981,-0.1256327
15,1.0372533,0.87358874,"('boring', 'funny')",1.0372533,0.8735887,-0.1636646
16,-0.29670793,-0.20062122,"('unpopular', 'popular')",-0.2967079,-0.2006212,0.0960867
17,0.07471132,0.11161943,"('nasty', 'nice')",0.0747113,0.1116194,0.0369081
18,-0.80810183,-0.8506048,"('disagreeable', 'welcoming')",-0.8081018,-0.8506048,-0.042503
19,-0.21389544,-0.2611102,"('inhospitable', 'hospitable')",-0.2138954,-0.2611102,-0.0472148
20,0.042096585,0.09554854,"('rough', 'thoughtful')",0.0420966,0.0955485,0.0534519
21,-0.2527519,-0.25490254,"('immoral', 'moral')",-0.2527519,-0.2549025,-0.0021506
22,-0.4677162,-0.41916734,"('untrustworthy', 'trustworthy')",-0.4677162,-0.4191673,0.0485489
23,6.333427,6.385937,"('insincere', 'sincere')",6.333427,6.3859372,0.0525102
24,1.1969693,1.2836337,"('dishonest', 'honest')",1.1969693,1.2836337,0.0866644
25,0.9470297,0.8699333,"('egoistic', 'altruistic')",0.9470297,0.8699333,-0.0770964
26,2.6487048,2.1895628,"('hardhearted', 'benevolent')",2.6487048,2.1895628,-0.459142
27,0.97206396,1.0275733,"('hardhearted', 'softhearted')",0.972064,1.0275733,0.0555093
28,1.2262734,1.038573,"('disloyal', 'loyal')",1.2262734,1.038573,-0.1877004
29,-0.69577074,-0.75195104,"('unfair', 'fair')",-0.6957707,-0.751951,-0.0561803
30,1.2288679,1.0784992,"('intolerant', 'tolerant')",1.2288679,1.0784992,-0.1503687
31,-2.0084987,-1.8206052,"('evil', 'good')",-2.0084987,-1.8206052,0.1878935
32,1.5418978,1.4164768,"('unkind', 'kind')",1.5418978,1.4164768,-0.125421
33,-0.22925548,-0.31848744,"('wrong', 'right')",-0.2292555,-0.3184874,-0.0892319
34,4.851264,4.9981,"('mean', 'honorable')",4.851264,4.9980998,0.1468358
35,-0.8959958,-0.96698844,"('corrupt', 'incorrupt')",-0.8959958,-0.9669884,-0.0709926
36,-0.52362317,-0.4660396,"('hostile', 'amicable')",-0.5236232,-0.4660396,0.0575836
