,farming_male,farming_female,tuple,average_male,average_female,female-male
0,0.30012965,0.23806849,"('unsociable', 'sociable')",0.3001297,0.2380685,-0.0620612
1,1.5519242,1.6743802,"('unfriendly', 'friendly')",1.5519242,1.6743802,0.122456
2,0.032329913,0.1712793,"('unlikable', 'likable')",0.0323299,0.1712793,0.1389494
3,0.6704191,0.91788894,"('repellent', 'pleasant')",0.6704191,0.9178889,0.2474698
4,-7.047644,-7.063271,"('disliked', 'liked')",-7.0476441,-7.063271,-0.0156269
5,-0.35908988,-0.11685522,"('distant', 'outgoing')",-0.3590899,-0.1168552,0.2422347
6,-0.11624351,0.0786721,"('distant', 'open')",-0.1162435,0.0786721,0.1949156
7,0.9785449,1.1421531,"('insensitive', 'sensitive')",0.9785449,1.1421531,0.1636082
8,1.2345091,1.1721991,"('unaffectionate', 'affectionate')",1.2345091,1.1721991,-0.06231
9,1.9428483,2.0787997,"('unaffectionate', 'caring')",1.9428483,2.0787997,0.1359514
10,0.71164787,0.84890693,"('unsympathetic', 'sympathetic')",0.7116479,0.8489069,0.137259
11,1.9339497,2.136464,"('unhelpful', 'helpful')",1.9339497,2.1364641,0.2025144
12,-1.2791452,-1.0595477,"('unsupportive', 'supportive')",-1.2791452,-1.0595477,0.2195975
13,-0.063397214,-0.04557645,"('impolite', 'polite')",-0.0633972,-0.0455764,0.0178208
14,0.3318428,0.15968227,"('antisocial', 'social')",0.3318428,0.1596823,-0.1721605
15,0.48336715,0.3871734,"('boring', 'funny')",0.4833671,0.3871734,-0.0961937
16,-0.55258125,-0.4907713,"('unpopular', 'popular')",-0.5525813,-0.4907713,0.06181
17,-0.25793087,-0.22952533,"('nasty', 'nice')",-0.2579309,-0.2295253,0.0284056
18,-0.5537032,-0.37201947,"('disagreeable', 'welcoming')",-0.5537032,-0.3720195,0.1816837
19,-0.27689993,-0.10482864,"('inhospitable', 'hospitable')",-0.2768999,-0.1048286,0.1720713
20,0.5587771,0.46412796,"('rough', 'thoughtful')",0.5587771,0.464128,-0.0946491
21,-0.30243543,-0.054337014,"('immoral', 'moral')",-0.3024354,-0.054337,0.2480984
22,-0.77997,-0.61405563,"('untrustworthy', 'trustworthy')",-0.77997,-0.6140556,0.1659144
23,6.5797157,6.807951,"('insincere', 'sincere')",6.5797157,6.807951,0.2282353
24,1.5004687,1.6708382,"('dishonest', 'honest')",1.5004687,1.6708382,0.1703695
25,1.3770201,1.3297191,"('egoistic', 'altruistic')",1.3770201,1.3297191,-0.047301
26,1.3399565,0.84754884,"('hardhearted', 'benevolent')",1.3399565,0.8475488,-0.4924077
27,1.6494347,1.5033121,"('hardhearted', 'softhearted')",1.6494347,1.5033121,-0.1461226
28,1.3288845,1.3065176,"('disloyal', 'loyal')",1.3288845,1.3065176,-0.0223669
29,-0.62300473,-0.6778183,"('unfair', 'fair')",-0.6230047,-0.6778183,-0.0548136
30,1.0730594,1.123572,"('intolerant', 'tolerant')",1.0730594,1.123572,0.0505126
31,-1.2795371,-1.3440764,"('evil', 'good')",-1.2795371,-1.3440764,-0.0645393
32,1.3240281,1.1617393,"('unkind', 'kind')",1.3240281,1.1617393,-0.1622888
33,-0.020444788,-0.020607125,"('wrong', 'right')",-0.0204448,-0.0206071,-0.0001623
34,4.7132516,5.0215917,"('mean', 'honorable')",4.7132516,5.0215917,0.3083401
35,-1.0741265,-1.2265581,"('corrupt', 'incorrupt')",-1.0741265,-1.2265581,-0.1524316
36,-0.8530701,-1.0489976,"('hostile', 'amicable')",-0.8530701,-1.0489976,-0.1959275
37,0.9313931,0.9362914,"('fake', 'genuine')",0.9313931,0.9362914,0.0048983
38,0.14323065,0.32242453,"('untruthful', 'truthful')",0.1432306,0.3224245,0.1791939
39,0.23618636,0.24913435,"('exploitative', 'cooperative')",0.2361864,0.2491343,0.0129479
40,-1.3795162,-1.2807077,"('stingy', 'generous')",-1.3795162,-1.2807077,0.0988085
41,0.3552044,0.06414364,"('unforgiving', 'forgiving')",0.3552044,0.0641436,-0.2910608
42,-2.6840768,-2.4256613,"('unreliable', 'reliable')",-2.6840768,-2.4256613,0.2584155
43,1.0186342,1.1379176,"('irresponsible', 'responsible')",1.0186342,1.1379176,0.1192834
44,-1.3405274,-1.4769258,"('prejudiced', 'unprejudiced')",-1.3405274,-1.4769258,-0.1363984
45,0.25283825,0.07697598,"('incompetent', 'competent')",0.2528383,0.076976,-0.1758623
46,-1.1530141,-1.0519588,"('uncompetitive', 'competitive')",-1.1530141,-1.0519588,0.1010553
47,4.9140115,4.9850426,"('stupid', 'smart')",4.9140115,4.9850426,0.0710311
48,0.37327963,0.42228073,"('unintelligent', 'intelligent')",0.3732796,0.4222807,0.0490011
49,-0.07513203,0.18438613,"('unable', 'able')",-0.075132,0.1843861,0.2595181
50,-0.40921035,-0.31185886,"('clumsy', 'skillful')",-0.4092104,-0.3118589,0.0973515
