,smith_male,smith_female,tuple,a_male,a_female,o_male,o_female,corp_male,corp_female,average_male,average_female,female-male
0,1.9172988,1.6610496,"('unsociable', 'sociable')",1.5712944,1.3399675,1.1036075,0.8480975,0.58579415,0.43271646,1.2944987,1.0704578,-0.2240409
1,-0.8987891,-1.0017104,"('unfriendly', 'friendly')",-1.7521123,-1.7220341,-1.2537333,-1.1997116,1.3072296,1.206029,-0.6493512,-0.6793567,-0.0300055
2,1.6174233,1.7676027,"('unlikable', 'likable')",1.5026767,1.7461025,1.6225064,1.7683573,0.6112307,0.5860941,1.3384593,1.4670391,0.1285798
3,1.5892475,1.8130769,"('repellent', 'pleasant')",1.5203835,1.6650136,1.6054876,1.7656066,1.5538089,1.6280637,1.5672319,1.7179402,0.1507083
4,-1.7550017,-1.8576956,"('disliked', 'liked')",-0.18931258,-0.25184175,-0.18466136,-0.21939483,-7.3219266,-7.4104557,-2.3627255,-2.4348469,-0.0721214
5,-2.5314312,-2.5493972,"('distant', 'outgoing')",-1.7339239,-1.7875569,-0.89005464,-0.7822616,-0.44621196,-0.47886157,-1.4004054,-1.3995194,0.000886
6,-2.4434626,-2.4335778,"('distant', 'open')",-1.454584,-1.4003502,-0.4621759,-0.3064949,-0.33377406,-0.37792104,-1.1734991,-1.129586,0.0439131
7,2.0294678,1.9594226,"('insensitive', 'sensitive')",0.45480764,0.48748118,0.71034145,0.7116132,1.1499333,1.0736837,1.0861375,1.0580502,-0.0280873
8,-1.0605235,-1.244682,"('unaffectionate', 'affectionate')",-1.2582667,-1.1356568,-0.93291795,-0.8554994,0.7389754,0.732705,-0.6281831,-0.6257832,0.0023999
9,-0.10893375,-0.27363583,"('unaffectionate', 'caring')",-0.5388792,-0.52380145,-0.0070765708,0.019602228,1.5126266,1.5150408,0.2144343,0.1843014,-0.0301329
10,2.2848456,2.1373749,"('unsympathetic', 'sympathetic')",1.5977734,1.4826062,0.65063477,0.4241035,0.493688,0.32090196,1.2567354,1.0912466,-0.1654888
