,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.95974797,-1.1737356,"('unsociable', 'sociable')",-0.13915104,-0.33552942,-0.5494495,-0.7546325,-0.205183
1,-2.4222305,-2.314366,"('unfriendly', 'friendly')",1.2250471,1.0329111,-0.5985917,-0.6407275,-0.0421358
2,-0.013842527,0.12915602,"('unlikable', 'likable')",0.36070037,0.46264267,0.1734289,0.2958993,0.1224704
3,-0.2112144,-0.042876676,"('repellent', 'pleasant')",0.090067714,0.17983489,-0.0605733,0.0684791,0.1290524
4,-0.47602785,-0.4520495,"('disliked', 'liked')",-5.608869,-5.531723,-3.0424485,-2.9918861,0.0505624
5,-1.5181508,-1.2670017,"('distant', 'outgoing')",-0.6080086,-0.6212882,-1.0630797,-0.944145,0.1189347
6,-2.0898526,-1.7540953,"('distant', 'open')",-0.5544633,-0.62542623,-1.322158,-1.1897608,0.1323972
7,-0.27833873,-0.20452803,"('insensitive', 'sensitive')",0.7434477,0.74471533,0.2325545,0.2700936,0.0375391
8,-1.938628,-1.7313142,"('unaffectionate', 'affectionate')",0.095592454,0.0058338083,-0.9215177,-0.8627402,0.0587775
9,-1.9550651,-1.765368,"('unaffectionate', 'caring')",0.6718551,0.64238906,-0.641605,-0.5614895,0.0801155
10,-1.21611,-1.234832,"('unsympathetic', 'sympathetic')",-0.07398811,-0.17180732,-0.645049,-0.7033197,-0.0582707
11,-0.409041,-0.4426964,"('unhelpful', 'helpful')",2.060669,2.1191406,0.825814,0.8382221,0.0124081
12,-1.0637677,-0.87116593,"('unsupportive', 'supportive')",-1.518867,-1.4797207,-1.2913173,-1.1754433,0.115874
13,0.0221387,-0.11706137,"('impolite', 'polite')",0.14900127,0.15001868,0.08557,0.0164787,-0.0690913
14,0.35161343,0.30610943,"('antisocial', 'social')",-0.10894042,-0.08245863,0.1213365,0.1118254,-0.0095111
15,0.004551232,-0.103694774,"('boring', 'funny')",0.4180231,0.38354778,0.2112872,0.1399265,-0.0713607
16,-0.4642514,-0.42258298,"('unpopular', 'popular')",0.5592836,0.5544311,0.0475161,0.065924,0.0184079
17,-0.49122643,-0.40451056,"('nasty', 'nice')",-0.32700306,-0.26641312,-0.4091147,-0.3354619,0.0736528
18,0.056564856,0.2711928,"('disagreeable', 'welcoming')",-0.36069578,-0.44883808,-0.1520655,-0.0888226,0.0632429
19,-1.20014,-1.0017089,"('inhospitable', 'hospitable')",-0.36877564,-0.42385334,-0.7844578,-0.7127811,0.0716767
