,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.16526234,-0.06758477,"('unsociable', 'sociable')",-0.1670298,-0.35740966,-0.0008837,-0.2124972,-0.2116135
1,2.4746294,2.5269916,"('unfriendly', 'friendly')",1.6152067,1.6484885,2.0449181,2.0877399,0.0428218
2,-0.20102555,-0.07658763,"('unlikable', 'likable')",0.4879322,0.74646586,0.1434533,0.3349391,0.1914858
3,-2.0587742,-2.0354023,"('repellent', 'pleasant')",-0.15763737,-0.10561394,-1.1082058,-1.0705081,0.0376977
4,0.26161107,0.29286143,"('disliked', 'liked')",-6.559613,-6.7053466,-3.1490011,-3.2062426,-0.0572415
5,1.4148003,1.5468347,"('distant', 'outgoing')",-0.461442,-0.20223987,0.4766791,0.6722974,0.1956183
6,1.1446092,1.3412892,"('distant', 'open')",-0.24507633,0.08166641,0.4497665,0.7114778,0.2617113
7,-0.71319556,-0.7058167,"('insensitive', 'sensitive')",-0.36833793,-0.34117556,-0.5407667,-0.5234962,0.0172705
8,1.6195483,1.6754168,"('unaffectionate', 'affectionate')",0.7389107,0.76187897,1.1792295,1.218648,0.0394185
9,1.9919784,2.0477216,"('unaffectionate', 'caring')",1.1116147,1.2163395,1.5517966,1.6320305,0.0802339
10,-0.60501534,-0.78600615,"('unsympathetic', 'sympathetic')",-0.21297699,-0.46877614,-0.4089962,-0.6273912,-0.218395
11,-0.8327627,-0.871791,"('unhelpful', 'helpful')",1.8545034,1.8593638,0.5108703,0.4937864,-0.0170839
12,1.3036956,1.3863498,"('unsupportive', 'supportive')",-1.5328895,-1.5140187,-0.114597,-0.0638344,0.0507626
13,-0.5795047,-0.6998423,"('impolite', 'polite')",-0.73610795,-0.8810814,-0.6578063,-0.7904618,-0.1326555
14,-0.79918677,-1.0246665,"('antisocial', 'social')",-0.8606404,-1.0745807,-0.8299136,-1.0496236,-0.21971
15,1.1638201,1.120945,"('boring', 'funny')",0.5070552,0.54902637,0.8354377,0.8349857,-0.000452
16,-0.7936163,-0.66328514,"('unpopular', 'popular')",-0.2650756,-0.17435865,-0.5293459,-0.4188219,0.110524
17,-0.53607786,-0.44962338,"('nasty', 'nice')",-0.6917991,-0.6265188,-0.6139385,-0.5380711,0.0758674
18,-0.13036078,0.03313084,"('disagreeable', 'welcoming')",-1.125297,-0.9773465,-0.6278288,-0.4721078,0.155721
19,0.42458645,0.5221167,"('inhospitable', 'hospitable')",-0.16532487,-0.0012829639,0.1296308,0.2604169,0.1307861
20,0.8674506,0.8957611,"('rough', 'thoughtful')",0.77887285,0.842237,0.8231617,0.868999,0.0458373
21,-0.3054486,-0.4099113,"('immoral', 'moral')",-1.0676566,-1.0583202,-0.6865526,-0.7341157,-0.0475631
22,-1.5659312,-1.7304072,"('untrustworthy', 'trustworthy')",-1.0632126,-1.1080503,-1.3145719,-1.4192288,-0.1046569
23,0.35778636,0.36075968,"('insincere', 'sincere')",5.348693,5.422596,2.8532395,2.8916779,0.0384384
24,-0.2651566,-0.32268584,"('dishonest', 'honest')",0.43589482,0.46283287,0.0853691,0.0700735,-0.0152956
25,2.0738916,2.1421773,"('egoistic', 'altruistic')",1.2025018,1.3023508,1.6381967,1.7222641,0.0840674
26,3.468661,3.3994071,"('hardhearted', 'benevolent')",2.1382434,1.9128033,2.8034523,2.6561053,-0.147347
