,bioverativ_male,bioverativ_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6204421,-0.6551761,"('unsociable', 'sociable')",-0.62752986,-0.755276,-0.623986,-0.7052261,-0.0812401
1,-0.7493831,-0.8541041,"('unfriendly', 'friendly')",1.9935926,1.8331738,0.6221048,0.4895348,-0.13257
2,0.51140314,0.5348132,"('unlikable', 'likable')",0.65634567,0.7403287,0.5838744,0.637571,0.0536966
3,-0.9344236,-0.8581108,"('repellent', 'pleasant')",0.15744817,0.15780573,-0.3884877,-0.3501525,0.0383352
4,-0.5153722,-0.595395,"('disliked', 'liked')",-6.0423427,-6.1654577,-3.2788575,-3.3804264,-0.1015689
5,-0.67680454,-0.58593833,"('distant', 'outgoing')",0.099606454,0.08133167,-0.288599,-0.2523033,0.0362957
6,-0.9277965,-0.8692075,"('distant', 'open')",0.5170153,0.5032237,-0.2053906,-0.1829919,0.0223987
7,-0.1723727,-0.12275422,"('insensitive', 'sensitive')",0.394302,0.45727777,0.1109647,0.1672618,0.0562971
8,-1.2146492,-1.2642882,"('unaffectionate', 'affectionate')",1.0492792,0.91497743,-0.082685,-0.1746554,-0.0919704
9,-1.0730841,-1.0979142,"('unaffectionate', 'caring')",1.1635845,1.1096246,0.0452502,0.0058552,-0.039395
10,-0.7173767,-0.7003097,"('unsympathetic', 'sympathetic')",-1.0148166,-0.9963473,-0.8660967,-0.8483285,0.0177682
11,-0.5427847,-0.49760026,"('unhelpful', 'helpful')",1.0727233,1.2302865,0.2649693,0.3663431,0.1013738
12,0.012337238,0.10916106,"('unsupportive', 'supportive')",-1.7681403,-1.7534026,-0.8779016,-0.8221208,0.0557808
13,0.15944454,0.19025047,"('impolite', 'polite')",-0.9429604,-0.8288409,-0.3917579,-0.3192952,0.0724627
14,-0.05684741,-0.048412427,"('antisocial', 'social')",-0.59908617,-0.6667919,-0.3279668,-0.3576022,-0.0296354
15,0.49954322,0.41020834,"('boring', 'funny')",0.8173927,0.7765637,0.6584679,0.5933861,-0.0650818
16,-0.74017406,-0.79494494,"('unpopular', 'popular')",0.4678952,0.48764455,-0.1361394,-0.1536502,-0.0175108
17,-0.004763076,0.051334832,"('nasty', 'nice')",-0.43465713,-0.38928866,-0.2197101,-0.1689769,0.0507332
18,0.06666948,0.11550317,"('disagreeable', 'welcoming')",-0.12651762,-0.1665566,-0.0299241,-0.0255267,0.0043974
19,-1.3286325,-1.275447,"('inhospitable', 'hospitable')",0.09696638,0.22982448,-0.615833,-0.5228113,0.0930217
20,0.6642881,0.677719,"('rough', 'thoughtful')",1.1865402,1.106997,0.9254142,0.892358,-0.0330562
21,0.3610458,0.36120632,"('immoral', 'moral')",-0.707485,-0.68628407,-0.1732196,-0.1625389,0.0106807
22,0.17514959,0.18103182,"('untrustworthy', 'trustworthy')",-0.7121645,-0.7994025,-0.2685075,-0.3091853,-0.0406778
