,moderna_male,moderna_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.37152898,0.48966822,"('unsociable', 'sociable')",-0.5458955,-0.59695953,-0.0871833,-0.0536457,0.0335376
1,-0.6772716,-0.7723358,"('unfriendly', 'friendly')",1.8390994,1.7072845,0.5809139,0.4674743,-0.1134396
2,1.0157251,1.0760888,"('unlikable', 'likable')",0.79496324,0.8933489,0.9053442,0.9847188,0.0793746
3,0.3734755,0.6271635,"('repellent', 'pleasant')",0.6299469,0.7316091,0.5017112,0.6793863,0.1776751
4,-0.5361184,-0.6432877,"('disliked', 'liked')",-6.5681787,-6.687929,-3.5521486,-3.6656084,-0.1134598
5,-0.8508526,-0.9525347,"('distant', 'outgoing')",-0.17164333,-0.22877097,-0.511248,-0.5906528,-0.0794048
6,-1.1705428,-1.2530111,"('distant', 'open')",0.42117947,0.35686943,-0.3746817,-0.4480708,-0.0733891
7,0.2722567,0.5276192,"('insensitive', 'sensitive')",0.23997287,0.34762576,0.2561148,0.4376225,0.1815077
8,-0.53823066,-0.644649,"('unaffectionate', 'affectionate')",0.982022,0.8407022,0.2218957,0.0980266,-0.1238691
9,-0.68438303,-0.70603836,"('unaffectionate', 'caring')",1.0661019,1.0058041,0.1908594,0.1498829,-0.0409765
10,0.2744806,0.5712207,"('unsympathetic', 'sympathetic')",-0.5640327,-0.54789966,-0.144776,0.0116605,0.1564365
11,0.20235883,0.35574242,"('unhelpful', 'helpful')",1.2755942,1.3957855,0.7389765,0.875764,0.1367875
12,0.2667917,0.49800256,"('unsupportive', 'supportive')",-2.0206478,-2.0107822,-0.876928,-0.7563899,0.1205381
13,0.5251235,0.6412362,"('impolite', 'polite')",-0.84852195,-0.7882722,-0.1616992,-0.073518,0.0881812
14,1.8421515,2.0247936,"('antisocial', 'social')",-0.33885694,-0.30994856,0.7516473,0.8574225,0.1057752
15,-0.037456874,-0.22218736,"('boring', 'funny')",0.56178427,0.48489493,0.2621637,0.1313538,-0.1308099
16,-1.5947506,-1.6720711,"('unpopular', 'popular')",0.47035706,0.46056068,-0.5621968,-0.6057552,-0.0435584
17,-0.65368843,-0.609788,"('nasty', 'nice')",-0.32208917,-0.30092797,-0.4878888,-0.455358,0.0325308
18,-0.07892288,0.13302669,"('disagreeable', 'welcoming')",-0.34825194,-0.31803846,-0.2135874,-0.0925059,0.1210815
19,-1.0102683,-0.9842173,"('inhospitable', 'hospitable')",-0.08605796,0.015868012,-0.5481632,-0.4841746,0.0639886
20,1.0157809,1.0297071,"('rough', 'thoughtful')",1.3596402,1.2675725,1.1877105,1.1486398,-0.0390707
21,1.3675665,1.5076959,"('immoral', 'moral')",-0.3874035,-0.25143665,0.4900815,0.6281296,0.1380481
22,0.9766982,1.086591,"('untrustworthy', 'trustworthy')",-0.89673847,-0.8953493,0.0399799,0.0956208,0.0556409
23,0.35938582,0.5768073,"('insincere', 'sincere')",5.421044,5.4473267,2.8902149,3.0120671,0.1218522
24,0.30349162,0.30738494,"('dishonest', 'honest')",0.8660803,0.85840726,0.5847859,0.5828961,-0.0018898
25,-0.55346113,-0.767963,"('egoistic', 'altruistic')",1.7855719,1.6519073,0.6160554,0.4419722,-0.1740832
26,0.8101587,0.7059599,"('hardhearted', 'benevolent')",2.082716,2.005985,1.4464374,1.3559725,-0.0904649
27,0.10457386,0.054235924,"('hardhearted', 'softhearted')",1.6077535,1.4226439,0.8561637,0.7384399,-0.1177238
28,-0.18917614,-0.29559532,"('disloyal', 'loyal')",0.83829886,0.7367555,0.3245614,0.2205801,-0.1039813
29,0.23951377,0.01995313,"('unfair', 'fair')",-0.19803196,-0.39129177,0.0207409,-0.1856693,-0.2064102
30,0.8779012,1.1371261,"('intolerant', 'tolerant')",1.376545,1.4485177,1.127223,1.2928219,0.1655989
31,-1.7626679,-1.7900704,"('evil', 'good')",-0.8018079,-0.90440285,-1.2822379,-1.3472366,-0.0649987
32,0.22027816,0.2644583,"('unkind', 'kind')",0.7795329,0.6852955,0.4999055,0.4748769,-0.0250286
33,-0.10718255,-0.20488816,"('wrong', 'right')",-0.35481134,-0.4395054,-0.2309969,-0.3221968,-0.0911999
34,0.19359127,0.38449612,"('mean', 'honorable')",5.531567,5.7493505,2.8625791,3.0669234,0.2043443
35,-1.3905735,-1.7545526,"('corrupt', 'incorrupt')",-0.0071588997,-0.22124633,-0.6988662,-0.9878995,-0.2890333
36,-1.5945321,-1.8004597,"('hostile', 'amicable')",0.41310474,0.21120745,-0.5907137,-0.7946261,-0.2039124
37,0.508333,0.55924624,"('fake', 'genuine')",0.41246024,0.45610368,0.4603966,0.5076749,0.0472783
38,0.1463869,0.23476008,"('untruthful', 'truthful')",-0.30852282,-0.21201777,-0.081068,0.0113712,0.0924392
39,0.62703276,0.7132163,"('exploitative', 'cooperative')",0.2456381,0.26610526,0.4363354,0.4896608,0.0533254
40,0.27098098,0.31564963,"('stingy', 'generous')",-1.6627268,-1.8008146,-0.6958729,-0.7425825,-0.0467096
41,0.1825405,0.3656885,"('unforgiving', 'forgiving')",-0.071958736,-0.12982883,0.0552909,0.1179298,0.0626389
42,0.519954,0.8091794,"('unreliable', 'reliable')",-2.9988542,-2.87857,-1.2394501,-1.0346954,0.2047547
