,sidestream_male,sidestream_female,tuple,average_male,average_female,female-male
0,-0.29617012,-0.378966,"('unsociable', 'sociable')",-0.2961701,-0.378966,-0.0827959
1,0.22477938,0.1495277,"('unfriendly', 'friendly')",0.2247794,0.1495277,-0.0752517
2,0.034083165,0.13529195,"('unlikable', 'likable')",0.0340832,0.1352919,0.1012087
3,-0.16509427,-0.011646748,"('repellent', 'pleasant')",-0.1650943,-0.0116467,0.1534476
4,-4.6413617,-4.7450624,"('disliked', 'liked')",-4.6413617,-4.7450624,-0.1037007
5,-0.643982,-0.67576516,"('distant', 'outgoing')",-0.643982,-0.6757652,-0.0317832
6,-0.36207002,-0.32139218,"('distant', 'open')",-0.36207,-0.3213922,0.0406778
7,0.31386632,0.40624326,"('insensitive', 'sensitive')",0.3138663,0.4062433,0.092377
8,0.15790974,0.13061137,"('unaffectionate', 'affectionate')",0.1579097,0.1306114,-0.0272983
9,0.6048628,0.63813055,"('unaffectionate', 'caring')",0.6048628,0.6381305,0.0332677
10,-0.36650395,-0.18276486,"('unsympathetic', 'sympathetic')",-0.366504,-0.1827649,0.1837391
11,1.5745445,1.67324,"('unhelpful', 'helpful')",1.5745445,1.6732399,0.0986954
12,-0.92966235,-0.8138969,"('unsupportive', 'supportive')",-0.9296623,-0.8138969,0.1157654
13,-0.11993469,-0.11466059,"('impolite', 'polite')",-0.1199347,-0.1146606,0.0052741
14,0.1743431,0.1446782,"('antisocial', 'social')",0.1743431,0.1446782,-0.0296649
15,0.30957606,0.2708831,"('boring', 'funny')",0.3095761,0.2708831,-0.038693
16,-0.66142136,-0.7325284,"('unpopular', 'popular')",-0.6614214,-0.7325284,-0.071107
17,-0.40746582,-0.3022299,"('nasty', 'nice')",-0.4074658,-0.3022299,0.1052359
18,-0.6394079,-0.638404,"('disagreeable', 'welcoming')",-0.6394079,-0.638404,0.0010039
19,-0.7898029,-0.7172625,"('inhospitable', 'hospitable')",-0.7898029,-0.7172625,0.0725404
20,0.24069871,0.28222054,"('rough', 'thoughtful')",0.2406987,0.2822205,0.0415218
21,-0.10588379,-0.022732694,"('immoral', 'moral')",-0.1058838,-0.0227327,0.0831511
22,0.113683954,0.1903852,"('untrustworthy', 'trustworthy')",0.113684,0.1903852,0.0767012
23,3.5335693,3.6379645,"('insincere', 'sincere')",3.5335693,3.6379645,0.1043952
24,0.8488091,0.9452275,"('dishonest', 'honest')",0.8488091,0.9452275,0.0964184
25,0.33250397,0.224109,"('egoistic', 'altruistic')",0.332504,0.224109,-0.108395
26,-0.09323079,-0.22213021,"('hardhearted', 'benevolent')",-0.0932308,-0.2221302,-0.1288994
27,0.70032865,0.7197052,"('hardhearted', 'softhearted')",0.7003286,0.7197052,0.0193766
28,0.49986008,0.44902438,"('disloyal', 'loyal')",0.4998601,0.4490244,-0.0508357
29,-0.24917023,-0.26444805,"('unfair', 'fair')",-0.2491702,-0.264448,-0.0152778
30,1.0636206,1.104422,"('intolerant', 'tolerant')",1.0636206,1.104422,0.0408014
31,-1.2260839,-1.2437692,"('evil', 'good')",-1.2260839,-1.2437692,-0.0176853
32,0.52208877,0.5137111,"('unkind', 'kind')",0.5220888,0.5137111,-0.0083777
