,kinder_male,kinder_female,tuple,morgan_male,morgan_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6503509,-0.7257211,"('unsociable', 'sociable')",0.870872,0.76197183,-0.5562929,-0.77172184,-0.1119239,-0.245157,-0.1332331
1,-1.2218789,-1.2405221,"('unfriendly', 'friendly')",1.6005168,1.4146423,1.8232929,1.6879013,0.7339769,0.6206738,-0.1133031
2,0.33713496,0.37336156,"('unlikable', 'likable')",1.5716535,1.5782026,0.8755945,0.9892486,0.9281276,0.9802709,0.0521433
3,-1.3461517,-1.2854853,"('repellent', 'pleasant')",-0.8509434,-0.67543024,0.08546746,0.11905154,-0.7038759,-0.6139547,0.0899212
4,0.62530947,0.66333985,"('disliked', 'liked')",-0.41275603,-0.45399246,-6.452625,-6.37708,-2.0800238,-2.0559109,0.0241129
5,0.64766,0.66380924,"('distant', 'outgoing')",0.76378465,0.7325989,0.13848013,0.2599308,0.5166416,0.552113,0.0354714
6,0.6357039,0.64556646,"('distant', 'open')",0.68824965,0.6333893,0.38034773,0.4699691,0.5681005,0.5829749,0.0148744
7,-0.6665761,-0.62345016,"('insensitive', 'sensitive')",0.595666,0.724661,0.33403495,0.32276517,0.0877083,0.1413253,0.053617
8,-0.35387367,-0.4011844,"('unaffectionate', 'affectionate')",1.2443085,1.1314936,1.0106078,0.99949485,0.6336809,0.5766013,-0.0570796
9,-0.18107422,-0.15649581,"('unaffectionate', 'caring')",1.7200414,1.7239751,1.3619673,1.4120867,0.9669782,0.9931887,0.0262105
10,-1.6416534,-1.5450137,"('unsympathetic', 'sympathetic')",-0.38107327,-0.2384553,-0.3663843,-0.43410695,-0.7963703,-0.739192,0.0571783
11,-0.5520025,-0.41068125,"('unhelpful', 'helpful')",0.5282681,0.7247381,2.0411153,2.163104,0.6724603,0.8257203,0.15326
12,-0.06072735,0.100401275,"('unsupportive', 'supportive')",1.7771461,1.9514135,-1.7596744,-1.7149652,-0.0144186,0.1122832,0.1267018
13,-0.22985601,-0.17131832,"('impolite', 'polite')",0.28685406,0.323131,-0.5028695,-0.51703817,-0.1486238,-0.1217418,0.026882
14,-1.3874372,-1.3715566,"('antisocial', 'social')",0.14646606,0.15811908,-0.83610773,-0.8906383,-0.6923596,-0.7013586,-0.008999
15,0.33111787,0.26008838,"('boring', 'funny')",0.18108606,0.13569802,0.34823453,0.3555266,0.2868128,0.2504377,-0.0363751
16,0.318301,0.1894666,"('unpopular', 'popular')",-0.19835083,-0.23577315,0.6024465,0.51413125,0.2407989,0.1559416,-0.0848573
17,0.6955625,0.73907185,"('nasty', 'nice')",-0.529151,-0.43820727,-0.5142391,-0.45850885,-0.1159425,-0.0525481,0.0633944
18,-0.8189003,-0.70798326,"('disagreeable', 'welcoming')",0.6326732,0.6980223,-0.43211418,-0.4317542,-0.2061138,-0.1472384,0.0588754
19,0.38214836,0.508846,"('inhospitable', 'hospitable')",-0.14797688,-0.08843866,-0.11187477,-0.014584395,0.0407656,0.1352743,0.0945087
20,-0.8433048,-0.7886732,"('rough', 'thoughtful')",0.8467927,0.96551096,1.0787209,1.0636796,0.3607363,0.4135058,0.0527695
21,-1.4209652,-1.3380852,"('immoral', 'moral')",0.13127209,0.3000434,-0.9229535,-0.92383444,-0.7375488,-0.6539588,0.08359
22,-0.68525463,-0.6349232,"('untrustworthy', 'trustworthy')",-0.072969705,-0.016439464,-0.9492518,-0.9289724,-0.5691587,-0.5267784,0.0423803
23,-0.6524691,-0.61682504,"('insincere', 'sincere')",1.2456297,1.3610502,5.805561,5.7306223,2.1329072,2.1582824,0.0253752
24,-1.0428586,-0.977761,"('dishonest', 'honest')",0.97268105,1.0641837,0.7016789,0.72217506,0.2105004,0.2695326,0.0590322
25,0.83698326,0.71686774,"('egoistic', 'altruistic')",0.060006224,0.027033843,1.2440704,1.174921,0.7136866,0.6396075,-0.0740791
26,-0.6864937,-0.791322,"('hardhearted', 'benevolent')",1.8293215,1.6797153,1.58818,1.4038976,0.9103359,0.764097,-0.1462389
27,-0.36286116,-0.3056284,"('hardhearted', 'softhearted')",0.2678379,0.31206423,1.3059739,1.2349534,0.4036502,0.4137964,0.0101462
28,-1.1570971,-1.1732723,"('disloyal', 'loyal')",0.35572222,0.31206733,0.6812032,0.65229297,-0.0400572,-0.0696373,-0.0295801
29,-0.59724355,-0.53510755,"('unfair', 'fair')",-0.22645774,-0.21686664,-0.5660323,-0.6437908,-0.4632445,-0.465255,-0.0020105
30,-0.35611174,-0.21574959,"('intolerant', 'tolerant')",0.3873223,0.48850536,1.0813404,1.0671722,0.3708503,0.4466426,0.0757923
31,-0.18938445,-0.19812132,"('evil', 'good')",-0.6493425,-0.737661,-0.9557224,-1.02824,-0.5981498,-0.6546741,-0.0565243
32,-0.562533,-0.5916338,"('unkind', 'kind')",0.6880532,0.73475647,0.8593984,0.71530354,0.3283062,0.2861421,-0.0421641
33,1.2302698,1.1814063,"('wrong', 'right')",0.9645727,0.8480237,-0.4239058,-0.44040853,0.5903122,0.5296738,-0.0606384
34,-0.6781018,-0.5053769,"('mean', 'honorable')",-0.38419098,-0.23023899,5.9942183,6.0605006,1.6439753,1.7749616,0.1309863
35,1.835453,1.7252734,"('corrupt', 'incorrupt')",-1.1017207,-1.2213802,-0.21418023,-0.267968,0.173184,0.0786417,-0.0945423
36,0.019964911,-0.09970699,"('hostile', 'amicable')",-0.65459013,-0.84060407,0.2882955,0.07002324,-0.1154432,-0.2900959,-0.1746527
37,0.34872714,0.4282114,"('fake', 'genuine')",-0.59241617,-0.5919339,0.18921518,0.23220268,-0.0181579,0.0228267,0.0409846
38,0.8432364,0.91233385,"('untruthful', 'truthful')",0.6000097,0.64872146,0.3551635,0.46570855,0.5994699,0.675588,0.0761181
39,0.3845547,0.44133896,"('exploitative', 'cooperative')",1.7105601,1.807977,0.066412136,0.09574562,0.720509,0.7816872,0.0611782
40,-0.22128655,-0.1830318,"('stingy', 'generous')",0.45459482,0.3787063,-1.8809203,-1.9749696,-0.549204,-0.5930984,-0.0438944
41,-0.28379017,-0.18396704,"('unforgiving', 'forgiving')",0.5786792,0.68691146,0.12627271,0.08021219,0.1403872,0.1943855,0.0539983
42,0.31265643,0.42486203,"('unreliable', 'reliable')",0.8812393,1.0911921,-3.123136,-2.917111,-0.6430801,-0.4670189,0.1760612
43,-0.62507945,-0.43255195,"('irresponsible', 'responsible')",1.4426713,1.6029816,0.4117648,0.4856801,0.4097855,0.5520366,0.1422511
44,-0.30110046,-0.3705367,"('prejudiced', 'unprejudiced')",-0.9720348,-0.92208385,-1.5658224,-1.5228369,-0.9463193,-0.9384858,0.0078335
45,-0.49143586,-0.42661583,"('incompetent', 'competent')",0.4566735,0.6376349,-0.2893881,-0.26611793,-0.1080501,-0.0183663,0.0896838
46,-1.4922669,-1.3772007,"('uncompetitive', 'competitive')",0.8039635,0.93371326,-0.8048841,-0.8493506,-0.4977291,-0.430946,0.0667831
47,0.15351117,0.24045174,"('stupid', 'smart')",0.7608787,0.82616,5.470259,5.54392,2.1282164,2.2035106,0.0752942
48,-1.5356102,-1.5296774,"('unintelligent', 'intelligent')",-0.46920562,-0.49285957,0.5194834,0.4294924,-0.4951108,-0.5310148,-0.035904
49,-0.6682823,-0.5017677,"('unable', 'able')",-1.3867034,-1.2215492,-0.073289864,0.11921565,-0.7094251,-0.5347004,0.1747247
50,1.2597115,1.2333698,"('clumsy', 'skillful')",0.65546894,0.6995299,0.6741993,0.65804565,0.8631266,0.8636484,0.0005218
51,-0.55732644,-0.6005829,"('uneducated', 'educated')",0.0032134438,-0.025217727,0.32989636,0.24064648,-0.0747389,-0.1283847,-0.0536458
52,-0.042838763,-0.17453288,"('irrational', 'rational')",0.72857404,0.54123324,0.37778807,0.2427225,0.3545078,0.203141,-0.1513668
53,-1.5510677,-1.5598677,"('uncreative', 'creative')",0.63791454,0.5627537,0.8648633,0.8217235,-0.0160966,-0.0584635,-0.0423669
54,-0.10716432,-0.12501349,"('incapable', 'capable')",0.5823604,0.57640964,1.232467,1.3035104,0.569221,0.5849689,0.0157479
55,-0.7804573,-0.7790247,"('incompetent', 'clever')",1.3819586,1.4767504,-0.2011773,-0.21448016,0.1334413,0.1610818,0.0276405
56,0.47218344,0.59182245,"('impractical', 'practical')",1.0366943,1.266934,-0.20622662,-0.09424409,0.4342171,0.5881708,0.1539537
57,-1.721765,-1.7285763,"('unimaginative', 'imaginative')",0.159789,0.1835538,-2.7509046,-2.756196,-1.4376268,-1.4337395,0.0038873
58,-0.47289363,-0.4432187,"('undiscriminating', 'discriminating')",1.3324614,1.3709656,0.10386445,0.07668512,0.3211441,0.3348107,0.0136666
59,1.7553959,1.747203,"('foolish', 'wise')",0.98039854,0.8909609,0.63300747,0.62971944,1.122934,1.0892944,-0.0336396
60,-0.21315674,-0.08730667,"('inefficient', 'efficient')",0.89095825,1.1345494,-0.017979816,0.10778865,0.2199406,0.3850105,0.1650699
61,-1.2819375,-1.3705668,"('illogical', 'logical')",0.4787114,0.35822925,0.09656983,-0.08118061,-0.2355521,-0.364506,-0.1289539
62,0.04889325,0.2789786,"('incompetent', 'brilliant')",0.7631293,1.0547405,0.46360737,0.76625764,0.42521,0.6999923,0.2747823
