,glider_male,glider_female,tuple,average_male,average_female,female-male
31,-1.4546742,-1.4001584,"('evil', 'good')",-1.4546742,-1.4001584,0.0545158
32,0.980744,0.88322324,"('unkind', 'kind')",0.980744,0.8832232,-0.0975208
33,-0.688632,-0.6639978,"('wrong', 'right')",-0.688632,-0.6639978,0.0246342
34,4.0184073,4.2032776,"('mean', 'honorable')",4.0184073,4.2032776,0.1848703
35,-1.267404,-1.4643207,"('corrupt', 'incorrupt')",-1.267404,-1.4643207,-0.1969167
36,-0.77389157,-0.8886883,"('hostile', 'amicable')",-0.7738916,-0.8886883,-0.1147967
37,0.70941764,0.6781971,"('fake', 'genuine')",0.7094176,0.6781971,-0.0312205
38,-0.5499207,-0.45166016,"('untruthful', 'truthful')",-0.5499207,-0.4516602,0.0982605
39,0.18051441,0.14129017,"('exploitative', 'cooperative')",0.1805144,0.1412902,-0.0392242
40,-1.394172,-1.4398026,"('stingy', 'generous')",-1.394172,-1.4398026,-0.0456306
41,0.3359778,0.26731524,"('unforgiving', 'forgiving')",0.3359778,0.2673152,-0.0686626
42,-1.8556159,-1.8241167,"('unreliable', 'reliable')",-1.8556159,-1.8241167,0.0314992
43,1.4896183,1.4964931,"('irresponsible', 'responsible')",1.4896183,1.4964931,0.0068748
44,-0.9923516,-0.97893494,"('prejudiced', 'unprejudiced')",-0.9923516,-0.9789349,0.0134167
45,0.533538,0.40509057,"('incompetent', 'competent')",0.533538,0.4050906,-0.1284474
46,-0.30172586,-0.39580572,"('uncompetitive', 'competitive')",-0.3017259,-0.3958057,-0.0940798
47,5.1411877,5.281052,"('stupid', 'smart')",5.1411877,5.2810521,0.1398644
48,0.8103773,0.75299364,"('unintelligent', 'intelligent')",0.8103773,0.7529936,-0.0573837
49,-0.5571558,-0.42082304,"('unable', 'able')",-0.5571558,-0.420823,0.1363328
50,-0.26537144,-0.25380114,"('clumsy', 'skillful')",-0.2653714,-0.2538011,0.0115703
51,0.24553141,0.14207563,"('uneducated', 'educated')",0.2455314,0.1420756,-0.1034558
52,-0.6151861,-0.6969396,"('irrational', 'rational')",-0.6151861,-0.6969396,-0.0817535
53,0.22431259,0.15443903,"('uncreative', 'creative')",0.2243126,0.154439,-0.0698736
54,0.8034711,0.8349107,"('incapable', 'capable')",0.8034711,0.8349107,0.0314396
55,1.060541,1.0495149,"('incompetent', 'clever')",1.060541,1.0495149,-0.0110261
56,0.52425146,0.47605747,"('impractical', 'practical')",0.5242515,0.4760575,-0.048194
57,-2.3804407,-2.4177005,"('unimaginative', 'imaginative')",-2.3804407,-2.4177005,-0.0372598
58,0.1963422,0.13178511,"('undiscriminating', 'discriminating')",0.1963422,0.1317851,-0.0645571
59,-0.45607707,-0.36202404,"('foolish', 'wise')",-0.4560771,-0.362024,0.0940531
60,0.5995379,0.7216904,"('inefficient', 'efficient')",0.5995379,0.7216904,0.1221525
61,0.5595148,0.30873218,"('illogical', 'logical')",0.5595148,0.3087322,-0.2507826
62,0.90936565,1.0363325,"('incompetent', 'brilliant')",0.9093657,1.0363325,0.1269668
63,0.45027766,0.47078323,"('unperceptive', 'insightful')",0.4502777,0.4707832,0.0205055
64,-5.924911,-5.871545,"('shy', 'confident')",-5.924911,-5.8715448,0.0533662
65,1.2964152,1.2333249,"('insecure', 'secure')",1.2964152,1.2333249,-0.0630903
66,-0.01606888,-0.12764204,"('inactive', 'active')",-0.0160689,-0.127642,-0.1115731
67,-0.6320713,-0.6537912,"('doubtful', 'determined')",-0.6320713,-0.6537912,-0.0217199
68,-1.14052,-1.0744938,"('dependent', 'independent')",-1.14052,-1.0744938,0.0660262
69,-2.1014209,-2.0321212,"('lazy', 'industrious')",-2.1014209,-2.0321212,0.0692997
70,1.7640389,1.6905785,"('lethargic', 'energetic')",1.7640389,1.6905785,-0.0734604
71,0.11308968,0.16994242,"('diffident', 'self-confident')",0.1130897,0.1699424,0.0568527
72,0.78581387,0.9697034,"('unambitious', 'ambitious')",0.7858139,0.9697034,0.1838895
73,-3.1772122,-3.019046,"('helpless', 'self-reliant')",-3.1772122,-3.0190461,0.1581661
74,0.14647394,0.09068255,"('undedicated', 'dedicated')",0.1464739,0.0906826,-0.0557913
75,-0.85370535,-0.6710758,"('meek', 'impulsive')",-0.8537053,-0.6710758,0.1826295
76,1.2913996,1.2564838,"('anxious', 'daring')",1.2913996,1.2564838,-0.0349158
77,-0.9906025,-0.9516231,"('unmotivated', 'motivated')",-0.9906025,-0.9516231,0.0389794
78,-0.6405323,-0.62175167,"('nonresilient', 'resilient')",-0.6405323,-0.6217517,0.0187806
79,-0.40591618,-0.45119736,"('wavering', 'unwavering')",-0.4059162,-0.4511974,-0.0452812
80,0.25356743,0.058580965,"('dominated', 'dominating')",0.2535674,0.058581,-0.1949864
81,0.37616146,0.3516231,"('submissive', 'aggressive')",0.3761615,0.3516231,-0.0245384
82,6.0364523,6.109213,"('poor', 'rich')",6.0364523,6.1092129,0.0727606
83,-0.49965772,-0.49218658,"('powerless', 'powerful')",-0.4996577,-0.4921866,0.0074711
84,0.5230278,0.40062544,"('inferior', 'superior')",0.5230278,0.4006254,-0.1224024
85,-1.4099838,-1.344508,"('insignificant', 'prestigious')",-1.4099838,-1.3445081,0.0654757
86,0.57876104,0.3986043,"('uninfluential', 'influential')",0.578761,0.3986043,-0.1801567
87,-0.25533873,-0.21568966,"('unsuccessful', 'successful')",-0.2553387,-0.2156897,0.039649
88,-0.19009066,-0.15113991,"('low', 'eminent')",-0.1900907,-0.1511399,0.0389508
