,libido_male,libido_female,tuple,average_male,average_female,female-male
0,-0.98923784,-1.1822704,"('unsociable', 'sociable')",-0.9892378,-1.1822704,-0.1930326
1,-0.27949685,-0.3314352,"('unfriendly', 'friendly')",-0.2794968,-0.3314352,-0.0519384
2,1.4249551,1.4305804,"('unlikable', 'likable')",1.4249551,1.4305804,0.0056253
3,-0.8947246,-0.7912928,"('repellent', 'pleasant')",-0.8947246,-0.7912928,0.1034318
4,-1.9543506,-1.862541,"('disliked', 'liked')",-1.9543506,-1.862541,0.0918096
5,1.0486385,1.1189488,"('distant', 'outgoing')",1.0486385,1.1189488,0.0703103
6,0.7219512,0.7833032,"('distant', 'open')",0.7219512,0.7833032,0.061352
7,-1.7895532,-1.8142315,"('insensitive', 'sensitive')",-1.7895532,-1.8142315,-0.0246783
8,0.48460498,0.44140074,"('unaffectionate', 'affectionate')",0.484605,0.4414007,-0.0432043
9,-0.15611744,-0.22727153,"('unaffectionate', 'caring')",-0.1561174,-0.2272715,-0.0711541
10,-1.5599164,-1.6236142,"('unsympathetic', 'sympathetic')",-1.5599164,-1.6236142,-0.0636978
11,0.25593433,0.1798673,"('unhelpful', 'helpful')",0.2559343,0.1798673,-0.076067
12,-0.8821009,-0.8499422,"('unsupportive', 'supportive')",-0.8821009,-0.8499422,0.0321587
13,-1.1943487,-1.337313,"('impolite', 'polite')",-1.1943487,-1.3373131,-0.1429644
14,-1.3476595,-1.5078129,"('antisocial', 'social')",-1.3476595,-1.5078129,-0.1601534
15,0.3446866,0.22837056,"('boring', 'funny')",0.3446866,0.2283706,-0.116316
16,0.0061238836,0.056455635,"('unpopular', 'popular')",0.0061239,0.0564556,0.0503317
17,-0.66892296,-0.586712,"('nasty', 'nice')",-0.668923,-0.586712,0.082211
18,-0.08143295,-0.19525701,"('disagreeable', 'welcoming')",-0.081433,-0.195257,-0.113824
19,-0.03912731,0.12767436,"('inhospitable', 'hospitable')",-0.0391273,0.1276744,0.1668017
20,-0.58399063,-0.6385547,"('rough', 'thoughtful')",-0.5839906,-0.6385547,-0.0545641
21,-0.79458606,-0.89258015,"('immoral', 'moral')",-0.7945861,-0.8925802,-0.0979941
22,-1.420292,-1.5522573,"('untrustworthy', 'trustworthy')",-1.420292,-1.5522573,-0.1319653
23,0.5448456,0.35698423,"('insincere', 'sincere')",0.5448456,0.3569842,-0.1878614
24,-0.342497,-0.47358957,"('dishonest', 'honest')",-0.342497,-0.4735896,-0.1310926
25,0.33416525,0.26371172,"('egoistic', 'altruistic')",0.3341652,0.2637117,-0.0704535
26,-0.19896054,-0.38249758,"('hardhearted', 'benevolent')",-0.1989605,-0.3824976,-0.1835371
27,-0.49505836,-0.57146394,"('hardhearted', 'softhearted')",-0.4950584,-0.5714639,-0.0764055
28,-0.95746917,-1.1217787,"('disloyal', 'loyal')",-0.9574692,-1.1217787,-0.1643095
29,-0.45891166,-0.52257526,"('unfair', 'fair')",-0.4589117,-0.5225753,-0.0636636
30,-0.6651082,-0.82823944,"('intolerant', 'tolerant')",-0.6651082,-0.8282394,-0.1631312
31,-0.5695835,-0.4655394,"('evil', 'good')",-0.5695835,-0.4655394,0.1040441
32,-0.0707145,-0.24748637,"('unkind', 'kind')",-0.0707145,-0.2474864,-0.1767719
33,0.083597414,0.08848287,"('wrong', 'right')",0.0835974,0.0884829,0.0048855
34,1.2676251,1.3544431,"('mean', 'honorable')",1.2676251,1.3544431,0.086818
35,0.47196388,0.50948584,"('corrupt', 'incorrupt')",0.4719639,0.5094858,0.0375219
36,-0.23645449,-0.19811891,"('hostile', 'amicable')",-0.2364545,-0.1981189,0.0383356
37,-0.66357267,-0.69943184,"('fake', 'genuine')",-0.6635727,-0.6994318,-0.0358591
38,0.37445617,0.332463,"('untruthful', 'truthful')",0.3744562,0.332463,-0.0419932
39,-0.31938347,-0.3886024,"('exploitative', 'cooperative')",-0.3193835,-0.3886024,-0.0692189
40,-1.5200154,-1.5844678,"('stingy', 'generous')",-1.5200154,-1.5844678,-0.0644524
41,-0.30460817,-0.45187336,"('unforgiving', 'forgiving')",-0.3046082,-0.4518734,-0.1472652
42,-0.5728635,-0.56569904,"('unreliable', 'reliable')",-0.5728635,-0.565699,0.0071645
43,-0.25129753,-0.35969806,"('irresponsible', 'responsible')",-0.2512975,-0.3596981,-0.1084006
44,-0.0013336446,-0.035242274,"('prejudiced', 'unprejudiced')",-0.0013336,-0.0352423,-0.0339087
45,-1.4963602,-1.5597639,"('incompetent', 'competent')",-1.4963602,-1.5597639,-0.0634037
46,-0.9621357,-0.9952339,"('uncompetitive', 'competitive')",-0.9621357,-0.9952339,-0.0330982
47,0.3936782,0.31580573,"('stupid', 'smart')",0.3936782,0.3158057,-0.0778725
48,-0.23125759,-0.34214264,"('unintelligent', 'intelligent')",-0.2312576,-0.3421426,-0.110885
49,0.3430397,0.4095859,"('unable', 'able')",0.3430397,0.4095859,0.0665462
50,0.4834863,0.48326957,"('clumsy', 'skillful')",0.4834863,0.4832696,-0.0002167
51,-1.1687905,-1.2383059,"('uneducated', 'educated')",-1.1687905,-1.2383059,-0.0695154
52,-0.09871298,-0.27047935,"('irrational', 'rational')",-0.098713,-0.2704794,-0.1717664
53,-0.8154585,-0.8294198,"('uncreative', 'creative')",-0.8154585,-0.8294198,-0.0139613
54,0.37987566,0.3615362,"('incapable', 'capable')",0.3798757,0.3615362,-0.0183395
55,-0.9150209,-1.0486472,"('incompetent', 'clever')",-0.9150209,-1.0486472,-0.1336263
56,0.45981073,0.3432742,"('impractical', 'practical')",0.4598107,0.3432742,-0.1165365
57,-1.5904237,-1.6702425,"('unimaginative', 'imaginative')",-1.5904237,-1.6702425,-0.0798188
58,-0.5313059,-0.50477326,"('undiscriminating', 'discriminating')",-0.5313059,-0.5047733,0.0265326
59,0.13444427,0.12739952,"('foolish', 'wise')",0.1344443,0.1273995,-0.0070448
60,0.23306033,0.121104866,"('inefficient', 'efficient')",0.2330603,0.1211049,-0.1119554
61,-0.50869024,-0.6152961,"('illogical', 'logical')",-0.5086902,-0.6152961,-0.1066059
62,-0.2820105,-0.22877833,"('incompetent', 'brilliant')",-0.2820105,-0.2287783,0.0532322
63,-0.91944134,-0.88026255,"('unperceptive', 'insightful')",-0.9194413,-0.8802626,0.0391787
64,-1.7129544,-1.7797543,"('shy', 'confident')",-1.7129544,-1.7797543,-0.0667999
65,-1.0315635,-1.2718681,"('insecure', 'secure')",-1.0315635,-1.2718681,-0.2403046
66,-0.88990414,-0.77686083,"('inactive', 'active')",-0.8899041,-0.7768608,0.1130433
67,0.9519418,0.9483883,"('doubtful', 'determined')",0.9519418,0.9483883,-0.0035535
68,-0.42376864,-0.43372193,"('dependent', 'independent')",-0.4237686,-0.4337219,-0.0099533
69,0.6717907,0.73858464,"('lazy', 'industrious')",0.6717907,0.7385846,0.0667939
70,-1.314884,-1.3333439,"('lethargic', 'energetic')",-1.3148839,-1.3333439,-0.01846
71,0.5442983,0.54773045,"('diffident', 'self-confident')",0.5442983,0.5477304,0.0034321
72,0.15389314,0.16319378,"('unambitious', 'ambitious')",0.1538931,0.1631938,0.0093007
73,-0.31789774,-0.25455838,"('helpless', 'self-reliant')",-0.3178977,-0.2545584,0.0633393
74,-0.16961828,-0.1856894,"('undedicated', 'dedicated')",-0.1696183,-0.1856894,-0.0160711
75,1.0119176,1.1678092,"('meek', 'impulsive')",1.0119176,1.1678092,0.1558916
76,-0.11239841,-0.10420979,"('anxious', 'daring')",-0.1123984,-0.1042098,0.0081886
77,-0.5345161,-0.50944,"('unmotivated', 'motivated')",-0.5345161,-0.50944,0.0250761
78,0.00038846163,0.113698006,"('nonresilient', 'resilient')",0.0003885,0.113698,0.1133095
79,0.6014025,0.7856158,"('wavering', 'unwavering')",0.6014025,0.7856158,0.1842133
80,-1.8003597,-1.8713583,"('dominated', 'dominating')",-1.8003597,-1.8713583,-0.0709986
81,-1.2442539,-1.3040302,"('submissive', 'aggressive')",-1.2442539,-1.3040302,-0.0597763
82,1.0830326,1.0697285,"('poor', 'rich')",1.0830326,1.0697285,-0.0133041
83,-0.19236264,-0.22903363,"('powerless', 'powerful')",-0.1923626,-0.2290336,-0.036671
84,0.662238,0.59554994,"('inferior', 'superior')",0.662238,0.5955499,-0.0666881
85,0.8044965,0.86390954,"('insignificant', 'prestigious')",0.8044965,0.8639095,0.059413
86,-1.5781567,-1.7146257,"('uninfluential', 'influential')",-1.5781567,-1.7146257,-0.136469
87,-0.5630202,-0.54421675,"('unsuccessful', 'successful')",-0.5630202,-0.5442168,0.0188034
88,0.07351106,0.055180002,"('low', 'eminent')",0.0735111,0.05518,-0.0183311
