,nickel_male,nickel_female,tuple,average_male,average_female,female-male
0,-0.18812492,-0.339713,"('unsociable', 'sociable')",-0.1881249,-0.339713,-0.1515881
1,1.5200235,1.5355278,"('unfriendly', 'friendly')",1.5200235,1.5355278,0.0155043
2,0.0070458725,0.029021153,"('unlikable', 'likable')",0.0070459,0.0290212,0.0219753
3,0.5571555,0.6631322,"('repellent', 'pleasant')",0.5571555,0.6631322,0.1059767
4,-7.2829223,-7.3117127,"('disliked', 'liked')",-7.2829223,-7.3117127,-0.0287904
5,-0.27337956,-0.19054031,"('distant', 'outgoing')",-0.2733796,-0.1905403,0.0828393
6,0.1593129,0.19959927,"('distant', 'open')",0.1593129,0.1995993,0.0402864
7,0.8658365,0.86422276,"('insensitive', 'sensitive')",0.8658365,0.8642228,-0.0016137
8,1.3352128,1.2933447,"('unaffectionate', 'affectionate')",1.3352128,1.2933447,-0.0418681
9,1.4154723,1.3973315,"('unaffectionate', 'caring')",1.4154723,1.3973315,-0.0181408
10,0.5174166,0.5151443,"('unsympathetic', 'sympathetic')",0.5174166,0.5151443,-0.0022723
11,1.292894,1.2517381,"('unhelpful', 'helpful')",1.292894,1.2517381,-0.0411559
12,-1.8590257,-1.9120587,"('unsupportive', 'supportive')",-1.8590257,-1.9120587,-0.053033
13,-0.68099934,-0.71373564,"('impolite', 'polite')",-0.6809993,-0.7137356,-0.0327363
14,0.28441226,0.13591857,"('antisocial', 'social')",0.2844123,0.1359186,-0.1484937
15,0.14260179,0.0725542,"('boring', 'funny')",0.1426018,0.0725542,-0.0700476
16,-0.3938072,-0.40422416,"('unpopular', 'popular')",-0.3938072,-0.4042242,-0.010417
17,-0.32616416,-0.21807238,"('nasty', 'nice')",-0.3261642,-0.2180724,0.1080918
18,-0.37903237,-0.34792233,"('disagreeable', 'welcoming')",-0.3790324,-0.3479223,0.0311101
19,-0.21461469,-0.15392175,"('inhospitable', 'hospitable')",-0.2146147,-0.1539218,0.0606929
20,0.84436315,0.78868055,"('rough', 'thoughtful')",0.8443632,0.7886806,-0.0556826
21,-0.5758839,-0.54854023,"('immoral', 'moral')",-0.5758839,-0.5485402,0.0273437
22,-0.8105722,-0.7801427,"('untrustworthy', 'trustworthy')",-0.8105722,-0.7801427,0.0304295
23,6.3957696,6.3839407,"('insincere', 'sincere')",6.3957696,6.3839407,-0.0118289
24,1.476233,1.3538266,"('dishonest', 'honest')",1.476233,1.3538266,-0.1224064
25,0.84351826,0.8062438,"('egoistic', 'altruistic')",0.8435183,0.8062438,-0.0372745
26,1.2118081,1.0112276,"('hardhearted', 'benevolent')",1.2118081,1.0112276,-0.2005805
27,1.635844,1.4949826,"('hardhearted', 'softhearted')",1.635844,1.4949826,-0.1408614
28,0.97955036,0.9175917,"('disloyal', 'loyal')",0.9795504,0.9175917,-0.0619587
29,-0.46390653,-0.5191527,"('unfair', 'fair')",-0.4639065,-0.5191527,-0.0552462
30,1.0252049,0.9782038,"('intolerant', 'tolerant')",1.0252049,0.9782038,-0.0470011
31,-0.60124815,-0.47202247,"('evil', 'good')",-0.6012481,-0.4720225,0.1292256
32,0.9003147,0.7742662,"('unkind', 'kind')",0.9003147,0.7742662,-0.1260485
33,-0.43365,-0.5333308,"('wrong', 'right')",-0.43365,-0.5333308,-0.0996808
34,4.767466,4.900996,"('mean', 'honorable')",4.7674661,4.9009962,0.1335301
35,-0.3995551,-0.5199366,"('corrupt', 'incorrupt')",-0.3995551,-0.5199366,-0.1203815
36,-0.49432603,-0.46804383,"('hostile', 'amicable')",-0.494326,-0.4680438,0.0262822
37,0.9348768,0.9823077,"('fake', 'genuine')",0.9348768,0.9823077,0.0474309
38,-0.35669452,-0.36900374,"('untruthful', 'truthful')",-0.3566945,-0.3690037,-0.0123092
39,0.67556715,0.63381237,"('exploitative', 'cooperative')",0.6755672,0.6338124,-0.0417548
40,-1.5708687,-1.6121213,"('stingy', 'generous')",-1.5708687,-1.6121213,-0.0412526
41,-0.067369014,-0.141518,"('unforgiving', 'forgiving')",-0.067369,-0.141518,-0.074149
42,-2.7540917,-2.7035828,"('unreliable', 'reliable')",-2.7540917,-2.7035828,0.0505089
43,0.8436681,0.8039471,"('irresponsible', 'responsible')",0.8436681,0.8039471,-0.039721
44,-1.1997366,-1.0919461,"('prejudiced', 'unprejudiced')",-1.1997366,-1.0919461,0.1077905
45,-0.11135185,-0.21888418,"('incompetent', 'competent')",-0.1113518,-0.2188842,-0.1075324
46,-0.97528136,-1.0114299,"('uncompetitive', 'competitive')",-0.9752814,-1.0114299,-0.0361485
47,5.306421,5.3173637,"('stupid', 'smart')",5.3064208,5.3173637,0.0109429
48,0.103550315,0.05655791,"('unintelligent', 'intelligent')",0.1035503,0.0565579,-0.0469924
49,0.27118063,0.3563922,"('unable', 'able')",0.2711806,0.3563922,0.0852116
50,-0.6074591,-0.5505294,"('clumsy', 'skillful')",-0.6074591,-0.5505294,0.0569297
51,-0.12708503,-0.14129701,"('uneducated', 'educated')",-0.127085,-0.141297,-0.014212
52,0.17751813,0.078140736,"('irrational', 'rational')",0.1775181,0.0781407,-0.0993774
53,0.258726,0.20972449,"('uncreative', 'creative')",0.258726,0.2097245,-0.0490015
54,1.1875169,1.2370721,"('incapable', 'capable')",1.1875169,1.2370721,0.0495552
55,0.40441543,0.37584284,"('incompetent', 'clever')",0.4044154,0.3758428,-0.0285726
56,0.31371987,0.19856687,"('impractical', 'practical')",0.3137199,0.1985669,-0.115153
57,-2.9676163,-2.9617379,"('unimaginative', 'imaginative')",-2.9676163,-2.9617379,0.0058784
58,0.1304587,0.16841784,"('undiscriminating', 'discriminating')",0.1304587,0.1684178,0.0379591
59,0.14256682,0.14316612,"('foolish', 'wise')",0.1425668,0.1431661,0.0005993
60,0.069744304,0.04934776,"('inefficient', 'efficient')",0.0697443,0.0493478,-0.0203965
61,0.4088027,0.25738028,"('illogical', 'logical')",0.4088027,0.2573803,-0.1514224
62,0.3827662,0.32378092,"('incompetent', 'brilliant')",0.3827662,0.3237809,-0.0589853
63,-0.105909005,-0.11159159,"('unperceptive', 'insightful')",-0.105909,-0.1115916,-0.0056826
64,-6.618241,-6.6365466,"('shy', 'confident')",-6.6182408,-6.6365466,-0.0183058
65,-0.26005664,-0.20685458,"('insecure', 'secure')",-0.2600566,-0.2068546,0.053202
66,0.13860431,0.10456444,"('inactive', 'active')",0.1386043,0.1045644,-0.0340399
67,-0.12550883,-0.19404677,"('doubtful', 'determined')",-0.1255088,-0.1940468,-0.068538
68,-1.0119627,-0.93872166,"('dependent', 'independent')",-1.0119627,-0.9387217,0.073241
69,-1.5084751,-1.581948,"('lazy', 'industrious')",-1.5084751,-1.581948,-0.0734729
70,0.8200282,0.79092413,"('lethargic', 'energetic')",0.8200282,0.7909241,-0.0291041
71,0.77186257,0.78781956,"('diffident', 'self-confident')",0.7718626,0.7878196,0.015957
