,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,female-male
0,1.1493326,0.77543235,"('unsociable', 'sociable')",-1.5273864,-1.8975385,-0.43979862,-0.72606885,-0.2726175,-0.6160583,-0.3434408
1,0.8136052,1.2245284,"('unfriendly', 'friendly')",-0.66759044,-0.6113423,1.1078706,0.887584,0.4179618,0.5002567,0.0822949
2,0.89073735,0.9620676,"('unlikable', 'likable')",0.3267134,0.27873605,0.65744287,0.58700204,0.6249646,0.6092686,-0.015696
3,0.17358819,0.1009007,"('repellent', 'pleasant')",-1.3570436,-1.2152226,1.1072797,1.1475455,-0.0253919,0.0110745,0.0364664
4,-1.1671926,-1.090687,"('disliked', 'liked')",0.98716193,1.0689694,-6.285906,-6.4321504,-2.1553122,-2.1512893,0.0040229
5,-0.5351509,-0.22960214,"('distant', 'outgoing')",0.98424226,1.1659563,-0.46521068,-0.34863478,-0.0053731,0.1959064,0.2012795
6,-1.0238991,-0.48474082,"('distant', 'open')",1.0080168,1.344995,-0.6190163,-0.5218814,-0.2116328,0.1127909,0.3244237
7,0.79649574,0.7860868,"('insensitive', 'sensitive')",-1.1445185,-1.0538871,0.17855075,0.22444034,-0.0564907,-0.0144533,0.0420374
8,0.5101741,0.75376296,"('unaffectionate', 'affectionate')",-0.29422063,-0.25817025,0.86444896,0.7105026,0.3601341,0.4020318,0.0418977
9,1.7711476,2.0924313,"('unaffectionate', 'caring')",-0.4068165,-0.23732738,1.3261236,1.3360285,0.8968182,1.0637108,0.1668926
10,0.5148926,0.34426558,"('unsympathetic', 'sympathetic')",-2.9897003,-3.192839,-0.9738195,-1.1129327,-1.1495424,-1.320502,-0.1709596
11,-0.10403821,-0.2803956,"('unhelpful', 'helpful')",-1.3978914,-1.5820204,1.3245288,1.3515546,-0.0591336,-0.1702871,-0.1111535
12,1.5649076,1.8297187,"('unsupportive', 'supportive')",-0.13814595,0.05375244,-1.9321023,-1.9026297,-0.1684469,-0.0063862,0.1620607
13,-0.7480906,-1.262855,"('impolite', 'polite')",-2.1332061,-2.435624,-1.3723283,-1.4920917,-1.417875,-1.7301903,-0.3123153
14,1.129078,1.0275154,"('antisocial', 'social')",-0.7923895,-0.77268237,0.121913366,-0.011713983,0.1528673,0.0810397,-0.0718276
15,0.067322165,0.12600863,"('boring', 'funny')",0.7827674,0.59697795,0.1152858,0.12058714,0.3217918,0.2811912,-0.0406006
16,-0.7957971,-0.8282838,"('unpopular', 'popular')",0.102346584,0.1479969,0.31068766,0.29367882,-0.1275876,-0.1288694,-0.0012818
17,-0.24305707,-0.355095,"('nasty', 'nice')",-0.6090725,-0.5255233,-0.6771584,-0.6220262,-0.5097627,-0.5008815,0.0088812
18,0.8532664,1.1651367,"('disagreeable', 'welcoming')",0.8376072,1.1245463,-0.23379524,-0.27479166,0.4856928,0.6716304,0.1859376
19,-0.7793317,-0.5816099,"('inhospitable', 'hospitable')",0.4587554,0.4529535,-0.63242334,-0.5519207,-0.3176665,-0.2268591,0.0908074
20,1.7778612,1.6271363,"('rough', 'thoughtful')",0.20027032,0.22610447,1.2235106,1.1312374,1.067214,0.9948261,-0.0723879
21,0.63295716,0.4745178,"('immoral', 'moral')",-1.4433783,-1.6542509,-0.7252505,-0.68491197,-0.5118906,-0.6215483,-0.1096577
22,0.465326,0.5797631,"('untrustworthy', 'trustworthy')",-0.46609703,-0.34045416,-0.37732053,-0.33446497,-0.1260305,-0.0317187,0.0943118
23,1.2943656,1.2472383,"('insincere', 'sincere')",-1.8636897,-1.9981135,5.1645713,5.112355,1.5317491,1.4538266,-0.0779225
24,-0.13494846,-0.15710495,"('dishonest', 'honest')",-1.4293971,-1.3767081,0.17354159,0.30194658,-0.4636014,-0.4106222,0.0529792
25,0.68091345,1.0075091,"('egoistic', 'altruistic')",0.97345406,1.1155126,1.4809672,1.4058144,1.0451115,1.1762787,0.1311672
26,0.9417478,1.2156657,"('hardhearted', 'benevolent')",0.36910903,0.22141361,1.3087478,0.9485641,0.8732015,0.7952145,-0.077987
27,0.27237532,0.39354134,"('hardhearted', 'softhearted')",-0.43730456,-0.1541224,0.96122974,0.75120586,0.2654335,0.3302083,0.0647748
28,0.36175817,0.46877074,"('disloyal', 'loyal')",-1.1536435,-1.2207009,0.816508,0.8138652,0.0082076,0.020645,0.0124374
29,-0.13740577,-0.07640938,"('unfair', 'fair')",0.2584771,0.3437481,0.0071568238,-0.093736224,0.0427427,0.0578675,0.0151248
30,-0.2541116,-0.27792454,"('intolerant', 'tolerant')",-0.9930005,-1.1581268,0.43474936,0.30151963,-0.2707876,-0.3781772,-0.1073896
31,-0.99022645,-0.8118543,"('evil', 'good')",1.0149162,1.080048,-0.50181305,-0.5825275,-0.1590411,-0.104778,0.0542631
32,0.4147668,0.40491146,"('unkind', 'kind')",-1.5994684,-1.7473545,0.204012,-0.1429051,-0.3268965,-0.495116,-0.1682195
33,0.4657906,0.68122625,"('wrong', 'right')",1.9506155,2.1742046,-0.28010306,-0.26859778,0.7121011,0.8622777,0.1501766
34,0.44112256,0.5984397,"('mean', 'honorable')",-0.39432067,-0.504588,5.0035405,5.1470857,1.6834475,1.7469791,0.0635316
35,-1.3232778,-1.0241162,"('corrupt', 'incorrupt')",1.4183902,1.7542766,-0.42214555,-0.22299136,-0.1090111,0.1690564,0.2780675
36,-0.6947084,-0.15567057,"('hostile', 'amicable')",1.3509502,1.4773953,0.10113109,0.022448216,0.2524576,0.4480577,0.1956001
37,0.84156466,0.72697014,"('fake', 'genuine')",-0.26411417,-0.30994067,0.11205721,0.14654578,0.2298359,0.1878584,-0.0419775
38,-0.20134814,0.08494807,"('untruthful', 'truthful')",-0.17793244,-0.102042206,-0.2585932,-0.1847525,-0.2126246,-0.0672822,0.1453424
39,0.3901334,0.39178824,"('exploitative', 'cooperative')",-0.7035987,-0.5954814,-0.03933279,0.063091144,-0.1175993,-0.0468673,0.070732
40,1.4155426,1.3490849,"('stingy', 'generous')",0.95197797,1.0120432,-1.0245281,-1.085479,0.4476641,0.4252164,-0.0224477
41,-0.01581544,-0.20447734,"('unforgiving', 'forgiving')",0.030623656,-0.107909694,0.09994394,-0.15812734,0.0382507,-0.1568381,-0.1950888
42,0.020395048,0.46634987,"('unreliable', 'reliable')",-0.08467057,0.18299757,-3.5804203,-3.5227616,-1.2148986,-0.9578047,0.2570939
43,0.5864749,0.62486756,"('irresponsible', 'responsible')",-1.5079026,-1.5363606,-0.32993874,-0.4306325,-0.4171222,-0.4473752,-0.030253
44,-1.5463533,-1.5521215,"('prejudiced', 'unprejudiced')",-0.020084465,0.008868215,-1.8255074,-1.777275,-1.1306485,-1.1068428,0.0238057
45,-0.13200712,-0.31937978,"('incompetent', 'competent')",-0.8950961,-1.1864265,-0.38358092,-0.68796045,-0.470228,-0.7312556,-0.2610276
46,-0.30677757,-0.62774414,"('uncompetitive', 'competitive')",-1.909046,-2.0878558,-1.087568,-1.212504,-1.1011306,-1.309368,-0.2082374
47,-0.300152,-0.27827662,"('stupid', 'smart')",-0.63599896,-0.66198957,4.4011545,4.3668566,1.1550012,1.1421968,-0.0128044
48,0.647952,0.37076005,"('unintelligent', 'intelligent')",-1.3538263,-1.6827965,0.6173246,0.5038955,-0.0295166,-0.2693803,-0.2398637
49,0.015452586,0.14512365,"('unable', 'able')",0.10029646,0.21837036,0.10152492,0.18130851,0.0724247,0.1816008,0.1091761
50,0.23456445,0.47667855,"('clumsy', 'skillful')",0.31273097,0.5189508,0.36707103,0.2776396,0.3047888,0.424423,0.1196342
