,stumbling_male,stumbling_female,tuple,average_male,average_female,female-male
0,0.3765619,0.17979626,"('unsociable', 'sociable')",0.3765619,0.1797963,-0.1967656
1,1.2031196,1.1400615,"('unfriendly', 'friendly')",1.2031196,1.1400615,-0.0630581
2,0.45874557,0.58892864,"('unlikable', 'likable')",0.4587456,0.5889286,0.130183
3,1.140505,1.1199552,"('repellent', 'pleasant')",1.140505,1.1199552,-0.0205498
4,-7.268159,-7.230917,"('disliked', 'liked')",-7.2681589,-7.230917,0.0372419
5,-0.072788544,0.043168243,"('distant', 'outgoing')",-0.0727885,0.0431682,0.1159567
6,-0.026305981,0.09308143,"('distant', 'open')",-0.026306,0.0930814,0.1193874
7,0.8152995,0.81664306,"('insensitive', 'sensitive')",0.8152995,0.8166431,0.0013436
8,0.70040137,0.69597226,"('unaffectionate', 'affectionate')",0.7004014,0.6959723,-0.0044291
9,1.4253148,1.4655504,"('unaffectionate', 'caring')",1.4253148,1.4655504,0.0402356
10,1.3934262,1.3702837,"('unsympathetic', 'sympathetic')",1.3934262,1.3702837,-0.0231425
11,2.2622247,2.248238,"('unhelpful', 'helpful')",2.2622247,2.2482381,-0.0139866
12,-1.5150203,-1.5473753,"('unsupportive', 'supportive')",-1.5150203,-1.5473753,-0.032355
13,0.76472896,0.6300043,"('impolite', 'polite')",0.764729,0.6300043,-0.1347247
14,0.034135558,-0.16240798,"('antisocial', 'social')",0.0341356,-0.162408,-0.1965436
15,0.529267,0.47163245,"('boring', 'funny')",0.529267,0.4716325,-0.0576345
16,-0.06393868,-0.0027820095,"('unpopular', 'popular')",-0.0639387,-0.002782,0.0611567
17,-0.18494059,-0.13980348,"('nasty', 'nice')",-0.1849406,-0.1398035,0.0451371
18,-0.5253845,-0.6559829,"('disagreeable', 'welcoming')",-0.5253845,-0.6559829,-0.1305984
19,-0.6320393,-0.4536603,"('inhospitable', 'hospitable')",-0.6320393,-0.4536603,0.178379
20,0.7654521,0.66157436,"('rough', 'thoughtful')",0.7654521,0.6615744,-0.1038777
21,0.21594098,0.21300761,"('immoral', 'moral')",0.215941,0.2130076,-0.0029334
22,-0.0005414542,-0.058069926,"('untrustworthy', 'trustworthy')",-0.0005415,-0.0580699,-0.0575284
23,6.6266317,6.549342,"('insincere', 'sincere')",6.6266317,6.5493422,-0.0772895
24,2.0223236,1.973196,"('dishonest', 'honest')",2.0223236,1.973196,-0.0491276
25,0.27475312,0.21925774,"('egoistic', 'altruistic')",0.2747531,0.2192577,-0.0554954
26,0.07288556,-0.0004010871,"('hardhearted', 'benevolent')",0.0728856,-0.0004011,-0.0732867
27,1.346123,1.254759,"('hardhearted', 'softhearted')",1.346123,1.254759,-0.091364
28,1.0697467,1.0330266,"('disloyal', 'loyal')",1.0697467,1.0330266,-0.0367201
29,-0.76382244,-0.7732694,"('unfair', 'fair')",-0.7638224,-0.7732694,-0.009447
30,0.86876386,0.7959497,"('intolerant', 'tolerant')",0.8687639,0.7959497,-0.0728142
31,-1.7122284,-1.606403,"('evil', 'good')",-1.7122284,-1.606403,0.1058254
32,1.3299793,1.3377584,"('unkind', 'kind')",1.3299793,1.3377584,0.0077791
33,-0.3273463,-0.27438426,"('wrong', 'right')",-0.3273463,-0.2743843,0.052962
34,4.793959,4.884962,"('mean', 'honorable')",4.7939591,4.8849621,0.091003
35,-1.3167377,-1.316749,"('corrupt', 'incorrupt')",-1.3167377,-1.316749,-1.13e-05
36,-1.1660353,-1.0996652,"('hostile', 'amicable')",-1.1660353,-1.0996652,0.0663701
37,0.5737597,0.62924725,"('fake', 'genuine')",0.5737597,0.6292472,0.0554875
38,0.0037500039,0.03221087,"('untruthful', 'truthful')",0.00375,0.0322109,0.0284609
39,0.11298599,0.050286654,"('exploitative', 'cooperative')",0.112986,0.0502867,-0.0626993
40,-1.5259277,-1.7471576,"('stingy', 'generous')",-1.5259277,-1.7471576,-0.2212299
41,-0.055319287,-0.010040385,"('unforgiving', 'forgiving')",-0.0553193,-0.0100404,0.0452789
42,-1.9337814,-1.9874429,"('unreliable', 'reliable')",-1.9337814,-1.9874429,-0.0536615
43,1.5152985,1.4511807,"('irresponsible', 'responsible')",1.5152985,1.4511807,-0.0641178
44,-1.3209491,-1.3015456,"('prejudiced', 'unprejudiced')",-1.3209491,-1.3015456,0.0194035
45,0.54343426,0.5387727,"('incompetent', 'competent')",0.5434343,0.5387727,-0.0046616
46,0.07724463,-0.010453559,"('uncompetitive', 'competitive')",0.0772446,-0.0104536,-0.0876982
47,5.4302683,5.5915008,"('stupid', 'smart')",5.4302683,5.5915008,0.1612325
48,0.9677768,0.7340018,"('unintelligent', 'intelligent')",0.9677768,0.7340018,-0.233775
49,0.15624341,0.3030573,"('unable', 'able')",0.1562434,0.3030573,0.1468139
50,0.0013904236,0.04579773,"('clumsy', 'skillful')",0.0013904,0.0457977,0.0444073
51,0.47168332,0.39879653,"('uneducated', 'educated')",0.4716833,0.3987965,-0.0728868
52,-0.84878004,-0.80626726,"('irrational', 'rational')",-0.84878,-0.8062673,0.0425127
53,0.052688118,0.035134524,"('uncreative', 'creative')",0.0526881,0.0351345,-0.0175536
54,1.1854936,1.3858577,"('incapable', 'capable')",1.1854936,1.3858577,0.2003641
55,1.0707476,0.8659306,"('incompetent', 'clever')",1.0707476,0.8659306,-0.204817
56,1.1149958,1.0108503,"('impractical', 'practical')",1.1149958,1.0108503,-0.1041455
57,-2.381901,-2.3942597,"('unimaginative', 'imaginative')",-2.381901,-2.3942597,-0.0123587
58,-0.09149029,-0.13472347,"('undiscriminating', 'discriminating')",-0.0914903,-0.1347235,-0.0432332
59,-0.29525802,-0.14570975,"('foolish', 'wise')",-0.295258,-0.1457098,0.1495482
60,1.2534212,1.1243112,"('inefficient', 'efficient')",1.2534212,1.1243112,-0.12911
61,0.3095131,0.1116919,"('illogical', 'logical')",0.3095131,0.1116919,-0.1978212
62,1.5928166,1.5154159,"('incompetent', 'brilliant')",1.5928166,1.5154159,-0.0774007
63,0.9159267,0.8764331,"('unperceptive', 'insightful')",0.9159267,0.8764331,-0.0394936
64,-5.8251905,-5.8535876,"('shy', 'confident')",-5.8251905,-5.8535876,-0.0283971
65,1.0080856,0.84457874,"('insecure', 'secure')",1.0080856,0.8445787,-0.1635069
66,-0.19850698,-0.1179713,"('inactive', 'active')",-0.198507,-0.1179713,0.0805357
67,-0.6866826,-0.54801875,"('doubtful', 'determined')",-0.6866826,-0.5480188,0.1386638
68,-0.2814104,-0.33042964,"('dependent', 'independent')",-0.2814104,-0.3304296,-0.0490192
