,sweets_male,sweets_female,tuple,average_male,average_female,female-male
0,-0.15291792,-0.1976806,"('unsociable', 'sociable')",-0.1529179,-0.1976806,-0.0447627
1,0.86691755,0.8596686,"('unfriendly', 'friendly')",0.8669176,0.8596686,-0.007249
2,-0.15985593,-0.08532937,"('unlikable', 'likable')",-0.1598559,-0.0853294,0.0745265
3,0.6272725,0.6734941,"('repellent', 'pleasant')",0.6272725,0.6734941,0.0462216
4,-7.0324087,-7.1616945,"('disliked', 'liked')",-7.0324087,-7.1616945,-0.1292858
5,-0.73478043,-0.6964967,"('distant', 'outgoing')",-0.7347804,-0.6964967,0.0382837
6,-0.16682824,-0.23545012,"('distant', 'open')",-0.1668282,-0.2354501,-0.0686219
7,0.6923518,0.73639524,"('insensitive', 'sensitive')",0.6923518,0.7363952,0.0440434
8,0.93077725,0.8781333,"('unaffectionate', 'affectionate')",0.9307773,0.8781333,-0.052644
9,1.0802878,1.1267569,"('unaffectionate', 'caring')",1.0802878,1.1267569,0.0464691
10,1.0062698,0.9712694,"('unsympathetic', 'sympathetic')",1.0062698,0.9712694,-0.0350004
11,1.3081747,1.3116673,"('unhelpful', 'helpful')",1.3081747,1.3116673,0.0034926
12,-1.8807814,-1.907559,"('unsupportive', 'supportive')",-1.8807814,-1.907559,-0.0267776
13,-0.31768024,-0.31257147,"('impolite', 'polite')",-0.3176802,-0.3125715,0.0051087
14,0.28280827,0.22107929,"('antisocial', 'social')",0.2828083,0.2210793,-0.061729
15,-0.018130712,-0.08860502,"('boring', 'funny')",-0.0181307,-0.088605,-0.0704743
16,-0.6605019,-0.65364033,"('unpopular', 'popular')",-0.6605019,-0.6536403,0.0068616
17,-0.35309187,-0.2911971,"('nasty', 'nice')",-0.3530919,-0.2911971,0.0618948
18,-0.3062781,-0.35827687,"('disagreeable', 'welcoming')",-0.3062781,-0.3582769,-0.0519988
19,-0.83931786,-0.87199503,"('inhospitable', 'hospitable')",-0.8393179,-0.871995,-0.0326771
20,0.82979083,0.7423186,"('rough', 'thoughtful')",0.8297908,0.7423186,-0.0874722
21,-0.29426694,-0.19665971,"('immoral', 'moral')",-0.2942669,-0.1966597,0.0976072
22,-0.30178392,-0.32318604,"('untrustworthy', 'trustworthy')",-0.3017839,-0.323186,-0.0214021
23,5.703166,5.736614,"('insincere', 'sincere')",5.703166,5.7366142,0.0334482
24,1.2631314,1.1712112,"('dishonest', 'honest')",1.2631314,1.1712112,-0.0919202
25,0.68458116,0.6450719,"('egoistic', 'altruistic')",0.6845812,0.6450719,-0.0395093
26,0.9006916,0.8042379,"('hardhearted', 'benevolent')",0.9006916,0.8042379,-0.0964537
27,1.6097293,1.4029542,"('hardhearted', 'softhearted')",1.6097293,1.4029542,-0.2067751
28,0.9115523,0.85339373,"('disloyal', 'loyal')",0.9115523,0.8533937,-0.0581586
29,-0.68638575,-0.84544015,"('unfair', 'fair')",-0.6863858,-0.8454401,-0.1590543
30,0.93245786,0.9172872,"('intolerant', 'tolerant')",0.9324579,0.9172872,-0.0151707
31,-1.4681281,-1.4962707,"('evil', 'good')",-1.4681281,-1.4962707,-0.0281426
32,0.8792027,0.75620914,"('unkind', 'kind')",0.8792027,0.7562091,-0.1229936
33,-0.45280665,-0.44664803,"('wrong', 'right')",-0.4528067,-0.446648,0.0061587
34,4.017927,4.1268373,"('mean', 'honorable')",4.0179272,4.1268373,0.1089101
35,-0.715601,-0.959671,"('corrupt', 'incorrupt')",-0.715601,-0.959671,-0.24407
