,cob_male,cob_female,tuple,average_male,average_female,female-male
0,-0.08281234,-0.31822258,"('unsociable', 'sociable')",-0.0828123,-0.3182226,-0.2354103
1,-0.60806596,-0.70973843,"('unfriendly', 'friendly')",-0.608066,-0.7097384,-0.1016724
2,0.8979765,0.8966978,"('unlikable', 'likable')",0.8979765,0.8966978,-0.0012787
3,-0.10402746,0.08741708,"('repellent', 'pleasant')",-0.1040275,0.0874171,0.1914446
4,-3.6102843,-3.5657332,"('disliked', 'liked')",-3.6102843,-3.5657332,0.0445511
5,-1.0675573,-1.0782927,"('distant', 'outgoing')",-1.0675573,-1.0782927,-0.0107354
6,-1.4555695,-1.4534171,"('distant', 'open')",-1.4555695,-1.4534171,0.0021524
7,0.24342965,0.31091306,"('insensitive', 'sensitive')",0.2434296,0.3109131,0.0674835
8,-1.2053835,-1.2246497,"('unaffectionate', 'affectionate')",-1.2053835,-1.2246497,-0.0192662
9,-0.53692806,-0.58124924,"('unaffectionate', 'caring')",-0.5369281,-0.5812492,-0.0443211
10,-0.19773525,-0.33387,"('unsympathetic', 'sympathetic')",-0.1977352,-0.33387,-0.1361348
11,1.3009304,1.2646476,"('unhelpful', 'helpful')",1.3009304,1.2646476,-0.0362828
12,-0.87396204,-0.9242308,"('unsupportive', 'supportive')",-0.873962,-0.9242308,-0.0502688
13,0.11103736,-0.031567592,"('impolite', 'polite')",0.1110374,-0.0315676,-0.142605
14,1.0464993,0.9451458,"('antisocial', 'social')",1.0464993,0.9451458,-0.1013535
15,0.3429099,0.25043723,"('boring', 'funny')",0.3429099,0.2504372,-0.0924727
16,-0.67475706,-0.5561476,"('unpopular', 'popular')",-0.6747571,-0.5561476,0.1186095
17,-0.4497382,-0.27639574,"('nasty', 'nice')",-0.4497382,-0.2763957,0.1733425
18,-1.1059471,-1.1436138,"('disagreeable', 'welcoming')",-1.1059471,-1.1436138,-0.0376667
19,-1.537944,-1.5072892,"('inhospitable', 'hospitable')",-1.537944,-1.5072892,0.0306548
20,0.17532949,0.09990981,"('rough', 'thoughtful')",0.1753295,0.0999098,-0.0754197
21,0.019377995,0.030229222,"('immoral', 'moral')",0.019378,0.0302292,0.0108512
22,0.17938586,0.13025123,"('untrustworthy', 'trustworthy')",0.1793859,0.1302512,-0.0491347
23,3.015854,2.9108365,"('insincere', 'sincere')",3.0158539,2.9108365,-0.1050174
24,0.5204494,0.39548802,"('dishonest', 'honest')",0.5204494,0.395488,-0.1249614
25,-0.23784891,-0.26311064,"('egoistic', 'altruistic')",-0.2378489,-0.2631106,-0.0252617
26,0.3854866,0.17555134,"('hardhearted', 'benevolent')",0.3854866,0.1755513,-0.2099353
27,-0.017150152,-0.025397161,"('hardhearted', 'softhearted')",-0.0171502,-0.0253972,-0.008247
28,0.11720307,0.055485964,"('disloyal', 'loyal')",0.1172031,0.055486,-0.0617171
29,-0.33353296,-0.3145384,"('unfair', 'fair')",-0.333533,-0.3145384,0.0189946
30,1.0617629,0.91362,"('intolerant', 'tolerant')",1.0617629,0.91362,-0.1481429
31,-1.6280866,-1.4618443,"('evil', 'good')",-1.6280866,-1.4618443,0.1662423
32,0.66423255,0.4452549,"('unkind', 'kind')",0.6642326,0.4452549,-0.2189777
33,-0.011572303,-0.056223135,"('wrong', 'right')",-0.0115723,-0.0562231,-0.0446508
34,2.3475673,2.3929884,"('mean', 'honorable')",2.3475673,2.3929884,0.0454211
35,-0.61597633,-0.64284575,"('corrupt', 'incorrupt')",-0.6159763,-0.6428457,-0.0268694
36,-0.8739539,-0.84680104,"('hostile', 'amicable')",-0.8739539,-0.846801,0.0271529
37,-0.054406147,-0.15711537,"('fake', 'genuine')",-0.0544061,-0.1571154,-0.1027093
38,0.031982116,-0.03718969,"('untruthful', 'truthful')",0.0319821,-0.0371897,-0.0691718
