,biogen_male,biogen_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9319353,-1.0436549,"('unsociable', 'sociable')",-0.3597629,-0.44899595,-0.6458491,-0.7463254,-0.1004763
1,-0.7226074,-0.90310824,"('unfriendly', 'friendly')",1.5914515,1.3957475,0.4344221,0.2463197,-0.1881024
2,0.3734243,0.3291943,"('unlikable', 'likable')",0.8334605,0.839794,0.6034424,0.5844941,-0.0189483
3,-1.3582426,-1.3145529,"('repellent', 'pleasant')",-0.026758466,0.012614649,-0.6925005,-0.6509691,0.0415314
4,-0.22254334,-0.35909894,"('disliked', 'liked')",-5.7995715,-5.8187966,-3.0110574,-3.0889478,-0.0778904
5,-0.20098293,-0.23099661,"('distant', 'outgoing')",-0.11928475,-0.22314161,-0.1601338,-0.2270691,-0.0669353
6,-0.3714582,-0.4248073,"('distant', 'open')",0.37670648,0.24417166,0.0026241,-0.0903178,-0.0929419
7,-1.2837106,-1.2691907,"('insensitive', 'sensitive')",0.4070952,0.49487638,-0.4383077,-0.3871571,0.0511506
8,-0.3212359,-0.412536,"('unaffectionate', 'affectionate')",0.613659,0.49585262,0.1462116,0.0416583,-0.1045533
9,-0.4538713,-0.5014414,"('unaffectionate', 'caring')",0.8591148,0.81864554,0.2026218,0.1586021,-0.0440197
10,-1.5751289,-1.5535897,"('unsympathetic', 'sympathetic')",-0.42111567,-0.35433096,-0.9981223,-0.9539603,0.044162
11,-0.6594553,-0.6114658,"('unhelpful', 'helpful')",1.3699739,1.4433377,0.3552593,0.4159359,0.0606766
12,0.015196215,0.031258106,"('unsupportive', 'supportive')",-1.7870171,-1.7148939,-0.8859105,-0.8418179,0.0440926
13,-1.0071445,-0.96355313,"('impolite', 'polite')",-0.3577601,-0.27056912,-0.6824523,-0.6170611,0.0653912
14,-0.7792511,-0.7973423,"('antisocial', 'social')",-0.30668014,-0.32273787,-0.5429657,-0.5600401,-0.0170744
15,0.1580798,0.08444543,"('boring', 'funny')",0.7815705,0.7069222,0.4698251,0.3956838,-0.0741413
16,0.12424936,0.07102461,"('unpopular', 'popular')",0.5983411,0.55398333,0.3612952,0.312504,-0.0487912
17,-0.14609022,-0.12322645,"('nasty', 'nice')",-0.25505888,-0.21497743,-0.2005745,-0.1691019,0.0314726
18,-0.024621576,-0.1148466,"('disagreeable', 'welcoming')",-0.21624601,-0.2930335,-0.1204338,-0.2039401,-0.0835063
19,-0.93285376,-0.9911003,"('inhospitable', 'hospitable')",0.05166003,0.0633302,-0.4405969,-0.4638851,-0.0232882
20,0.44107917,0.4705017,"('rough', 'thoughtful')",1.3533667,1.3325484,0.8972229,0.901525,0.0043021
21,-0.35502982,-0.40414682,"('immoral', 'moral')",-0.3565983,-0.29793754,-0.355814,-0.3510422,0.0047718
22,-0.8515342,-0.8890693,"('untrustworthy', 'trustworthy')",-0.9470516,-0.97243834,-0.8992929,-0.9307538,-0.0314609
23,-1.0507855,-1.0514888,"('insincere', 'sincere')",5.1646338,5.107887,2.0569241,2.028199,-0.0287251
24,-0.73921406,-0.76938987,"('dishonest', 'honest')",0.82456553,0.7896915,0.0426757,0.0101508,-0.0325249
25,0.47713912,0.41052336,"('egoistic', 'altruistic')",1.5764234,1.5150944,1.0267813,0.9628088,-0.0639725
26,0.22443086,0.12917013,"('hardhearted', 'benevolent')",1.6713884,1.5923325,0.9479096,0.8607513,-0.0871583
27,-0.45169282,-0.36727408,"('hardhearted', 'softhearted')",1.4556631,1.4292281,0.5019851,0.530977,0.0289919
28,-0.13763818,-0.22626302,"('disloyal', 'loyal')",0.68705714,0.6182818,0.2747095,0.1960094,-0.0787001
29,-0.31246042,-0.3515966,"('unfair', 'fair')",-0.58242536,-0.78793955,-0.4474429,-0.5697681,-0.1223252
30,-0.6768673,-0.75603634,"('intolerant', 'tolerant')",1.4658127,1.4233259,0.3944727,0.3336448,-0.0608279
31,-0.19298872,-0.30771586,"('evil', 'good')",-0.85179234,-1.0329776,-0.5223905,-0.6703467,-0.1479562
32,-0.056263402,-0.013775138,"('unkind', 'kind')",0.8163811,0.74978864,0.3800589,0.3680068,-0.0120521
33,0.51066977,0.41308194,"('wrong', 'right')",-0.33158264,-0.38440624,0.0895436,0.0143379,-0.0752057
34,-0.46099648,-0.41226012,"('mean', 'honorable')",5.795428,5.8533854,2.6672156,2.7205627,0.0533471
35,0.06229889,0.0050415676,"('corrupt', 'incorrupt')",0.16347133,-0.0019944236,0.1128851,0.0015236,-0.1113615
36,-0.7662498,-0.98776555,"('hostile', 'amicable')",0.1897521,-0.09215067,-0.2882488,-0.5399581,-0.2517093
37,-0.44901457,-0.47368363,"('fake', 'genuine')",0.38145307,0.4393063,-0.0337808,-0.0171887,0.0165921
38,-0.23053014,-0.23852685,"('untruthful', 'truthful')",-0.16270533,-0.089949355,-0.1966177,-0.1642381,0.0323796
39,0.036597796,0.024209188,"('exploitative', 'cooperative')",0.13310583,0.14463428,0.0848518,0.0844217,-0.0004301
