,nursery_male,nursery_female,tuple,average_male,average_female,female-male
0,-0.16402003,-0.10000024,"('unsociable', 'sociable')",-0.16402,-0.1000002,0.0640198
1,2.1438055,1.9813839,"('unfriendly', 'friendly')",2.1438055,1.9813839,-0.1624216
2,0.47818774,0.6729818,"('unlikable', 'likable')",0.4781877,0.6729818,0.1947941
3,-0.81552815,-0.33072832,"('repellent', 'pleasant')",-0.8155282,-0.3307283,0.4847999
4,-6.4977636,-6.7459345,"('disliked', 'liked')",-6.4977636,-6.7459345,-0.2481709
5,0.10961537,-0.045106627,"('distant', 'outgoing')",0.1096154,-0.0451066,-0.154722
6,0.42820454,0.2966901,"('distant', 'open')",0.4282045,0.2966901,-0.1315144
7,0.8589601,1.107213,"('insensitive', 'sensitive')",0.8589601,1.107213,0.2482529
8,2.1448698,1.9760352,"('unaffectionate', 'affectionate')",2.1448698,1.9760352,-0.1688346
9,2.355557,2.3787534,"('unaffectionate', 'caring')",2.355557,2.3787534,0.0231964
10,0.15020326,0.3977663,"('unsympathetic', 'sympathetic')",0.1502033,0.3977663,0.247563
11,1.7480718,1.9311702,"('unhelpful', 'helpful')",1.7480718,1.9311702,0.1830984
12,-1.0184647,-0.90183496,"('unsupportive', 'supportive')",-1.0184647,-0.901835,0.1166297
13,-0.16449262,-0.08183788,"('impolite', 'polite')",-0.1644926,-0.0818379,0.0826547
14,-0.1386813,-0.04056751,"('antisocial', 'social')",-0.1386813,-0.0405675,0.0981138
15,1.260578,1.0559566,"('boring', 'funny')",1.260578,1.0559566,-0.2046214
16,-0.11810686,-0.117654294,"('unpopular', 'popular')",-0.1181069,-0.1176543,0.0004526
17,0.053073294,-0.027762081,"('nasty', 'nice')",0.0530733,-0.0277621,-0.0808354
18,-0.3750915,-0.17716837,"('disagreeable', 'welcoming')",-0.3750915,-0.1771684,0.1979231
19,-0.06828428,-0.07478206,"('inhospitable', 'hospitable')",-0.0682843,-0.0747821,-0.0064978
20,0.09215711,0.106802195,"('rough', 'thoughtful')",0.0921571,0.1068022,0.0146451
21,-0.62403053,-0.21368806,"('immoral', 'moral')",-0.6240305,-0.2136881,0.4103424
22,-1.2966526,-1.073593,"('untrustworthy', 'trustworthy')",-1.2966526,-1.073593,0.2230596
23,5.9586096,6.397178,"('insincere', 'sincere')",5.9586096,6.3971782,0.4385686
24,0.709282,0.98496526,"('dishonest', 'honest')",0.709282,0.9849653,0.2756833
25,1.266116,1.2193418,"('egoistic', 'altruistic')",1.266116,1.2193418,-0.0467742
26,2.5191588,2.0314486,"('hardhearted', 'benevolent')",2.5191588,2.0314486,-0.4877102
27,2.0111184,2.0753777,"('hardhearted', 'softhearted')",2.0111184,2.0753777,0.0642593
28,1.1836143,1.068975,"('disloyal', 'loyal')",1.1836143,1.068975,-0.1146393
29,-0.6487876,-0.8942655,"('unfair', 'fair')",-0.6487876,-0.8942655,-0.2454779
30,0.6080444,0.7877428,"('intolerant', 'tolerant')",0.6080444,0.7877428,0.1796984
31,-0.7234685,-0.99947095,"('evil', 'good')",-0.7234685,-0.9994709,-0.2760024
32,1.1061869,1.1281378,"('unkind', 'kind')",1.1061869,1.1281378,0.0219509
33,0.8072309,0.6734928,"('wrong', 'right')",0.8072309,0.6734928,-0.1337381
34,4.322804,4.645878,"('mean', 'honorable')",4.322804,4.6458778,0.3230738
35,-0.4285576,-0.84045726,"('corrupt', 'incorrupt')",-0.4285576,-0.8404573,-0.4118997
36,-0.44161135,-0.6836728,"('hostile', 'amicable')",-0.4416113,-0.6836728,-0.2420615
37,0.74944246,0.78394985,"('fake', 'genuine')",0.7494425,0.7839499,0.0345074
38,0.61393464,0.6058686,"('untruthful', 'truthful')",0.6139346,0.6058686,-0.008066
39,-0.0027246382,0.113802455,"('exploitative', 'cooperative')",-0.0027246,0.1138025,0.1165271
40,-1.9461896,-1.8691792,"('stingy', 'generous')",-1.9461896,-1.8691792,0.0770104
41,0.87066287,0.78740495,"('unforgiving', 'forgiving')",0.8706629,0.787405,-0.0832579
42,-3.2769265,-3.0991616,"('unreliable', 'reliable')",-3.2769265,-3.0991616,0.1777649
43,1.1792899,1.3036352,"('irresponsible', 'responsible')",1.1792899,1.3036352,0.1243453
44,-1.4364852,-1.4717506,"('prejudiced', 'unprejudiced')",-1.4364852,-1.4717506,-0.0352654
45,0.2241433,0.3081755,"('incompetent', 'competent')",0.2241433,0.3081755,0.0840322
46,-1.2377042,-1.0611156,"('uncompetitive', 'competitive')",-1.2377042,-1.0611156,0.1765886
47,5.0210867,5.321258,"('stupid', 'smart')",5.0210867,5.3212581,0.3001714
48,0.26278213,0.3059417,"('unintelligent', 'intelligent')",0.2627821,0.3059417,0.0431596
49,-0.3037909,-0.08908111,"('unable', 'able')",-0.3037909,-0.0890811,0.2147098
50,-0.6639241,-0.5425849,"('clumsy', 'skillful')",-0.6639241,-0.5425849,0.1213392
51,-0.45445246,-0.17183118,"('uneducated', 'educated')",-0.4544525,-0.1718312,0.2826213
52,0.13124733,-0.0033719297,"('irrational', 'rational')",0.1312473,-0.0033719,-0.1346192
53,0.49297133,0.30474094,"('uncreative', 'creative')",0.4929713,0.3047409,-0.1882304
54,1.3169162,1.4025217,"('incapable', 'capable')",1.3169162,1.4025217,0.0856055
55,-0.14006585,0.27465793,"('incompetent', 'clever')",-0.1400658,0.2746579,0.4147237
56,0.4658358,0.7220384,"('impractical', 'practical')",0.4658358,0.7220384,0.2562026
57,-2.1982737,-2.3747234,"('unimaginative', 'imaginative')",-2.1982737,-2.3747234,-0.1764497
58,-0.043566808,-0.047253054,"('undiscriminating', 'discriminating')",-0.0435668,-0.0472531,-0.0036863
59,0.4742301,0.37236136,"('foolish', 'wise')",0.4742301,0.3723614,-0.1018687
60,-0.32679397,0.17218468,"('inefficient', 'efficient')",-0.326794,0.1721847,0.4989787
61,0.29634964,0.2764275,"('illogical', 'logical')",0.2963496,0.2764275,-0.0199221
62,0.60568416,0.9601799,"('incompetent', 'brilliant')",0.6056842,0.9601799,0.3544957
63,-0.09713506,0.028135842,"('unperceptive', 'insightful')",-0.0971351,0.0281358,0.1252709
64,-7.3018904,-7.0981674,"('shy', 'confident')",-7.3018904,-7.0981674,0.203723
65,-0.85261494,-0.43844908,"('insecure', 'secure')",-0.8526149,-0.4384491,0.4141658
66,-0.19707762,-0.45849925,"('inactive', 'active')",-0.1970776,-0.4584993,-0.2614217
67,-0.27000195,-0.35605204,"('doubtful', 'determined')",-0.2700019,-0.356052,-0.0860501
68,-1.9311237,-1.6373926,"('dependent', 'independent')",-1.9311237,-1.6373926,0.2937311
69,-0.89313036,-1.1574184,"('lazy', 'industrious')",-0.8931304,-1.1574184,-0.264288
70,0.2126926,0.4301595,"('lethargic', 'energetic')",0.2126926,0.4301595,0.2174669
71,0.66532815,0.5039644,"('diffident', 'self-confident')",0.6653281,0.5039644,-0.1613637
72,0.18781486,0.3505027,"('unambitious', 'ambitious')",0.1878149,0.3505027,0.1626878
73,-3.5065277,-3.3431358,"('helpless', 'self-reliant')",-3.5065277,-3.3431358,0.1633919
74,-0.1093416,0.013090787,"('undedicated', 'dedicated')",-0.1093416,0.0130908,0.1224324
75,-0.9188967,-1.1237589,"('meek', 'impulsive')",-0.9188967,-1.1237589,-0.2048622
76,-0.7397067,-0.60534,"('anxious', 'daring')",-0.7397067,-0.60534,0.1343667
77,-1.4788456,-1.2564539,"('unmotivated', 'motivated')",-1.4788456,-1.2564539,0.2223917
78,0.056637812,-0.02224998,"('nonresilient', 'resilient')",0.0566378,-0.02225,-0.0788878
79,0.30290776,0.09665802,"('wavering', 'unwavering')",0.3029078,0.096658,-0.2062498
80,-0.6520569,-0.55002826,"('dominated', 'dominating')",-0.6520569,-0.5500283,0.1020286
81,-1.2540295,-0.97609645,"('submissive', 'aggressive')",-1.2540295,-0.9760965,0.277933
82,5.5143647,5.826655,"('poor', 'rich')",5.5143647,5.8266549,0.3122902
83,-0.6060873,-0.50642794,"('powerless', 'powerful')",-0.6060873,-0.5064279,0.0996594
84,-0.3569296,-0.30818292,"('inferior', 'superior')",-0.3569296,-0.3081829,0.0487467
85,0.09298654,-0.3219692,"('insignificant', 'prestigious')",0.0929865,-0.3219692,-0.4149557
86,0.47064692,0.48031327,"('uninfluential', 'influential')",0.4706469,0.4803133,0.0096664
87,0.28268433,0.33590603,"('unsuccessful', 'successful')",0.2826843,0.335906,0.0532217
88,-0.6971744,-0.5925292,"('low', 'eminent')",-0.6971744,-0.5925292,0.1046452
