,quadrant_male,quadrant_female,tuple,average_male,average_female,female-male
0,0.0847413,0.036551,"('unsociable', 'sociable')",0.0847413,0.036551,-0.0481903
1,1.5218772,1.4754523,"('unfriendly', 'friendly')",1.5218772,1.4754523,-0.0464249
2,0.59459287,0.7692915,"('unlikable', 'likable')",0.5945929,0.7692915,0.1746986
3,0.80954486,1.145883,"('repellent', 'pleasant')",0.8095449,1.145883,0.3363381
4,-7.3675084,-7.35966,"('disliked', 'liked')",-7.3675084,-7.3596601,0.0078483
5,-0.5608004,-0.44605467,"('distant', 'outgoing')",-0.5608004,-0.4460547,0.1147457
6,-0.22925088,-0.14106171,"('distant', 'open')",-0.2292509,-0.1410617,0.0881892
7,1.7973303,1.8992599,"('insensitive', 'sensitive')",1.7973303,1.8992599,0.1019296
8,1.280944,1.1159159,"('unaffectionate', 'affectionate')",1.280944,1.1159159,-0.1650281
9,2.004414,1.8152086,"('unaffectionate', 'caring')",2.0044141,1.8152086,-0.1892055
10,1.544827,1.7146249,"('unsympathetic', 'sympathetic')",1.544827,1.7146249,0.1697979
11,2.29591,2.268342,"('unhelpful', 'helpful')",2.2959099,2.268342,-0.0275679
12,-0.8586822,-0.8416848,"('unsupportive', 'supportive')",-0.8586822,-0.8416848,0.0169974
13,0.24522167,0.32529294,"('impolite', 'polite')",0.2452217,0.3252929,0.0800712
14,0.30511814,0.40277556,"('antisocial', 'social')",0.3051181,0.4027756,0.0976575
15,0.4751794,0.45515773,"('boring', 'funny')",0.4751794,0.4551577,-0.0200217
16,-0.8822806,-0.76394594,"('unpopular', 'popular')",-0.8822806,-0.7639459,0.1183347
17,-0.8658914,-0.6193432,"('nasty', 'nice')",-0.8658914,-0.6193432,0.2465482
18,-0.31836003,-0.25044382,"('disagreeable', 'welcoming')",-0.31836,-0.2504438,0.0679162
19,-0.36717805,-0.29569224,"('inhospitable', 'hospitable')",-0.3671781,-0.2956922,0.0714859
20,1.229372,1.1241859,"('rough', 'thoughtful')",1.229372,1.1241859,-0.1051861
21,0.3345677,0.57817024,"('immoral', 'moral')",0.3345677,0.5781702,0.2436025
