,viavi_male,viavi_female,tuple,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3674285,-0.49723512,"('unsociable', 'sociable')",1.0306846,0.87831855,-0.44082558,-0.61816347,0.0741435,-0.0790267,-0.1531702
1,-0.92198205,-0.88305414,"('unfriendly', 'friendly')",0.24427913,0.081358455,1.8222059,1.6545259,0.381501,0.2842767,-0.0972243
2,0.686122,0.72666687,"('unlikable', 'likable')",1.0733564,1.1796008,1.1212722,1.247085,0.9602502,1.0511176,0.0908674
3,-0.3746901,-0.21569245,"('repellent', 'pleasant')",0.222639,0.37195152,-0.4335876,-0.3161308,-0.1952129,-0.0532906,0.1419223
4,-0.60525256,-0.631173,"('disliked', 'liked')",-0.5408337,-0.5876541,-5.227492,-5.343746,-2.124526,-2.1875245,-0.0629985
5,-1.1997631,-1.1413546,"('distant', 'outgoing')",-0.3414846,-0.3214608,0.16572373,0.19314453,-0.458508,-0.4232236,0.0352844
6,-1.2370738,-1.1433189,"('distant', 'open')",-0.57079065,-0.5889314,0.5394124,0.54152954,-0.4228173,-0.3969069,0.0259104
7,0.31002355,0.4025974,"('insensitive', 'sensitive')",0.37335202,0.49025193,0.29538316,0.3624724,0.3262529,0.4184406,0.0921877
8,-1.1654361,-1.1698467,"('unaffectionate', 'affectionate')",-1.0001318,-1.003411,0.5172289,0.44878662,-0.5494463,-0.5748237,-0.0253774
9,-0.63012993,-0.62008744,"('unaffectionate', 'caring')",0.32570356,0.31979868,1.040709,1.0084076,0.2454275,0.2360396,-0.0093879
10,-0.12070791,-0.0451105,"('unsympathetic', 'sympathetic')",0.36987197,0.3971418,-0.52615905,-0.5775648,-0.0923317,-0.0751778,0.0171539
11,0.5426313,0.54351574,"('unhelpful', 'helpful')",1.5497614,1.5989157,1.8750737,1.8781061,1.3224888,1.3401791,0.0176903
12,0.20367248,0.39453232,"('unsupportive', 'supportive')",1.0953212,1.2715117,-1.5935034,-1.5421115,-0.0981699,0.0413108,0.1394807
13,0.5656413,0.47981137,"('impolite', 'polite')",0.7068599,0.6381616,-0.12228365,-0.12677664,0.3834058,0.3303988,-0.053007
14,0.7684165,0.7932307,"('antisocial', 'social')",0.9420485,0.9646446,-0.82370174,-0.82530683,0.2955877,0.3108562,0.0152685
15,-0.040735886,-0.23115924,"('boring', 'funny')",0.3112695,0.2758445,0.9925112,0.9038392,0.4210149,0.3161748,-0.1048401
16,-0.5574679,-0.47717574,"('unpopular', 'popular')",-0.25348905,-0.223922,0.6437701,0.65376806,-0.055729,-0.0157766,0.0399524
17,-0.16130152,-0.073411286,"('nasty', 'nice')",-0.33382124,-0.23667905,-0.35502577,-0.32718956,-0.2833829,-0.2124266,0.0709563
18,0.17590055,0.29459965,"('disagreeable', 'welcoming')",0.21661547,0.29965112,0.054958545,0.06369035,0.1491582,0.2193137,0.0701555
19,-1.0611821,-1.0586659,"('inhospitable', 'hospitable')",-1.3026303,-1.2418315,0.2969143,0.3703725,-0.688966,-0.643375,0.045591
20,0.49919727,0.60354984,"('rough', 'thoughtful')",1.0007956,1.0764,0.57733077,0.58503634,0.6924412,0.7549954,0.0625542
