,somersault_male,somersault_female,tuple,average_male,average_female,female-male
30,-0.14008863,-0.20300955,"('intolerant', 'tolerant')",-0.1400886,-0.2030095,-0.0629209
31,-0.46505684,-0.45455024,"('evil', 'good')",-0.4650568,-0.4545502,0.0105066
32,-0.22834109,-0.366768,"('unkind', 'kind')",-0.2283411,-0.366768,-0.1384269
33,-0.21307035,-0.23542051,"('wrong', 'right')",-0.2130703,-0.2354205,-0.0223502
34,1.363104,1.4277054,"('mean', 'honorable')",1.363104,1.4277054,0.0646014
35,1.1834133,1.2059407,"('corrupt', 'incorrupt')",1.1834133,1.2059407,0.0225274
36,0.118912846,0.10239577,"('hostile', 'amicable')",0.1189128,0.1023958,-0.016517
37,-0.2917084,-0.29729104,"('fake', 'genuine')",-0.2917084,-0.297291,-0.0055826
38,-0.38900548,-0.34957552,"('untruthful', 'truthful')",-0.3890055,-0.3495755,0.03943
39,0.22880234,0.21698298,"('exploitative', 'cooperative')",0.2288023,0.216983,-0.0118193
40,-0.7740813,-0.757409,"('stingy', 'generous')",-0.7740813,-0.757409,0.0166723
41,-0.23234332,-0.36824226,"('unforgiving', 'forgiving')",-0.2323433,-0.3682423,-0.135899
42,-1.08548,-0.98540807,"('unreliable', 'reliable')",-1.08548,-0.9854081,0.1000719
43,-1.5927289,-1.6987182,"('irresponsible', 'responsible')",-1.5927289,-1.6987182,-0.1059893
44,0.35480702,0.38439363,"('prejudiced', 'unprejudiced')",0.354807,0.3843936,0.0295866
45,-0.96869445,-1.0781195,"('incompetent', 'competent')",-0.9686944,-1.0781195,-0.1094251
46,-1.5829613,-1.5981125,"('uncompetitive', 'competitive')",-1.5829613,-1.5981125,-0.0151512
47,1.5644646,1.4998242,"('stupid', 'smart')",1.5644646,1.4998242,-0.0646404
48,0.28019783,0.29481816,"('unintelligent', 'intelligent')",0.2801978,0.2948182,0.0146204
49,0.50646174,0.55163324,"('unable', 'able')",0.5064617,0.5516332,0.0451715
50,0.037716527,0.11742297,"('clumsy', 'skillful')",0.0377165,0.117423,0.0797065
51,-0.877077,-0.8639016,"('uneducated', 'educated')",-0.877077,-0.8639016,0.0131754
52,-0.4448361,-0.46285143,"('irrational', 'rational')",-0.4448361,-0.4628514,-0.0180153
53,-0.45252314,-0.47770354,"('uncreative', 'creative')",-0.4525231,-0.4777035,-0.0251804
54,0.12612724,0.14724068,"('incapable', 'capable')",0.1261272,0.1472407,0.0211135
55,-0.6203552,-0.67793834,"('incompetent', 'clever')",-0.6203552,-0.6779383,-0.0575831
56,0.17980152,0.1046498,"('impractical', 'practical')",0.1798015,0.1046498,-0.0751517
57,-1.9865087,-2.1018188,"('unimaginative', 'imaginative')",-1.9865087,-2.1018188,-0.1153101
58,-0.4876176,-0.49514583,"('undiscriminating', 'discriminating')",-0.4876176,-0.4951458,-0.0075282
59,0.07961175,0.1282862,"('foolish', 'wise')",0.0796117,0.1282862,0.0486745
60,-0.43730408,-0.4628185,"('inefficient', 'efficient')",-0.4373041,-0.4628185,-0.0255144
61,-0.7983721,-0.943866,"('illogical', 'logical')",-0.7983721,-0.943866,-0.1454939
62,-0.10267526,-0.04306095,"('incompetent', 'brilliant')",-0.1026753,-0.043061,0.0596143
63,-0.6694565,-0.6183193,"('unperceptive', 'insightful')",-0.6694565,-0.6183193,0.0511372
64,-2.0835922,-2.1286309,"('shy', 'confident')",-2.0835922,-2.1286309,-0.0450387
65,-0.30264872,-0.36340103,"('insecure', 'secure')",-0.3026487,-0.363401,-0.0607523
66,-0.4091072,-0.38170755,"('inactive', 'active')",-0.4091072,-0.3817075,0.0273997
67,0.26947725,0.25813118,"('doubtful', 'determined')",0.2694772,0.2581312,-0.011346
68,0.2257293,0.29403883,"('dependent', 'independent')",0.2257293,0.2940388,0.0683095
69,1.1247898,1.1476737,"('lazy', 'industrious')",1.1247898,1.1476737,0.0228839
70,-1.2252878,-1.2406895,"('lethargic', 'energetic')",-1.2252878,-1.2406895,-0.0154017
71,0.35076433,0.39952612,"('diffident', 'self-confident')",0.3507643,0.3995261,0.0487618
72,-0.14280356,-0.03600535,"('unambitious', 'ambitious')",-0.1428036,-0.0360054,0.1067982
73,-0.2548003,-0.20115241,"('helpless', 'self-reliant')",-0.2548003,-0.2011524,0.0536479
74,-0.8420047,-0.88745815,"('undedicated', 'dedicated')",-0.8420047,-0.8874581,-0.0454534
75,0.57628804,0.69844544,"('meek', 'impulsive')",0.576288,0.6984454,0.1221574
76,-0.13377057,-0.07253556,"('anxious', 'daring')",-0.1337706,-0.0725356,0.061235
77,-1.0369333,-0.9178014,"('unmotivated', 'motivated')",-1.0369333,-0.9178014,0.1191319
78,-0.4873622,-0.4392792,"('nonresilient', 'resilient')",-0.4873622,-0.4392792,0.048083
79,-0.7680931,-0.7250804,"('wavering', 'unwavering')",-0.7680931,-0.7250804,0.0430127
80,-0.36392188,-0.32716987,"('dominated', 'dominating')",-0.3639219,-0.3271699,0.036752
81,-0.3379624,-0.3033336,"('submissive', 'aggressive')",-0.3379624,-0.3033336,0.0346288
82,1.6909522,1.6792103,"('poor', 'rich')",1.6909522,1.6792103,-0.0117419
83,-0.16062209,-0.13054433,"('powerless', 'powerful')",-0.1606221,-0.1305443,0.0300778
84,0.65419203,0.6381425,"('inferior', 'superior')",0.654192,0.6381425,-0.0160495
85,0.14665481,0.17992395,"('insignificant', 'prestigious')",0.1466548,0.179924,0.0332692
86,-1.8031361,-1.9142168,"('uninfluential', 'influential')",-1.8031361,-1.9142168,-0.1110807
87,0.056324303,0.03962343,"('unsuccessful', 'successful')",0.0563243,0.0396234,-0.0167009
88,-0.26665816,-0.2384925,"('low', 'eminent')",-0.2666582,-0.2384925,0.0281657
