,somersault_male,somersault_female,tuple,average_male,average_female,female-male
0,-1.1491355,-1.348512,"('unsociable', 'sociable')",-1.1491355,-1.3485121,-0.1993766
1,-0.34118888,-0.46857253,"('unfriendly', 'friendly')",-0.3411889,-0.4685725,-0.1273836
2,0.107092924,0.178266,"('unlikable', 'likable')",0.1070929,0.178266,0.0711731
3,-0.9680426,-0.9425461,"('repellent', 'pleasant')",-0.9680426,-0.9425461,0.0254965
4,-1.68539,-1.6958649,"('disliked', 'liked')",-1.68539,-1.6958649,-0.0104749
5,-0.0032692961,-0.00079345144,"('distant', 'outgoing')",-0.0032693,-0.0007935,0.0024758
6,-0.5881766,-0.56557024,"('distant', 'open')",-0.5881766,-0.5655702,0.0226064
7,-0.8612349,-0.8204687,"('insensitive', 'sensitive')",-0.8612349,-0.8204687,0.0407662
8,-0.58958155,-0.675934,"('unaffectionate', 'affectionate')",-0.5895815,-0.675934,-0.0863525
9,-0.7826882,-0.841735,"('unaffectionate', 'caring')",-0.7826882,-0.841735,-0.0590468
10,-1.8862698,-1.9248015,"('unsympathetic', 'sympathetic')",-1.8862698,-1.9248015,-0.0385317
11,-0.6414423,-0.63636464,"('unhelpful', 'helpful')",-0.6414423,-0.6363646,0.0050777
12,-1.9914317,-1.9767094,"('unsupportive', 'supportive')",-1.9914317,-1.9767094,0.0147223
13,-0.7646853,-0.98485744,"('impolite', 'polite')",-0.7646853,-0.9848574,-0.2201721
14,-0.2868633,-0.40481412,"('antisocial', 'social')",-0.2868633,-0.4048141,-0.1179508
15,0.58035773,0.5217548,"('boring', 'funny')",0.5803577,0.5217548,-0.0586029
16,-0.28679973,-0.26939481,"('unpopular', 'popular')",-0.2867997,-0.2693948,0.0174049
17,0.06388451,0.011697756,"('nasty', 'nice')",0.0638845,0.0116978,-0.0521867
18,-0.61155665,-0.58980817,"('disagreeable', 'welcoming')",-0.6115566,-0.5898082,0.0217484
19,-0.8926908,-0.87443566,"('inhospitable', 'hospitable')",-0.8926908,-0.8744357,0.0182551
20,0.25261995,0.26723263,"('rough', 'thoughtful')",0.25262,0.2672326,0.0146126
21,-0.9935738,-0.9835284,"('immoral', 'moral')",-0.9935738,-0.9835284,0.0100454
22,-0.39068872,-0.4491114,"('untrustworthy', 'trustworthy')",-0.3906887,-0.4491114,-0.0584227
23,0.9464254,0.82328963,"('insincere', 'sincere')",0.9464254,0.8232896,-0.1231358
24,-1.1315982,-1.2317853,"('dishonest', 'honest')",-1.1315982,-1.2317853,-0.1001871
25,0.9820224,0.96887743,"('egoistic', 'altruistic')",0.9820224,0.9688774,-0.013145
26,0.7661685,0.61802685,"('hardhearted', 'benevolent')",0.7661685,0.6180269,-0.1481416
27,0.24843591,0.15991093,"('hardhearted', 'softhearted')",0.2484359,0.1599109,-0.088525
28,-0.9211141,-1.0351609,"('disloyal', 'loyal')",-0.9211141,-1.0351609,-0.1140468
29,-0.53881335,-0.55375105,"('unfair', 'fair')",-0.5388134,-0.5537511,-0.0149377
