,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.5731299,-1.6495343,"('unsociable', 'sociable')",-1.2706809,-1.5056835,-1.7495383,-1.8419375,-0.38274992,-0.56271493,-1.2440248,-1.3899676,-0.1459428
1,-0.19948168,-0.21882498,"('unfriendly', 'friendly')",-0.11448032,-0.2469325,1.7101952,1.6528972,2.0155485,1.8271712,0.8529454,0.7535777,-0.0993677
2,0.33509853,0.48426294,"('unlikable', 'likable')",1.7898511,1.8556505,0.8803152,0.89946014,0.8892107,0.8972678,0.9736189,1.0341604,0.0605415
3,-0.010102471,0.023369791,"('repellent', 'pleasant')",-0.75592357,-0.7319991,-1.4748605,-1.3989577,0.4348772,0.53138673,-0.4515024,-0.3940501,0.0574523
4,-0.2968128,-0.3917992,"('disliked', 'liked')",0.84748334,0.8209189,1.2028757,1.2407702,-6.1818886,-6.20614,-1.1070856,-1.1340625,-0.0269769
5,0.6744183,0.7148035,"('distant', 'outgoing')",1.1640693,1.3039372,3.427234,3.4752991,0.29014516,0.30649596,1.3889666,1.4501339,0.0611673
6,1.2900729,1.3750345,"('distant', 'open')",1.1513244,1.3471705,2.7259955,2.828113,0.06728025,0.04926154,1.3086683,1.3998948,0.0912265
7,-0.062358595,-0.018266331,"('insensitive', 'sensitive')",-1.6325428,-1.6089809,-1.0838275,-1.0431219,0.13905084,0.07130407,-0.6599195,-0.6497663,0.0101532
8,-0.18345895,-0.20200527,"('unaffectionate', 'affectionate')",0.2295543,0.18925911,1.6525513,1.6285944,1.0600382,0.96708125,0.6896712,0.6457324,-0.0439388
9,0.672944,0.71687084,"('unaffectionate', 'caring')",-0.38532302,-0.48655546,0.8581404,0.83980405,1.4084804,1.3626565,0.6385604,0.608194,-0.0303664
10,-1.6474228,-1.6337581,"('unsympathetic', 'sympathetic')",-2.519109,-2.805995,-3.7332237,-3.8301518,-1.039286,-1.154781,-2.2347603,-2.3561716,-0.1214113
11,-1.1495025,-1.1598997,"('unhelpful', 'helpful')",-2.5616229,-2.6203632,-2.4014277,-2.4533963,1.4007429,1.4553182,-1.1779525,-1.1945853,-0.0166328
12,0.31813005,0.38873142,"('unsupportive', 'supportive')",-0.5304686,-0.5238626,0.15778267,0.20313233,-1.7908006,-1.814279,-0.4613391,-0.4365695,0.0247696
13,-1.182314,-1.2122644,"('impolite', 'polite')",-1.7156171,-1.7862537,-2.364721,-2.4638288,-1.1587728,-1.24271,-1.6053563,-1.6762643,-0.070908
14,-0.4123453,-0.44588602,"('antisocial', 'social')",-0.5982211,-0.72372115,-1.8335867,-1.9110403,-0.37021372,-0.4221566,-0.8035917,-0.875701,-0.0721093
15,-0.017335482,-0.036935538,"('boring', 'funny')",1.1877486,1.1444857,0.12258207,0.08675135,-0.045799553,-0.041336384,0.3117989,0.2882413,-0.0235576
16,0.5172051,0.50789815,"('unpopular', 'popular')",1.1179392,1.2254006,-0.07885098,0.00586628,0.46741512,0.50970376,0.5059271,0.5622172,0.0562901
17,-0.7956348,-0.7543019,"('nasty', 'nice')",0.19695404,0.22971168,0.59396607,0.5976909,-0.32408583,-0.2754607,-0.0822001,-0.05059,0.0316101
18,-0.7201022,-0.6873406,"('disagreeable', 'welcoming')",1.23503,1.4551055,0.08035259,0.11685925,-0.32384682,-0.3791278,0.0678584,0.1263741,0.0585157
19,0.2910681,0.29381287,"('inhospitable', 'hospitable')",0.15643603,0.15577143,1.6422142,1.6590875,0.09375135,0.14496697,0.5458674,0.5634097,0.0175423
20,-1.2217704,-1.1909838,"('rough', 'thoughtful')",0.29730952,0.36071876,-0.36870387,-0.40792665,0.7418398,0.74437606,-0.1378312,-0.1234539,0.0143773
21,-0.39100575,-0.32296512,"('immoral', 'moral')",-0.6993756,-0.75446755,-3.502474,-3.493984,-1.051798,-0.99665105,-1.4111633,-1.392017,0.0191463
22,-1.2479095,-1.2233427,"('untrustworthy', 'trustworthy')",-0.6754453,-0.69979537,-1.6234016,-1.6488352,-1.1138005,-1.2130588,-1.1651392,-1.1962581,-0.0311189
23,-0.62613076,-0.58023214,"('insincere', 'sincere')",-1.5945456,-1.6198915,-0.8662548,-0.9216634,5.5070257,5.4464245,0.6050236,0.5811594,-0.0238642
24,-0.22355133,-0.16110367,"('dishonest', 'honest')",-0.8657077,-0.87267137,-0.49884862,-0.5600114,0.44656962,0.39792585,-0.2853845,-0.2989652,-0.0135807
25,0.37357467,0.4470251,"('egoistic', 'altruistic')",0.81363505,0.8266665,1.8792441,1.9171941,1.5366367,1.6124569,1.1507727,1.2008356,0.0500629
26,-0.4205826,-0.5585868,"('hardhearted', 'benevolent')",1.4790511,1.2222426,1.3271341,1.2169641,2.0712235,1.8886163,1.1142066,0.9423091,-0.1718975
27,-0.6740453,-0.6851099,"('hardhearted', 'softhearted')",-1.1027739,-1.0452127,0.25884944,0.19602744,1.2818552,1.0973222,-0.0590287,-0.1092432,-0.0502145
28,-0.20554303,-0.28784412,"('disloyal', 'loyal')",-1.1252294,-1.2781614,-1.1863499,-1.2471483,0.56459326,0.44164658,-0.4881322,-0.5928768,-0.1047446
29,0.49312228,0.47167957,"('unfair', 'fair')",-0.43547818,-0.37565425,-0.3035317,-0.27836308,-0.24261826,-0.38149565,-0.1221265,-0.1409584,-0.0188319
30,-1.6743333,-1.6353999,"('intolerant', 'tolerant')",-1.7268157,-1.7728201,-2.3143897,-2.3189445,0.33104944,0.26004073,-1.3461224,-1.3667809,-0.0206585
31,-0.4835248,-0.4815857,"('evil', 'good')",1.2178857,1.2725452,2.9028103,2.9856222,-0.11157615,-0.1786459,0.8813988,0.899484,0.0180852
32,-0.30994344,-0.29221115,"('unkind', 'kind')",-0.65090936,-0.806601,-1.2297752,-1.3319528,0.6780981,0.43709436,-0.3781325,-0.4984176,-0.1202851
33,1.1544645,1.1260817,"('wrong', 'right')",1.5931062,1.6273652,1.3991445,1.3904358,-0.022709325,-0.06602818,1.0310014,1.0194637,-0.0115377
34,-1.4842393,-1.3592858,"('mean', 'honorable')",-0.6220822,-0.5037608,0.33030218,0.42631638,5.1206555,5.3296943,0.8361591,0.973241,0.1370819
35,1.0937554,1.0040464,"('corrupt', 'incorrupt')",1.6003362,1.6361896,3.4356158,3.441534,0.007890271,-0.090741165,1.5343994,1.4977572,-0.0366422
36,0.3666865,0.3325862,"('hostile', 'amicable')",1.3700656,1.3513272,2.8872082,2.9608896,0.15410542,0.008872841,1.1945164,1.163419,-0.0310974
37,0.5471293,0.57742,"('fake', 'genuine')",-0.23313026,-0.17831913,-0.3556364,-0.35045528,-0.12167207,-0.11825848,-0.0408274,-0.0174032,0.0234242
38,0.13570148,0.18693866,"('untruthful', 'truthful')",-1.157843,-1.2138716,-0.0663224,-0.084289126,0.2623073,0.31539902,-0.2065392,-0.1989557,0.0075835
