,comcast_male,comcast_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.4333878,-1.5866839,"('unsociable', 'sociable')",-0.2515251,-0.42637572,-0.8424565,-1.0065298,-0.1640733
1,0.39631358,0.11557353,"('unfriendly', 'friendly')",1.4133692,1.3154663,0.9048414,0.7155199,-0.1893215
2,0.82866555,0.9066441,"('unlikable', 'likable')",0.8558115,0.8236061,0.8422385,0.8651251,0.0228866
3,-1.0035475,-0.83677644,"('repellent', 'pleasant')",0.9411201,0.9757027,-0.0312137,0.0694631,0.1006768
4,-0.077012315,-0.19825214,"('disliked', 'liked')",-6.4962063,-6.8038106,-3.2866094,-3.5010314,-0.214422
5,0.6741545,0.52206135,"('distant', 'outgoing')",-0.32985026,-0.24560764,0.1721521,0.1382269,-0.0339252
6,0.6298605,0.42823446,"('distant', 'open')",-0.27628928,-0.22723861,0.1767856,0.1004979,-0.0762877
7,-0.79532504,-0.6954688,"('insensitive', 'sensitive')",0.32311016,0.24067855,-0.2361074,-0.2273951,0.0087123
8,0.023387529,-0.10947422,"('unaffectionate', 'affectionate')",0.68531895,0.7223204,0.3543532,0.3064231,-0.0479301
9,0.34223887,0.13086003,"('unaffectionate', 'caring')",1.0613939,1.1036601,0.7018164,0.6172601,-0.0845563
10,-2.1925788,-2.2594883,"('unsympathetic', 'sympathetic')",-0.84769744,-0.95741194,-1.5201381,-1.6084502,-0.0883121
11,-1.0172585,-0.9019265,"('unhelpful', 'helpful')",0.9620392,1.1176925,-0.0276097,0.107883,0.1354927
12,-0.1422605,-0.1609296,"('unsupportive', 'supportive')",-1.8792715,-2.0482364,-1.010766,-1.104583,-0.093817
13,-0.99534005,-1.0786573,"('impolite', 'polite')",-1.112139,-1.0995309,-1.0537395,-1.0890942,-0.0353547
14,-0.66486794,-0.5024542,"('antisocial', 'social')",0.067201965,-0.017219234,-0.298833,-0.2598367,0.0389963
15,0.57303095,0.44319656,"('boring', 'funny')",-0.10928517,-0.11792208,0.2318729,0.1626372,-0.0692357
16,0.15115356,0.18875304,"('unpopular', 'popular')",0.17173901,0.23167412,0.1614463,0.2102136,0.0487673
17,-0.19156995,-0.12328428,"('nasty', 'nice')",-0.5093303,-0.46380806,-0.3504501,-0.2935462,0.0569039
