,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.0034746677,-0.030448986,"('unsociable', 'sociable')",0.37213117,0.26930058,-0.6137388,-0.7783667,-0.0816941,-0.1798384,-0.0981443
1,2.2843587,2.1188395,"('unfriendly', 'friendly')",1.0511218,0.96252,1.9445562,1.8202735,1.7600123,1.6338776,-0.1261347
2,1.1268576,1.1252793,"('unlikable', 'likable')",1.0302212,1.036616,0.66612256,0.7405378,0.9410671,0.9674777,0.0264106
3,-1.712743,-1.5671183,"('repellent', 'pleasant')",-0.9979353,-0.7739539,-0.3074698,-0.26645106,-1.0060494,-0.8691744,0.136875
4,0.07960702,-0.0032548234,"('disliked', 'liked')",-0.22159071,-0.19000761,-5.840509,-5.803545,-1.9941641,-1.9989359,-0.0047718
5,1.2518418,1.1186516,"('distant', 'outgoing')",0.3414645,0.3939882,0.24335617,0.3059195,0.6122208,0.6061864,-0.0060344
6,0.6221056,0.50889254,"('distant', 'open')",0.04228221,0.071703084,0.85918105,0.878138,0.5078563,0.4862445,-0.0216118
7,0.12075612,0.1442905,"('insensitive', 'sensitive')",0.101559825,0.19523308,0.3589734,0.33669785,0.1937631,0.2254071,0.031644
8,0.980425,0.88332653,"('unaffectionate', 'affectionate')",0.24523069,0.20573245,0.89169574,0.7908702,0.7057838,0.6266431,-0.0791407
9,1.4182731,1.3830507,"('unaffectionate', 'caring')",1.1374636,1.0994233,1.1780508,1.0928111,1.2445958,1.1917617,-0.0528341
10,-0.30131492,-0.1865854,"('unsympathetic', 'sympathetic')",0.0003740564,0.07000172,-0.21992876,-0.39664453,-0.1736232,-0.1710761,0.0025471
11,0.14956978,0.22450972,"('unhelpful', 'helpful')",0.55370647,0.60441816,1.7165858,1.6438862,0.8066207,0.8242714,0.0176507
12,2.226433,2.3558862,"('unsupportive', 'supportive')",0.8567549,1.0555395,-1.362529,-1.3553214,0.573553,0.6853681,0.1118151
13,-0.17112738,-0.09921272,"('impolite', 'polite')",0.32698554,0.31914675,-0.37768805,-0.43324524,-0.0739433,-0.0711037,0.0028396
14,0.09555234,0.09821782,"('antisocial', 'social')",-0.27976236,-0.28592,-1.0969805,-1.1273806,-0.4270635,-0.4383609,-0.0112974
15,0.08397341,-0.017226305,"('boring', 'funny')",-0.08399141,-0.16436031,0.5126686,0.5347014,0.1708835,0.1177049,-0.0531786
16,-0.39933914,-0.4912441,"('unpopular', 'popular')",-0.20376025,-0.14821069,0.77106225,0.7765633,0.0559876,0.0457028,-0.0102848
17,-0.4021583,-0.33933318,"('nasty', 'nice')",-0.271338,-0.120465994,-0.24312331,-0.16172606,-0.3055398,-0.2071751,0.0983647
18,0.74364763,0.6643606,"('disagreeable', 'welcoming')",-0.17088869,-0.078502744,-0.3854332,-0.40393397,0.0624419,0.0606413,-0.0018006
19,1.2540114,1.2192909,"('inhospitable', 'hospitable')",0.21804273,0.19986853,0.4714385,0.56372684,0.6478309,0.6609621,0.0131312
