,nickname_male,nickname_female,tuple,average_male,average_female,female-male
0,-0.16014129,-0.20512296,"('unsociable', 'sociable')",-0.1601413,-0.205123,-0.0449817
1,1.1870383,1.1934931,"('unfriendly', 'friendly')",1.1870383,1.1934931,0.0064548
2,-0.084580556,0.030669166,"('unlikable', 'likable')",-0.0845806,0.0306692,0.1152498
3,0.6382865,0.6831365,"('repellent', 'pleasant')",0.6382865,0.6831365,0.04485
4,-7.39946,-7.45571,"('disliked', 'liked')",-7.3994598,-7.4557099,-0.0562501
5,-0.5553195,-0.50624883,"('distant', 'outgoing')",-0.5553195,-0.5062488,0.0490707
6,-0.04791911,-0.064779714,"('distant', 'open')",-0.0479191,-0.0647797,-0.0168606
7,0.7741389,0.8634775,"('insensitive', 'sensitive')",0.7741389,0.8634775,0.0893386
8,0.93394756,0.9493085,"('unaffectionate', 'affectionate')",0.9339476,0.9493085,0.0153609
9,1.059708,1.1462141,"('unaffectionate', 'caring')",1.059708,1.1462141,0.0865061
10,1.2999425,1.2644538,"('unsympathetic', 'sympathetic')",1.2999425,1.2644538,-0.0354887
11,1.3746434,1.3847973,"('unhelpful', 'helpful')",1.3746434,1.3847973,0.0101539
12,-1.7648659,-1.7512459,"('unsupportive', 'supportive')",-1.7648659,-1.7512459,0.01362
13,-0.08173172,-0.10372352,"('impolite', 'polite')",-0.0817317,-0.1037235,-0.0219918
14,0.20642029,0.13415322,"('antisocial', 'social')",0.2064203,0.1341532,-0.0722671
15,0.10664156,0.027362743,"('boring', 'funny')",0.1066416,0.0273627,-0.0792789
16,-0.6465804,-0.5147297,"('unpopular', 'popular')",-0.6465804,-0.5147297,0.1318507
17,-0.6507454,-0.590956,"('nasty', 'nice')",-0.6507454,-0.590956,0.0597894
18,-0.09638584,-0.13833193,"('disagreeable', 'welcoming')",-0.0963858,-0.1383319,-0.0419461
19,-0.71009755,-0.6924944,"('inhospitable', 'hospitable')",-0.7100976,-0.6924944,0.0176032
20,0.9343758,0.8751753,"('rough', 'thoughtful')",0.9343758,0.8751753,-0.0592005
21,-0.24992818,-0.20362288,"('immoral', 'moral')",-0.2499282,-0.2036229,0.0463053
22,-0.27912036,-0.35054985,"('untrustworthy', 'trustworthy')",-0.2791204,-0.3505498,-0.0714294
23,6.186864,6.206437,"('insincere', 'sincere')",6.1868639,6.2064371,0.0195732
24,1.4846154,1.3861027,"('dishonest', 'honest')",1.4846154,1.3861027,-0.0985127
25,0.6985694,0.66434634,"('egoistic', 'altruistic')",0.6985694,0.6643463,-0.0342231
26,0.7024306,0.6547616,"('hardhearted', 'benevolent')",0.7024306,0.6547616,-0.047669
27,1.581893,1.4761094,"('hardhearted', 'softhearted')",1.581893,1.4761094,-0.1057836
28,0.94818366,0.9147924,"('disloyal', 'loyal')",0.9481837,0.9147924,-0.0333913
29,-1.0660801,-1.1661435,"('unfair', 'fair')",-1.0660801,-1.1661435,-0.1000634
30,0.952269,0.9405948,"('intolerant', 'tolerant')",0.952269,0.9405948,-0.0116742
31,-1.6096313,-1.5103543,"('evil', 'good')",-1.6096313,-1.5103543,0.099277
32,0.908359,0.8624896,"('unkind', 'kind')",0.908359,0.8624896,-0.0458694
33,-0.61877596,-0.62412757,"('wrong', 'right')",-0.618776,-0.6241276,-0.0053516
34,4.189624,4.3409405,"('mean', 'honorable')",4.1896238,4.3409405,0.1513167
35,-0.9639793,-1.1501323,"('corrupt', 'incorrupt')",-0.9639793,-1.1501323,-0.186153
36,-0.87098795,-0.8754048,"('hostile', 'amicable')",-0.870988,-0.8754048,-0.0044168
37,0.91378844,0.92838955,"('fake', 'genuine')",0.9137884,0.9283895,0.0146011
38,-0.46299624,-0.4107901,"('untruthful', 'truthful')",-0.4629962,-0.4107901,0.0522061
39,0.5369101,0.48771557,"('exploitative', 'cooperative')",0.5369101,0.4877156,-0.0491945
40,-0.98532784,-1.123643,"('stingy', 'generous')",-0.9853278,-1.123643,-0.1383152
41,-0.03202086,-0.0511617,"('unforgiving', 'forgiving')",-0.0320209,-0.0511617,-0.0191408
42,-1.8148991,-1.8798362,"('unreliable', 'reliable')",-1.8148991,-1.8798362,-0.0649371
43,0.96697676,0.9844478,"('irresponsible', 'responsible')",0.9669768,0.9844478,0.017471
44,-0.6986429,-0.6903826,"('prejudiced', 'unprejudiced')",-0.6986429,-0.6903826,0.0082603
45,-0.27680275,-0.26756835,"('incompetent', 'competent')",-0.2768027,-0.2675683,0.0092344
46,-0.14724174,-0.22257279,"('uncompetitive', 'competitive')",-0.1472417,-0.2225728,-0.0753311
47,4.8504753,4.995765,"('stupid', 'smart')",4.8504753,4.9957652,0.1452899
48,0.39832196,0.36009926,"('unintelligent', 'intelligent')",0.398322,0.3600993,-0.0382227
49,0.08769283,0.17263202,"('unable', 'able')",0.0876928,0.172632,0.0849392
50,-0.22930118,-0.24552543,"('clumsy', 'skillful')",-0.2293012,-0.2455254,-0.0162242
51,0.73418057,0.62143785,"('uneducated', 'educated')",0.7341806,0.6214378,-0.1127428
52,-0.83513004,-0.8462686,"('irrational', 'rational')",-0.83513,-0.8462686,-0.0111386
53,-0.1734018,-0.23573408,"('uncreative', 'creative')",-0.1734018,-0.2357341,-0.0623323
