,prairie_male,prairie_female,tuple,average_male,average_female,female-male
0,0.04225497,-0.05913577,"('unsociable', 'sociable')",0.042255,-0.0591358,-0.1013908
1,0.73685837,0.72041327,"('unfriendly', 'friendly')",0.7368584,0.7204133,-0.0164451
2,-0.11848233,-0.10489072,"('unlikable', 'likable')",-0.1184823,-0.1048907,0.0135916
3,0.64409596,0.6599167,"('repellent', 'pleasant')",0.644096,0.6599167,0.0158207
4,-7.339758,-7.4356523,"('disliked', 'liked')",-7.3397579,-7.4356523,-0.0958944
5,-0.81109893,-0.8259349,"('distant', 'outgoing')",-0.8110989,-0.8259349,-0.014836
6,-0.19144976,-0.23830241,"('distant', 'open')",-0.1914498,-0.2383024,-0.0468526
7,0.7696223,0.8266095,"('insensitive', 'sensitive')",0.7696223,0.8266095,0.0569872
8,0.98525584,0.9122463,"('unaffectionate', 'affectionate')",0.9852558,0.9122463,-0.0730095
9,1.3705581,1.3702455,"('unaffectionate', 'caring')",1.3705581,1.3702455,-0.0003126
10,1.2173654,1.1696178,"('unsympathetic', 'sympathetic')",1.2173654,1.1696178,-0.0477476
11,1.6464733,1.677992,"('unhelpful', 'helpful')",1.6464733,1.677992,0.0315187
12,-1.3540084,-1.3824902,"('unsupportive', 'supportive')",-1.3540084,-1.3824902,-0.0284818
13,-0.19447774,-0.26000667,"('impolite', 'polite')",-0.1944777,-0.2600067,-0.065529
14,0.31445292,0.23950933,"('antisocial', 'social')",0.3144529,0.2395093,-0.0749436
15,-0.098762706,-0.1824075,"('boring', 'funny')",-0.0987627,-0.1824075,-0.0836448
16,-0.38869628,-0.3338732,"('unpopular', 'popular')",-0.3886963,-0.3338732,0.0548231
17,-0.36301756,-0.34265274,"('nasty', 'nice')",-0.3630176,-0.3426527,0.0203649
18,-0.26300234,-0.3515929,"('disagreeable', 'welcoming')",-0.2630023,-0.3515929,-0.0885906
19,-0.59186107,-0.6267418,"('inhospitable', 'hospitable')",-0.5918611,-0.6267418,-0.0348807
20,1.0188481,0.93066853,"('rough', 'thoughtful')",1.0188481,0.9306685,-0.0881796
21,-0.27611816,-0.27419236,"('immoral', 'moral')",-0.2761182,-0.2741924,0.0019258
22,-0.6430771,-0.6965408,"('untrustworthy', 'trustworthy')",-0.6430771,-0.6965408,-0.0534637
23,6.4008236,6.430902,"('insincere', 'sincere')",6.4008236,6.430902,0.0300784
24,1.4578686,1.2823608,"('dishonest', 'honest')",1.4578686,1.2823608,-0.1755078
25,0.5285341,0.47052246,"('egoistic', 'altruistic')",0.5285341,0.4705225,-0.0580116
26,0.86939865,0.79429585,"('hardhearted', 'benevolent')",0.8693987,0.7942958,-0.0751029
27,1.5279857,1.3394531,"('hardhearted', 'softhearted')",1.5279857,1.3394531,-0.1885326
28,1.0751473,1.0254078,"('disloyal', 'loyal')",1.0751473,1.0254078,-0.0497395
29,-0.7258055,-0.833425,"('unfair', 'fair')",-0.7258055,-0.833425,-0.1076195
30,1.1017222,1.0073717,"('intolerant', 'tolerant')",1.1017222,1.0073717,-0.0943505
31,-1.599339,-1.5029018,"('evil', 'good')",-1.599339,-1.5029018,0.0964372
32,0.9865069,0.8708108,"('unkind', 'kind')",0.9865069,0.8708108,-0.1156961
33,-0.87366855,-0.90514153,"('wrong', 'right')",-0.8736686,-0.9051415,-0.0314729
34,4.793188,4.894655,"('mean', 'honorable')",4.7931881,4.8946552,0.1014671
35,-0.92391294,-1.089276,"('corrupt', 'incorrupt')",-0.9239129,-1.089276,-0.1653631
36,-1.0369248,-1.0677018,"('hostile', 'amicable')",-1.0369248,-1.0677018,-0.030777
37,0.6382988,0.6012167,"('fake', 'genuine')",0.6382988,0.6012167,-0.0370821
38,-0.27284208,-0.28288692,"('untruthful', 'truthful')",-0.2728421,-0.2828869,-0.0100448
39,0.9467463,0.9007081,"('exploitative', 'cooperative')",0.9467463,0.9007081,-0.0460382
40,-1.3493772,-1.5342851,"('stingy', 'generous')",-1.3493772,-1.5342851,-0.1849079
41,0.109964445,0.05650173,"('unforgiving', 'forgiving')",0.1099644,0.0565017,-0.0534627
42,-2.1489456,-2.2234788,"('unreliable', 'reliable')",-2.1489456,-2.2234788,-0.0745332
43,1.0764605,1.0467967,"('irresponsible', 'responsible')",1.0764605,1.0467967,-0.0296638
44,-0.9955228,-0.9782417,"('prejudiced', 'unprejudiced')",-0.9955228,-0.9782417,0.0172811
45,-0.03480082,-0.08170739,"('incompetent', 'competent')",-0.0348008,-0.0817074,-0.0469066
46,-0.47474355,-0.54881155,"('uncompetitive', 'competitive')",-0.4747435,-0.5488116,-0.0740681
47,5.08055,5.182294,"('stupid', 'smart')",5.0805502,5.1822939,0.1017437
