,denbury_male,denbury_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.29671496,-0.53212786,"('unsociable', 'sociable')",-0.062510446,-0.24855086,-0.1796127,-0.3903394,-0.2107267
1,-1.4420344,-1.5509098,"('unfriendly', 'friendly')",1.816772,1.6304994,0.1873688,0.0397948,-0.147574
2,-0.18454233,-0.06934671,"('unlikable', 'likable')",0.42645514,0.53066814,0.1209564,0.2306607,0.1097043
3,-0.7843967,-0.57827204,"('repellent', 'pleasant')",0.24187718,0.3375855,-0.2712598,-0.1203433,0.1509165
4,0.47536504,0.31650648,"('disliked', 'liked')",-6.541884,-6.6101995,-3.0332594,-3.1468465,-0.1135871
5,-0.38290069,-0.38847533,"('distant', 'outgoing')",-0.24833883,-0.27372962,-0.3156198,-0.3311025,-0.0154827
6,-0.6401643,-0.58243513,"('distant', 'open')",0.168543,0.14207485,-0.2358107,-0.2201801,0.0156306
7,-0.18718524,-0.16876641,"('insensitive', 'sensitive')",0.8964444,0.8240449,0.3546296,0.3276392,-0.0269904
8,-0.5026177,-0.46754622,"('unaffectionate', 'affectionate')",0.9438691,0.8294646,0.2206257,0.1809592,-0.0396665
9,-0.8263532,-0.8236884,"('unaffectionate', 'caring')",1.1809832,1.1175698,0.177315,0.1469407,-0.0303743
10,-0.35112298,-0.40812433,"('unsympathetic', 'sympathetic')",0.24317981,0.1694018,-0.0539716,-0.1193613,-0.0653897
11,-0.28394702,-0.2475824,"('unhelpful', 'helpful')",2.254827,2.2732763,0.98544,1.0128469,0.0274069
12,-0.21696103,-0.1274051,"('unsupportive', 'supportive')",-1.4849206,-1.4479516,-0.8509408,-0.7876784,0.0632624
13,-0.064254135,-0.17944919,"('impolite', 'polite')",-0.2409408,-0.27852815,-0.1525975,-0.2289887,-0.0763912
14,0.14375252,0.11818915,"('antisocial', 'social')",-0.29984292,-0.3975966,-0.0780452,-0.1397037,-0.0616585
15,-0.14453025,-0.24115224,"('boring', 'funny')",0.3412384,0.30245113,0.0983541,0.0306494,-0.0677047
16,-0.98883283,-0.918826,"('unpopular', 'popular')",0.23553461,0.24164072,-0.3766491,-0.3385926,0.0380565
17,0.12549466,0.07591395,"('nasty', 'nice')",-0.4353175,-0.3786311,-0.1549114,-0.1513586,0.0035528
18,-0.86041087,-0.69111204,"('disagreeable', 'welcoming')",-0.6702262,-0.6515959,-0.7653185,-0.6713539,0.0939646
19,-0.42428467,-0.38279235,"('inhospitable', 'hospitable')",-0.11151762,-0.045862764,-0.2679012,-0.2143276,0.0535736
20,0.32509342,0.38561398,"('rough', 'thoughtful')",1.3354704,1.2656009,0.8302819,0.8256074,-0.0046745
21,-0.30969352,-0.22502975,"('immoral', 'moral')",-0.49658918,-0.37141728,-0.4031413,-0.2982235,0.1049178
22,0.113129035,0.033978626,"('untrustworthy', 'trustworthy')",-0.7818495,-0.8875364,-0.3343602,-0.4267789,-0.0924187
23,-0.87898713,-0.8784876,"('insincere', 'sincere')",5.9904914,5.831843,2.555752,2.4766777,-0.0790743
24,-0.10062768,-0.08512854,"('dishonest', 'honest')",0.95308405,0.83585864,0.4262282,0.375365,-0.0508632
25,-1.0800438,-1.1053592,"('egoistic', 'altruistic')",0.9038613,0.86614835,-0.0880913,-0.1196054,-0.0315141
26,-0.122080795,-0.30324054,"('hardhearted', 'benevolent')",1.6024324,1.4515328,0.7401758,0.5741462,-0.1660296
27,-0.29923686,-0.16504462,"('hardhearted', 'softhearted')",1.5209877,1.4448795,0.6108754,0.6399174,0.029042
28,-0.2027205,-0.3395822,"('disloyal', 'loyal')",1.2014154,1.0128632,0.4993474,0.3366405,-0.1627069
29,-0.1725729,-0.2102592,"('unfair', 'fair')",-0.21141374,-0.4500233,-0.1919933,-0.3301412,-0.1381479
30,0.6362376,0.61153114,"('intolerant', 'tolerant')",1.2463604,1.3000753,0.941299,0.9558032,0.0145042
31,-1.0115641,-0.96177226,"('evil', 'good')",-1.226114,-1.3511003,-1.118839,-1.1564363,-0.0375973
32,-1.0512509,-1.1405277,"('unkind', 'kind')",1.0370799,0.82372934,-0.0070855,-0.1583992,-0.1513137
33,-0.3007186,-0.29098895,"('wrong', 'right')",-0.7444887,-0.7984974,-0.5226036,-0.5447432,-0.0221396
34,-0.24697825,-0.11477281,"('mean', 'honorable')",6.140366,6.23937,2.9466939,3.0622985,0.1156046
35,0.17899503,0.1354981,"('corrupt', 'incorrupt')",-0.63962924,-0.808947,-0.2303171,-0.3367245,-0.1064074
36,-0.387291,-0.44975758,"('hostile', 'amicable')",-0.21824306,-0.40171885,-0.302767,-0.4257382,-0.1229712
37,0.32514653,0.40977955,"('fake', 'genuine')",0.78142333,0.7503671,0.5532849,0.5800734,0.0267885
38,-0.57744527,-0.57432145,"('untruthful', 'truthful')",0.021442564,0.044040248,-0.2780013,-0.2651406,0.0128607
39,0.27122247,0.3465298,"('exploitative', 'cooperative')",0.15482138,0.17029393,0.2130219,0.2584119,0.04539
40,-0.27711704,-0.2955596,"('stingy', 'generous')",-1.4464159,-1.548014,-0.8617665,-0.9217868,-0.0600203
41,0.660142,0.7024656,"('unforgiving', 'forgiving')",0.08056153,0.021077815,0.3703518,0.3617717,-0.0085801
42,0.4104142,0.53472346,"('unreliable', 'reliable')",-2.8058891,-2.6566565,-1.1977375,-1.0609665,0.136771
43,-0.16622692,-0.116266005,"('irresponsible', 'responsible')",1.2375977,1.1918663,0.5356854,0.5378001,0.0021147
44,0.29865828,0.35607824,"('prejudiced', 'unprejudiced')",-1.7233924,-1.6759759,-0.7123671,-0.6599488,0.0524183
45,0.23630816,0.16405852,"('incompetent', 'competent')",0.38653684,0.2378048,0.3114225,0.2009317,-0.1104908
46,0.3800119,0.36802226,"('uncompetitive', 'competitive')",-0.001374139,-0.0026985202,0.1893189,0.1826619,-0.006657
47,0.4276586,0.5333931,"('stupid', 'smart')",5.6618776,5.692028,3.0447681,3.1127105,0.0679424
48,-0.45748168,-0.44662863,"('unintelligent', 'intelligent')",0.7325467,0.80052835,0.1375325,0.1769499,0.0394174
49,-0.3374392,-0.18887791,"('unable', 'able')",0.08319256,0.17386904,-0.1271233,-0.0075044,0.1196189
50,-0.78126395,-0.6744454,"('clumsy', 'skillful')",0.09279519,0.056497566,-0.3442344,-0.3089739,0.0352605
51,-0.43542928,-0.5461529,"('uneducated', 'educated')",0.45225134,0.4279212,0.008411,-0.0591158,-0.0675268
52,-0.53300464,-0.600224,"('irrational', 'rational')",-0.012462778,-0.11996059,-0.2727337,-0.3600923,-0.0873586
53,-1.2751412,-1.2751667,"('uncreative', 'creative')",1.0360163,0.93641204,-0.1195624,-0.1693774,-0.049815
54,-0.69459075,-0.6945412,"('incapable', 'capable')",0.97598696,1.0086638,0.1406981,0.1570613,0.0163632
55,0.509686,0.5504586,"('incompetent', 'clever')",0.32968566,0.34289032,0.4196858,0.4466745,0.0269887
56,0.6895713,0.6503255,"('impractical', 'practical')",0.6140035,0.62478477,0.6517874,0.6375551,-0.0142323
57,-0.22871004,-0.36602777,"('unimaginative', 'imaginative')",-2.072547,-2.180298,-1.1506284,-1.273163,-0.1225346
58,-0.13794452,-0.16804683,"('undiscriminating', 'discriminating')",0.39620453,0.33919638,0.12913,0.0855748,-0.0435552
59,0.07154374,0.1724065,"('foolish', 'wise')",0.3687682,0.35903615,0.220156,0.2657213,0.0455653
60,0.062074482,0.11176186,"('inefficient', 'efficient')",0.35147715,0.52672666,0.2067758,0.3192443,0.1124685
61,-0.4297304,-0.5266747,"('illogical', 'logical')",0.61879116,0.41480857,0.0945304,-0.0559331,-0.1504635
62,-0.11274872,0.03273165,"('incompetent', 'brilliant')",0.64649737,0.82795376,0.2668743,0.4303427,0.1634684
63,-0.7022933,-0.6412231,"('unperceptive', 'insightful')",1.3834625,1.460648,0.3405846,0.4097124,0.0691278
64,0.08672075,0.032889187,"('shy', 'confident')",-6.401285,-6.2965918,-3.1572821,-3.1318512,0.0254309
65,-0.46842068,-0.59302175,"('insecure', 'secure')",-0.07692601,-0.13515896,-0.2726733,-0.3640904,-0.0914171
66,-0.7253055,-0.74013114,"('inactive', 'active')",0.83964413,0.7758079,0.0571693,0.0178384,-0.0393309
67,0.106977195,0.124561355,"('doubtful', 'determined')",-0.4688128,-0.5137454,-0.1809178,-0.194592,-0.0136742
68,-0.3876683,-0.3843182,"('dependent', 'independent')",-0.32899198,-0.3521324,-0.3583301,-0.3682253,-0.0098952
69,-0.19612363,-0.10103462,"('lazy', 'industrious')",-0.9378283,-0.8787474,-0.566976,-0.489891,0.077085
70,0.59586257,0.67438436,"('lethargic', 'energetic')",1.0161755,1.0410447,0.8060191,0.8577145,0.0516954
71,-0.2390061,-0.3515767,"('diffident', 'self-confident')",0.66428703,0.5471249,0.2126405,0.0977741,-0.1148664
72,-0.75814366,-0.76916236,"('unambitious', 'ambitious')",-0.5550202,-0.6046709,-0.6565819,-0.6869166,-0.0303347
73,0.86286026,0.8524104,"('helpless', 'self-reliant')",-2.9411047,-2.8623466,-1.0391222,-1.0049682,0.034154
74,-0.3729002,-0.31465214,"('undedicated', 'dedicated')",0.30715743,0.19734281,-0.0328714,-0.0586547,-0.0257833
75,-0.0116139725,-0.06383887,"('meek', 'impulsive')",-0.5175888,-0.4795298,-0.2646014,-0.2716843,-0.0070829
76,0.008835435,0.09466292,"('anxious', 'daring')",0.36799473,0.49828544,0.1884151,0.2964742,0.1080591
77,-1.2453673,-1.2091289,"('unmotivated', 'motivated')",-1.1552316,-1.0343907,-1.2002995,-1.1217598,0.0785397
78,-0.8687913,-0.85660183,"('nonresilient', 'resilient')",0.42550394,0.49479562,-0.2216437,-0.1809031,0.0407406
79,-0.97208405,-1.0433201,"('wavering', 'unwavering')",-0.041581824,-0.08646665,-0.506833,-0.5648934,-0.0580604
80,0.72286767,0.6458294,"('dominated', 'dominating')",-1.0414971,-1.0529064,-0.1593147,-0.2035385,-0.0442238
81,0.03841132,-0.07218083,"('submissive', 'aggressive')",-0.4422531,-0.32884127,-0.2019209,-0.2005111,0.0014098
82,0.02955071,0.0737514,"('poor', 'rich')",6.373553,6.3317,3.2015517,3.2027256,0.0011739
83,-0.08455997,-0.20992139,"('powerless', 'powerful')",-0.55607945,-0.64505154,-0.3203197,-0.4274865,-0.1071668
84,0.70062757,0.6191437,"('inferior', 'superior')",0.89569694,0.8771839,0.7981622,0.7481638,-0.0499984
85,-0.38699764,-0.3879003,"('insignificant', 'prestigious')",-0.005722643,-0.0061875116,-0.1963601,-0.1970439,-0.0006838
86,-1.0193751,-1.1223083,"('uninfluential', 'influential')",0.267502,0.09287571,-0.3759365,-0.5147163,-0.1387798
87,0.33154815,0.20042694,"('unsuccessful', 'successful')",0.9357857,0.8584942,0.6336669,0.5294605,-0.1042064
88,-0.8603303,-0.8605637,"('low', 'eminent')",0.071822986,0.1387097,-0.3942536,-0.360927,0.0333266
