,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-0.75762963,-1.0534153,"('unsociable', 'sociable')",-0.6160025,-0.79228544,0.9293901,0.74408937,-0.7980644,-0.99451286,0.0654859,-0.08356676,-0.1642079,-0.34763652,-0.2235047,-0.4212212,-0.1977165
1,1.4918053,1.4166195,"('unfriendly', 'friendly')",0.92713594,0.7594966,-0.9289771,-1.0369533,-1.7488152,-1.9072195,0.7407689,0.53260374,0.99668986,0.52315295,0.2464346,0.04795,-0.1984846
2,1.7396581,1.8183998,"('unlikable', 'likable')",1.3674809,1.5059494,1.2623272,1.3097935,0.07504237,0.07883305,1.2649375,1.2731861,0.5520772,0.60224223,1.0435872,1.0980674,0.0544802
3,-1.4762685,-1.5167673,"('repellent', 'pleasant')",-1.140813,-1.0091367,0.7246884,0.723024,-2.075723,-2.0099304,-0.97068185,-0.9787943,0.43367362,0.41516367,-0.750854,-0.7294068,0.0214472
4,-0.24974075,-0.27296808,"('disliked', 'liked')",0.5400475,0.38165528,-1.5376581,-1.6660405,1.8045932,1.6758606,0.80020994,0.7367752,-3.958073,-3.5604384,-0.4334368,-0.4508593,-0.0174225
5,1.2118155,1.3082552,"('distant', 'outgoing')",0.6595007,0.6104863,-1.6699502,-1.7089752,1.6884015,1.612109,0.97758305,1.0144807,0.38209745,0.3676311,0.5415747,0.5339979,-0.0075768
6,0.9694658,1.1007991,"('distant', 'open')",0.55497766,0.4959505,-1.7443352,-1.741102,1.2479948,1.2142599,0.81727016,0.8289336,0.3104597,0.161196,0.3593055,0.3433395,-0.015966
7,-0.4734279,-0.4408405,"('insensitive', 'sensitive')",-0.97842515,-0.85107154,1.025294,1.0020052,-1.732838,-1.7037896,-0.8861215,-0.93893373,-0.72722435,-0.78853106,-0.6287905,-0.6201935,0.008597
8,1.0920308,1.122532,"('unaffectionate', 'affectionate')",0.8700357,0.7691656,-1.3777441,-1.4988605,-0.51067,-0.6370258,0.980719,0.85414225,0.7845254,0.3861472,0.3064828,0.1660168,-0.140466
9,1.8197403,1.7491682,"('unaffectionate', 'caring')",1.4646504,1.3419433,-0.2242711,-0.3700892,-1.0097691,-1.1454772,1.0111785,0.82103,0.8863789,0.49913755,0.6579847,0.4826188,-0.1753659
10,-1.3342837,-1.4899273,"('unsympathetic', 'sympathetic')",-0.85409486,-0.9430001,1.1784134,0.88848144,-2.39058,-2.415264,-0.53869617,-0.68399245,-0.23176035,-0.4410951,-0.695167,-0.8474663,-0.1522993
