,filth_male,filth_female,tuple,average_male,average_female,female-male
0,-0.41163167,-0.5952922,"('unsociable', 'sociable')",-0.4116317,-0.5952922,-0.1836605
1,-1.1466422,-1.4044156,"('unfriendly', 'friendly')",-1.1466422,-1.4044156,-0.2577734
2,-1.3172816,-1.5250696,"('unlikable', 'likable')",-1.3172816,-1.5250696,-0.207788
3,-1.1450045,-0.9768503,"('repellent', 'pleasant')",-1.1450045,-0.9768503,0.1681542
4,-1.4673228,-1.4977012,"('disliked', 'liked')",-1.4673228,-1.4977012,-0.0303784
5,-0.84651124,-0.97389543,"('distant', 'outgoing')",-0.8465112,-0.9738954,-0.1273842
6,-1.2360411,-1.3953418,"('distant', 'open')",-1.2360411,-1.3953418,-0.1593007
7,-0.9958327,-0.92958164,"('insensitive', 'sensitive')",-0.9958327,-0.9295816,0.0662511
8,-1.381289,-1.5687225,"('unaffectionate', 'affectionate')",-1.381289,-1.5687225,-0.1874335
9,-0.8708079,-1.008502,"('unaffectionate', 'caring')",-0.8708079,-1.008502,-0.1376941
10,-1.0582114,-1.102053,"('unsympathetic', 'sympathetic')",-1.0582114,-1.102053,-0.0438416
11,0.07205935,0.24009894,"('unhelpful', 'helpful')",0.0720593,0.2400989,0.1680396
12,-0.85794306,-0.8678823,"('unsupportive', 'supportive')",-0.8579431,-0.8678823,-0.0099392
13,-0.27111027,-0.36728436,"('impolite', 'polite')",-0.2711103,-0.3672844,-0.0961741
14,0.030986838,-0.16084535,"('antisocial', 'social')",0.0309868,-0.1608454,-0.1918322
15,-0.42125398,-0.57941294,"('boring', 'funny')",-0.421254,-0.5794129,-0.1581589
16,-1.3647152,-1.3068451,"('unpopular', 'popular')",-1.3647152,-1.3068451,0.0578701
17,-0.7723465,-0.8371625,"('nasty', 'nice')",-0.7723465,-0.8371625,-0.064816
18,-1.685377,-1.7633201,"('disagreeable', 'welcoming')",-1.685377,-1.7633201,-0.0779431
19,-2.0875192,-1.9799834,"('inhospitable', 'hospitable')",-2.0875192,-1.9799834,0.1075358
20,-0.8437547,-0.9937243,"('rough', 'thoughtful')",-0.8437547,-0.9937243,-0.1499696
21,-0.86947703,-0.6871327,"('immoral', 'moral')",-0.869477,-0.6871327,0.1823443
22,-0.67749786,-0.9985019,"('untrustworthy', 'trustworthy')",-0.6774979,-0.9985019,-0.321004
23,0.24605924,0.283166,"('insincere', 'sincere')",0.2460592,0.283166,0.0371068
24,-0.7164304,-1.0284395,"('dishonest', 'honest')",-0.7164304,-1.0284395,-0.3120091
25,-0.90193063,-1.1700184,"('egoistic', 'altruistic')",-0.9019306,-1.1700184,-0.2680878
26,-0.0036984272,-0.38236126,"('hardhearted', 'benevolent')",-0.0036984,-0.3823613,-0.3786629
27,-0.2380804,-0.49356264,"('hardhearted', 'softhearted')",-0.2380804,-0.4935626,-0.2554822
28,-0.6436112,-0.5694594,"('disloyal', 'loyal')",-0.6436112,-0.5694594,0.0741518
29,-1.4061211,-1.6064177,"('unfair', 'fair')",-1.4061211,-1.6064177,-0.2002966
30,0.09673477,0.10410392,"('intolerant', 'tolerant')",0.0967348,0.1041039,0.0073691
31,-2.318058,-2.559021,"('evil', 'good')",-2.318058,-2.559021,-0.240963
32,-0.2555043,-0.4044026,"('unkind', 'kind')",-0.2555043,-0.4044026,-0.1488983
33,-0.38979602,-0.55516374,"('wrong', 'right')",-0.389796,-0.5551637,-0.1653677
34,0.8513954,0.9833186,"('mean', 'honorable')",0.8513954,0.9833186,0.1319232
35,-0.8109241,-1.0690784,"('corrupt', 'incorrupt')",-0.8109241,-1.0690784,-0.2581543
36,-1.2824258,-1.3786297,"('hostile', 'amicable')",-1.2824258,-1.3786297,-0.0962039
