,contract_male,contract_female,tuple,average_male,average_female,female-male
0,1.0086637,0.94253385,"('unsociable', 'sociable')",1.0086637,0.9425339,-0.0661298
1,0.7702796,0.6845666,"('unfriendly', 'friendly')",0.7702796,0.6845666,-0.085713
2,0.47882614,0.5967087,"('unlikable', 'likable')",0.4788261,0.5967087,0.1178826
3,0.92776215,0.9742087,"('repellent', 'pleasant')",0.9277622,0.9742087,0.0464465
4,-7.4362316,-7.48244,"('disliked', 'liked')",-7.4362316,-7.48244,-0.0462084
5,-1.5394385,-1.5443207,"('distant', 'outgoing')",-1.5394385,-1.5443207,-0.0048822
6,-0.82602805,-0.87923986,"('distant', 'open')",-0.826028,-0.8792399,-0.0532119
7,1.6001915,1.6217598,"('insensitive', 'sensitive')",1.6001915,1.6217598,0.0215683
8,0.56141883,0.41510138,"('unaffectionate', 'affectionate')",0.5614188,0.4151014,-0.1463174
9,1.606481,1.5502245,"('unaffectionate', 'caring')",1.606481,1.5502245,-0.0562565
10,1.6555943,1.6904026,"('unsympathetic', 'sympathetic')",1.6555943,1.6904026,0.0348083
11,1.902601,1.9512042,"('unhelpful', 'helpful')",1.902601,1.9512042,0.0486032
12,-1.4671357,-1.5154759,"('unsupportive', 'supportive')",-1.4671357,-1.5154759,-0.0483402
13,0.58277524,0.5837587,"('impolite', 'polite')",0.5827752,0.5837587,0.0009835
14,0.8414808,0.81638855,"('antisocial', 'social')",0.8414808,0.8163885,-0.0250923
15,-0.11725734,-0.17214972,"('boring', 'funny')",-0.1172573,-0.1721497,-0.0548924
16,-0.4473703,-0.48212218,"('unpopular', 'popular')",-0.4473703,-0.4821222,-0.0347519
17,-0.17220354,-0.19708243,"('nasty', 'nice')",-0.1722035,-0.1970824,-0.0248789
18,-0.93860817,-0.92018783,"('disagreeable', 'welcoming')",-0.9386082,-0.9201878,0.0184204
19,-1.2916087,-1.2438507,"('inhospitable', 'hospitable')",-1.2916087,-1.2438507,0.047758
20,0.74025387,0.64213717,"('rough', 'thoughtful')",0.7402539,0.6421372,-0.0981167
21,0.5682389,0.72912896,"('immoral', 'moral')",0.5682389,0.729129,0.1608901
22,-0.00516773,0.016072227,"('untrustworthy', 'trustworthy')",-0.0051677,0.0160722,0.0212399
23,6.62752,6.6631994,"('insincere', 'sincere')",6.6275201,6.6631994,0.0356793
24,1.5774809,1.5162954,"('dishonest', 'honest')",1.5774809,1.5162954,-0.0611855
25,0.553316,0.497509,"('egoistic', 'altruistic')",0.553316,0.497509,-0.055807
26,1.2779179,1.182941,"('hardhearted', 'benevolent')",1.2779179,1.182941,-0.0949769
27,1.4514176,1.2654678,"('hardhearted', 'softhearted')",1.4514176,1.2654678,-0.1859498
28,1.3422768,1.3641149,"('disloyal', 'loyal')",1.3422768,1.3641149,0.0218381
29,-0.64613014,-0.8168611,"('unfair', 'fair')",-0.6461301,-0.8168611,-0.170731
30,1.2697039,1.3750138,"('intolerant', 'tolerant')",1.2697039,1.3750138,0.1053099
31,-2.2427793,-2.2813268,"('evil', 'good')",-2.2427793,-2.2813268,-0.0385475
32,1.6916966,1.6671267,"('unkind', 'kind')",1.6916966,1.6671267,-0.0245699
33,-0.47642753,-0.59021306,"('wrong', 'right')",-0.4764275,-0.5902131,-0.1137856
34,4.662089,4.860537,"('mean', 'honorable')",4.6620889,4.8605371,0.1984482
35,-1.5820477,-1.8771409,"('corrupt', 'incorrupt')",-1.5820477,-1.8771409,-0.2950932
36,-1.0954051,-1.195272,"('hostile', 'amicable')",-1.0954051,-1.195272,-0.0998669
37,0.5123897,0.5040186,"('fake', 'genuine')",0.5123897,0.5040186,-0.0083711
38,0.017171122,0.027714752,"('untruthful', 'truthful')",0.0171711,0.0277148,0.0105437
39,0.70058775,0.7852116,"('exploitative', 'cooperative')",0.7005877,0.7852116,0.0846239
40,-1.9929087,-2.100308,"('stingy', 'generous')",-1.9929087,-2.1003079,-0.1073992
41,0.5713512,0.51829,"('unforgiving', 'forgiving')",0.5713512,0.51829,-0.0530612
42,-2.1571417,-2.0260398,"('unreliable', 'reliable')",-2.1571417,-2.0260398,0.1311019
43,1.5171837,1.6064034,"('irresponsible', 'responsible')",1.5171837,1.6064034,0.0892197
44,-1.4172261,-1.3695084,"('prejudiced', 'unprejudiced')",-1.4172261,-1.3695084,0.0477177
45,0.7238172,0.69014746,"('incompetent', 'competent')",0.7238172,0.6901475,-0.0336697
46,0.34529042,0.38133875,"('uncompetitive', 'competitive')",0.3452904,0.3813387,0.0360483
47,5.206632,5.3601484,"('stupid', 'smart')",5.2066321,5.3601484,0.1535163
48,0.81715006,0.80635923,"('unintelligent', 'intelligent')",0.8171501,0.8063592,-0.0107909
49,-0.015130958,0.13474327,"('unable', 'able')",-0.015131,0.1347433,0.1498743
50,-0.4942106,-0.50233656,"('clumsy', 'skillful')",-0.4942106,-0.5023366,-0.008126
51,0.11218476,0.12931818,"('uneducated', 'educated')",0.1121848,0.1293182,0.0171334
52,-0.9589844,-1.1349565,"('irrational', 'rational')",-0.9589844,-1.1349565,-0.1759721
53,0.10140389,0.09423297,"('uncreative', 'creative')",0.1014039,0.094233,-0.0071709
54,0.6159903,0.7210124,"('incapable', 'capable')",0.6159903,0.7210124,0.1050221
55,1.2840465,1.388711,"('incompetent', 'clever')",1.2840465,1.388711,0.1046645
56,1.2614709,1.3343511,"('impractical', 'practical')",1.2614709,1.3343511,0.0728802
57,-2.304174,-2.2790875,"('unimaginative', 'imaginative')",-2.3041739,-2.2790875,0.0250864
58,0.41082677,0.38081986,"('undiscriminating', 'discriminating')",0.4108268,0.3808199,-0.0300069
59,-0.59477204,-0.5869306,"('foolish', 'wise')",-0.594772,-0.5869306,0.0078414
60,1.279024,1.4480222,"('inefficient', 'efficient')",1.279024,1.4480222,0.1689982
61,0.7186379,0.51471156,"('illogical', 'logical')",0.7186379,0.5147116,-0.2039263
62,1.1412613,1.2529602,"('incompetent', 'brilliant')",1.1412613,1.2529602,0.1116989
63,0.14004172,0.18043761,"('unperceptive', 'insightful')",0.1400417,0.1804376,0.0403959
64,-5.6480722,-5.588435,"('shy', 'confident')",-5.6480722,-5.5884352,0.059637
65,1.1735715,1.2989576,"('insecure', 'secure')",1.1735715,1.2989576,0.1253861
66,-0.3725462,-0.49626037,"('inactive', 'active')",-0.3725462,-0.4962604,-0.1237142
67,0.05245264,0.1383894,"('doubtful', 'determined')",0.0524526,0.1383894,0.0859368
68,-1.2489514,-1.1998055,"('dependent', 'independent')",-1.2489514,-1.1998055,0.0491459
69,-2.2916129,-2.327092,"('lazy', 'industrious')",-2.2916129,-2.3270919,-0.035479
70,1.6682229,1.6985397,"('lethargic', 'energetic')",1.6682229,1.6985397,0.0303168
71,0.29315364,0.26588416,"('diffident', 'self-confident')",0.2931536,0.2658842,-0.0272694
