,intuitive_male,intuitive_female,tuple,surgical_male,surgical_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.077199616,-0.24865729,"('unsociable', 'sociable')",1.3219323,1.3089404,-0.100611895,-0.25900578,0.3813736,0.2670925,-0.1142811
1,-0.7702955,-0.7447838,"('unfriendly', 'friendly')",0.6352184,0.402844,1.8531468,1.5908619,0.5726899,0.4163074,-0.1563825
2,0.093687154,0.16250929,"('unlikable', 'likable')",0.4999064,0.5566832,0.4706402,0.5630904,0.3547446,0.4274276,0.072683
3,-0.18998188,0.044155784,"('repellent', 'pleasant')",-1.0299345,-0.8192167,-0.03403216,0.12944373,-0.4179828,-0.2152057,0.2027771
4,-1.3459072,-1.3178008,"('disliked', 'liked')",-0.6067872,-0.5712402,-5.90171,-5.9588385,-2.6181348,-2.6159598,0.002175
5,-0.8173126,-0.78215724,"('distant', 'outgoing')",-0.35050607,-0.45328033,-0.047768682,-0.052088577,-0.4051958,-0.4291754,-0.0239796
6,-0.937886,-0.8622685,"('distant', 'open')",-0.20497075,-0.36395028,0.4091119,0.35801464,-0.2445816,-0.2894014,-0.0448198
7,0.91785437,1.0451787,"('insensitive', 'sensitive')",0.08124952,0.19464588,0.40197417,0.44018507,0.467026,0.5600032,0.0929772
8,-0.5682773,-0.57684034,"('unaffectionate', 'affectionate')",0.049405877,-0.14519294,0.48000693,0.2860507,-0.0129548,-0.1453275,-0.1323727
9,0.8507169,0.9403545,"('unaffectionate', 'caring')",0.87578434,0.7656462,1.3224721,1.2312343,1.0163244,0.9790784,-0.037246
10,1.3718456,1.468235,"('unsympathetic', 'sympathetic')",0.07572271,0.15581626,-0.33062238,-0.38967946,0.3723153,0.4114573,0.039142
11,1.3598471,1.446558,"('unhelpful', 'helpful')",0.42224964,0.554816,1.9092401,1.9657906,1.2304456,1.3223882,0.0919426
12,1.71172,1.921615,"('unsupportive', 'supportive')",1.6865432,1.7887104,-1.4302539,-1.4736528,0.6560031,0.7455575,0.0895544
13,0.5002242,0.36664036,"('impolite', 'polite')",1.2468013,1.2687474,0.12516281,0.12835643,0.6240628,0.5879147,-0.0361481
14,0.0549912,-0.0043168757,"('antisocial', 'social')",0.96497273,1.1512175,-0.6713396,-0.5889753,0.1162081,0.1859751,0.069767
15,0.75066704,0.6813776,"('boring', 'funny')",0.6886907,0.5786453,0.4145271,0.38200834,0.6179616,0.5473437,-0.0706179
16,-0.98691684,-0.9473623,"('unpopular', 'popular')",-1.0695771,-1.0255249,0.5517192,0.6104975,-0.5015916,-0.4541299,0.0474617
17,-0.37967324,-0.2889891,"('nasty', 'nice')",-1.2217798,-1.1388874,-0.5961149,-0.59436214,-0.7325226,-0.6740796,0.058443
18,-0.60938996,-0.60414004,"('disagreeable', 'welcoming')",0.44631398,0.4774589,0.008061487,-0.08251318,-0.0516715,-0.0697314,-0.0180599
19,0.033836234,0.0025755093,"('inhospitable', 'hospitable')",-0.03365711,-0.1916891,0.3185693,0.22597085,0.1062495,0.0122858,-0.0939637
20,1.0115618,1.0544676,"('rough', 'thoughtful')",-0.29279476,-0.22941273,0.8324681,0.7917346,0.5170784,0.5389298,0.0218514
21,1.1550804,1.1492778,"('immoral', 'moral')",0.96739465,1.0375484,-0.64852506,-0.621132,0.4913167,0.5218981,0.0305814
22,0.37970304,0.40990183,"('untrustworthy', 'trustworthy')",0.009337964,0.013113307,-0.927424,-0.92577535,-0.179461,-0.1675867,0.0118743
23,1.9926234,2.10038,"('insincere', 'sincere')",0.6943428,0.73342055,5.808755,5.8602867,2.831907,2.898029,0.066122
